reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReviewText
AOTI3CIX0ORAW,B001V7K5I8,-1,1,5,"Already Gone is one of Kelly Clarkson's most haunting songs ever.

A little precursor.
Kelly had originally wrote the song ALREADY GONE.  Producer Ryan Tedder, from One Republic, helped polish the song with Clarkson and then produced it.  Unfortunately for Kelly, after Ryan had finished work with Kelly on her album (with about 6 or so songs) he went to work with Beyonce on her new album.  Ryan used a similar, BUT NOT THE SAME, backing track for Beyonce's HALO. (Essentially a similar backing drum beat)

Be it Beyonce's label or management, knowingly or unknowingly, put a rush to release HALO before Clarkson's camp had time to release ALREADY GONE.

Since Halo was released to radio first, most listeners draw comparisions from Halo to Already Gone.  Kelly has been ridiculed for the similarities when it wasn't even her fault the situation occured.  She worked with Tedder first, and her song Already Gone was written and produced first.  After the fact, she heard Halo and called Ryan to voice her displeasure.

Kelly fought with her label to not release Already Gone as her third single. Not for the fact she doesn't like the song, but out of respect for Beyonce.  Since Halo was still on the charts, Kelly felt it would be disrepectful to Beyonce to release the song. Her label defied her wishes and released the song anyway.  Kelly has since changed the production of the song during her live performances on television and on her ALL I EVER WANTED TOUR to discourage any similarities from her song ALREADY GONE to HALO.

NOW.
Already Gone ranks right up there with Because of You as one of her songs that you can feel the depth, the soul, the lyrics, and the emotion.  Kelly can sing anything and make it sound good, but she strikes it home with the haunting and gut wrenching ballads she so skillfully and masterfully performs.

THE VIDEO.
Joseph Kahn was a little perturbed about the video to ALREADY GONE.  IF you will notice the song is actually well over 4 minutes long on the album.  The video is only about 3:30.  The video was shot to incorporate the entire song, but RCA feeling the video was too dark, edited a large majority.  The video that was left is centered around Clarkson with subtle hints that she is a ghost.  What the viewers are missing is some sort of death/suicide scene which RCA felt would revert Kelly back into the My December ages.  Viewers and fans alike feel differently as a final conclusion would have made the music video complete.

Kelly is a True gem who is completely underrated.  This girl can sing anything.

Anyone that denies her of her talent needs to see her live.

I challenge anyone with a negative image of this girl go to a concert and come out feeling the same.

Its okay if you don't like her music, but don't hate the girl.  She has threw away the typical Hollywood celebrity image and made her own.

As Kelly has said ALL SHE EVER WANTED is to make good music.","Already Gone is one of Kelly Clarkson 's most haunting songs ever . A little precursor . Kelly had originally wrote the song ALREADY GONE . Producer Ryan Tedder , from One Republic , helped polish the song with Clarkson and then produced it . Unfortunately for Kelly , after Ryan had finished work with Kelly on her album ( with about 6 or so songs ) he went to work with Beyonce on her new album . Ryan used a similar , BUT NOT THE SAME , backing track for Beyonce 's HALO . ( Essentially a similar backing drum beat ) 

 Be it Beyonce 's label or management , knowingly or unknowingly , put a rush to release HALO before Clarkson 's camp had time to release ALREADY GONE . Since Halo was released to radio first , most listeners draw comparisions from Halo to Already Gone . Kelly has been ridiculed for the similarities when it was n't even her fault the situation occured . She worked with Tedder first , and her song Already Gone was written and produced first . After the fact , she heard Halo and called Ryan to voice her displeasure . Kelly fought with her label to not release Already Gone as her third single . Not for the fact she does n't like the song , but out of respect for Beyonce . Since Halo was still on the charts , Kelly felt it would be disrepectful to Beyonce to release the song . Her label defied her wishes and released the song anyway . Kelly has since changed the production of the song during her live performances on television and on her ALL I EVER WANTED TOUR to discourage any similarities from her song ALREADY GONE to HALO . Already Gone ranks right up there with Because of You as one of her songs that you can feel the depth , the soul , the lyrics , and the emotion . Kelly can sing anything and make it sound good , but she strikes it home with the haunting and gut wrenching ballads she so skillfully and masterfully performs . Joseph Kahn was a little perturbed about the video to ALREADY GONE . IF you will notice the song is actually well over 4 minutes long on the album . The video is only about 3:30 . The video was shot to incorporate the entire song , but RCA feeling the video was too dark , edited a large majority . The video that was left is centered around Clarkson with subtle hints that she is a ghost . What the viewers are missing is some sort of death / suicide scene which RCA felt would revert Kelly back into the My December ages . Viewers and fans alike feel differently as a final conclusion would have made the music video complete . Kelly is a True gem who is completely underrated . Anyone that denies her of her talent needs to see her live . I challenge anyone with a negative image of this girl go to a concert and come out feeling the same . Its okay if you do n't like her music , but do n't hate the girl . She has threw away the typical Hollywood celebrity image and made her own . As Kelly has said ALL SHE EVER WANTED is to make good music ."
A2UYGOYMV73826,B001VE730E,1,-1,2,"I came of age during the 1960s and 70s.  To this day the soundtrack of Hair plays in my head from time to time, and it has a certain sound - robust, edgy, energetic, and raw.  I agree 100% with the reviewer who prefers to remember the original, when the clothes were not costumes, and this was not a period piece.  The 2009 version feels like a group of Juillard-educated musicians bringing popular music to the upper crust.  If you like this edition, at least also treat yourself to the original.","To this day the soundtrack of Hair plays in my head from time to time , and it has a certain sound - robust , edgy , energetic , and raw . I agree 100 % with the reviewer who prefers to remember the original , when the clothes were not costumes , and this was not a period piece . The 2009 version feels like a group of Juillard - educated musicians bringing popular music to the upper crust . If you like this edition , at least also treat yourself to the original ."
A3VT7VGDWCIYYQ,B001VFSNYS,1,-1,1,"Randy Travis is an upstanding Republican and friend of the Bush family.  Got a joke for you.  Who wrecks their car while apparently drunk, goes to a convenience store necked to buy a pack of cigarettes (oops no cash!), and then lays necked in the middle of the road waiting for the cops, who he then reportedly threatens to kill.  Answer: Randy Travis!  Awe those Republicans!","Randy Travis is an upstanding Republican and friend of the Bush family . Got a joke for you . Who wrecks their car while apparently drunk , goes to a convenience store necked to buy a pack of cigarettes ( oops no cash ! ) , and then lays necked in the middle of the road waiting for the cops , who he then reportedly threatens to kill . Awe those Republicans !"
A3ARWXNPHVQP1B,B001VFUO5Y,1,-1,3,I like the song. It is very sweet but it's not something that would make me want to get up and dance and enjoy life. It's a song to listen to when you want to think about the one you love.,I like the song . It is very sweet but it 's not something that would make me want to get up and dance and enjoy life . It 's a song to listen to when you want to think about the one you love .
A3923W0OJNGUHN,B001VFUO5Y,-1,1,5,Love the older songs. Its not the new country that is on the radio now.,Love the older songs . Its not the new country that is on the radio now .
A31NO3OFLIPWMT,B001VKM2DQ,-1,1,4,"once again, i've got to say ""my God, they just don't sing them like that anymore.
The tune grabs ya, the words tear your heart out, the instrumentals are peerless, especially the trombones at the beginning.  You just feel the utter dispair in this song.  It made me cry.","once again , i 've got to say "" my God , they just do n't sing them like that anymore . The tune grabs ya , the words tear your heart out , the instrumentals are peerless , especially the trombones at the beginning . You just feel the utter dispair in this song . It made me cry ."
A384XR2WG8UEJO,B001VSX37W,-1,1,5,:),
A1IYUECSCVU7ZT,B001VW9UES,1,-1,3,"I do like Flo rida and I love the original Of this Song as well
Amazon Is great for finding great new music.. Like TIec Tocc's New song 'Frozen"" i found on amazon.. It touch my heart and got me thru a very rough time. He is refreshing and I cant stop spreading the word about this new artist TIec TOcc Him And FLorida Colab  yeahhh
well thats my opinion","I do like Flo rida and I love the original Of this Song as well Amazon Is great for finding great new music .. Like TIec Tocc 's New song ' Frozen "" i found on amazon .. It touch my heart and got me thru a very rough time . He is refreshing and I ca nt stop spreading the word about this new artist TIec TOcc well that s my opinion"
ASF3J6HQE5QTE,B001VW9UES,-1,1,5,I pod,
A1XUFV8DA1HBII,B001VW9UES,-1,1,5,Added to my gym and running mix,
A3Q2IGUUCN1EIC,B001VW9UES,-1,1,5,old song,old song
A37AW6NH9JCM40,B001VW9UES,-1,1,4,i thought this had a catchy  rythm.  But it had a lot of rap in it.  I don't like rap.  So this was not my favorite.  I would have not got it if i new it had rap in it.,i thought this had a catchy   rythm . I do n't like rap . So this was not my favorite . I would have not got it if i new it had rap in it .
A3PZDCOCZ8P3C3,B001VW9UES,1,-1,3,this song will always remind me of the hangover I just loved it in that movie and it's the only hip hop or rap song I own,this song will always remind me of the hangover I just loved it in that movie and it's the only hip hop or rap song I own
A1OHEAMWM8PKAE,B001VW9UES,-1,1,5,"I love this song, and amazon makes it totally worth it because unlike stupid iTunes, you can keep downloading it to a new phone, or redownload it if your internet dies or something in the middle of the download, all for free.
See iTunes, if u loose internet connection in the middle of the down load, or your power goes out, or you get a new computer you have to buy the song all over again. Where as Amazon is awesome cause it's all on your account, so you just log in and it's there and it shows that you payed the $1 for it so it's yours. Even if you get a new phone, or iPod, or loose internet connection or whatever... your logged it, it's your account you payed for it, its all leagle, and it's yours.
In my own PERSONAL opinion I HIGHLY HIGHLY HIGHLY RECOMEND you download songs, and buy songs from Amazon.com verses buying it on iTunes. c:","I love this song , and amazon makes it totally worth it because unlike stupid iTunes , you can keep downloading it to a new phone , or redownload it if your internet dies or something in the middle of the download , all for free . See iTunes , if u loose internet connection in the middle of the down load , or your power goes out , or you get a new computer you have to buy the song all over again . Where as Amazon is awesome cause it 's all on your account , so you just log in and it 's there and it shows that you payed the $ 1 for it so it 's yours . Even if you get a new phone , or iPod , or loose internet connection or whatever ... your logged it , it 's your account you payed for it , its all leagle , and it 's yours . In my own PERSONAL opinion I HIGHLY HIGHLY HIGHLY RECOMEND you download songs , and buy songs from Amazon.com verses buying it on iTunes ."
A2XPY217T5PCZR,B001W0BHF4,-1,1,5,Poor sound quality,Poor sound quality
A3DCOGGBKMJ8RN,B001W2B6MG,1,-1,3,good,good
A218A7MPSZDNCY,B001W2B6MG,-1,1,5,This is for you Daddy,
A1TZH8H7GROBK7,B001W2I49O,-1,1,5,"If only it were so easily done as to ""say you love me"" and have it be so, wouldn't that be great?","If only it were so easily done as to "" say you love me "" and have it be so , would n't that be great ?"
AIIJCCSB2F086,B001W2JX1M,-1,1,5,:-),
A3UQOR4P56J0LT,B001X3GOGM,1,-1,3,Not original but Good Stuff!,Not original but Good Stuff !
A2BKQRXWCKY7OG,B001X3GOGM,-1,1,5,I'm not quite sure what I am supposed to say. I downloaded the song and it is what it is.,I 'm not quite sure what I am supposed to say .
A2ZV2PBRFBSLC8,B001YWH1B4,-1,1,5,God was ALL over this song!  I can hardly listen to it without getting teary-eyed.  Correction - I can not listen to it without getting teary-eyed!,God was ALL over this song ! I can hardly listen to it without getting teary - eyed . Correction - I can not listen to it without getting teary - eyed !
A36NPWR62GGB90,B001YXWAL4,-1,1,5,"It was cheaper buying the single hit song than buying the cd if you mvp player it is must have
part of the hit 80's collection for your I pod music player or MVP player. I bought the radio mix version because it sounded better.",It was cheaper buying the single hit song than buying the cd if you mvp player it is must have I bought the radio mix version because it sounded better .
A1EX5SK2PD0XLC,B001YXWAB4,-1,1,5,"If you like Dire Straits (would you be reading this if you didn't?), this needs to be on your ipod.
'","If you like Dire Straits ( would you be reading this if you did n't ? ) , this needs to be on your ipod ."
A26YHHB3NY6416,B001YXWAB4,-1,1,5,Amazing song. They don't make songs like this that really hit the soul anymore,Amazing song . They do n't make songs like this that really hit the soul anymore
A2XDOOOB5P2000,B001YXWAB4,-1,1,5,buy this and ''skateaway'' for dire straights best 2 songs even though they have good albums,buy this and ''skateaway'' for dire straights best 2 songs even though they have good albums
A1MI46XAY6E12J,B001YXWAB4,1,-1,3,Good song,Good song
A1I5TO28HHDITV,B0020VTEZO,-1,1,5,"The original version of the song, which Telsa tries to sing but not the same way.","The original version of the song , which Telsa tries to sing but not the same way ."
A3K223BAI9FVCS,B0021QDXIW,-1,1,5,it's Wham!,
A1LW0G97AIJ0PV,B0022F15GE,1,-1,3,Strange song .. not gonna lie about that.,Strange song .. not gon na lie about that .
A1ZJZ1Q58TFVY8,B0022F15GE,-1,1,5,K,
A36EDWL4F3AASU,B0022WCMFK,1,-1,2,"It so played out on these so called 'classic rock' format FM stations. Another song that needs to be retired from all FM playlists. I've been grooving to the Bob Welch era live recording from '74. FM has such a rich catalog of killer songs and all the FM playlist ever include is this song, dreams, rhiannon, and don't stop","It so played out on these so called ' classic rock ' format FM stations . I 've been grooving to the Bob Welch era live recording from ' 74 . FM has such a rich catalog of killer songs and all the FM playlist ever include is this song , dreams , rhiannon , and do n't stop"
A1OHEAMWM8PKAE,B0022XMRYK,-1,1,5,"I love this song, and amazon makes it totally worth it because unlike stupid iTunes, you can keep downloading it to a new phone, or redownload it if your internet dies or something in the middle of the download, all for free.
See iTunes, if u loose internet connection in the middle of the down load, or your power goes out, or you get a new computer you have to buy the song all over again. Where as Amazon is awesome cause it's all on your account, so you just log in and it's there and it shows that you payed the $1 for it so it's yours. Even if you get a new phone, or iPod, or loose internet connection or whatever... your logged it, it's your account you payed for it, its all leagle, and it's yours.
In my own PERSONAL opinion I HIGHLY HIGHLY HIGHLY RECOMEND you download songs, and buy songs from Amazon.com verses buying it on iTunes. c:","I love this song , and amazon makes it totally worth it because unlike stupid iTunes , you can keep downloading it to a new phone , or redownload it if your internet dies or something in the middle of the download , all for free . See iTunes , if u loose internet connection in the middle of the down load , or your power goes out , or you get a new computer you have to buy the song all over again . Where as Amazon is awesome cause it 's all on your account , so you just log in and it 's there and it shows that you payed the $ 1 for it so it 's yours . Even if you get a new phone , or iPod , or loose internet connection or whatever ... your logged it , it 's your account you payed for it , its all leagle , and it 's yours . In my own PERSONAL opinion I HIGHLY HIGHLY HIGHLY RECOMEND you download songs , and buy songs from Amazon.com verses buying it on iTunes ."
A1OHAF0U0SMHAR,B0023RQSBI,-1,1,5,one ifthe first love songs I got into as a kid. then it became a lost media  find and then a short time agoI foind it again.,one ifthe first love songs I got into as a kid . then it became a lost media   find and then a short time agoI foind it again .
A1XTMYVT412PYG,B00260PJHG,-1,1,5,"I'm very suprise that I like some of the songs on this soundtrack because it's not the kind of music that I usually listen to.  It creeps me out a little that the song (System) with the lyrics - why won't you die, is playing in the background when Aaliyah makes her entrance and before the movie was released she died in a plane crash.  The two movies that Aaliyah was a part of before she died, Romeo Must Die and Queen of the Damned, are really good and I bought both soundtracks.  She would have had a great career.","I 'm very suprise that I like some of the songs on this soundtrack because it 's not the kind of music that I usually listen to . It creeps me out a little that the song ( System ) with the lyrics - why wo n't you die , is playing in the background when Aaliyah makes her entrance and before the movie was released she died in a plane crash . The two movies that Aaliyah was a part of before she died , Romeo Must Die and Queen of the Damned , are really good She would have had a great career ."
A3J5ZNJK30CV26,B00265UBM4,1,-1,3,"More than I expected. Some are really great. I try to listen to genres that I am not familiar with and this is a pretty cool variety. Many I'd not heard of, maybe a couple I skipped over, but all in all well worth the listen. Never had but a few that buffered, most played without any issues. Glad I took the time to download and review and listen to these.","More than I expected . Some are really great . I try to listen to genres that I am not familiar with and this is a pretty cool variety . Many I 'd not heard of , maybe a couple I skipped over , but all in all well worth the listen . Never had but a few that buffered , most played without any issues . Glad I took the time to download and review and listen to these ."
A1P3Z7Z4NTZGQR,B00265UBM4,1,-1,3,No complaints. :),No complaints . :)
A2UAVYFK0WQ36R,B00265UBM4,-1,1,5,"It came with my kindle and unlike other selections, I could never find a way to delete it from my device.","It came with my kindle and unlike other selections , I could never find a way to delete it from my device ."
A3F5WI7L94U26D,B0026BI3OQ,-1,1,5,This CD made a come back.,This CD made a come back .
A2HYQM7O3CJ39Z,B0026BI3OQ,-1,1,5,"This reminds me so much of an 80's VHS tape special from VH1 or MTV, ""when they played music videos"" as Kanye West put it","This reminds me so much of an 80's VHS tape special from VH1 or MTV, ""when they played music videos"" as Kanye West put it"
A1CAM0VZB8UQ9T,B0026BI3OQ,-1,1,5,: ),
A1OI7MY6EIYHJF,B0026BI3OQ,-1,1,5,"Love the recording, but Amazon's downloading process was very aggravating. My positive review is for Empire Of The Sun, not Amazon. First, a big window pops up to promote their software download, which despite several attempts didn't work. Not willing to give up after paying, I finally noticed in small grayed-out print an option to download the song without their egregiously promoted software. Of course, this failed a few times for no apparent reason before I finally managed to get my purchase into my iTunes. I know that Amazon can set this up for a simple one-click download and promote their products based on their merits without trying to force them on us customers and I hope they'll get enough negative feedback to do the right thing.","Love the recording , but Amazon 's downloading process was very aggravating . My positive review is for Empire Of The Sun , not Amazon . First , a big window pops up to promote their software download , which despite several attempts did n't work . Not willing to give up after paying , I finally noticed in small grayed - out print an option to download the song without their egregiously promoted software . Of course , this failed a few times for no apparent reason before I finally managed to get my purchase into my iTunes . I know that Amazon can set this up for a simple one - click download and promote their products based on their merits without trying to force them on us customers and I hope they 'll get enough negative feedback to do the right thing ."
A204S11FQM1BSR,B0026EVP6Q,-1,1,4,All of schooler's. Add this one to your list,
A16P000CBOHP4N,B0026P079G,-1,1,5,Halestorm Rocks!,
A3FEDF7G0UYG6V,B0026P0BE2,-1,1,5,"All genres of music offer good listening. Obviously not to everyone's taste. Just don't listen to one song,
from one cd and one artist. Give this style a chance, you may find some artistic value in it!","All genres of music offer good listening . Obviously not to everyone 's taste . Just do n't listen to one song , Give this style a chance , you may find some artistic value in it !"
A2BKQRXWCKY7OG,B0026YIEOC,-1,1,5,I'm not quite sure what I am supposed to say. I downloaded the song and it is what it is.,I 'm not quite sure what I am supposed to say .
AT2VHV3F5PEE8,B00270UTMU,-1,1,5,brings back memories,
A1XF5NVXUVGTZN,B0027DMF2Y,-1,1,5,,
A8IFUOL8S9BZC,B0027OQ2ZY,1,-1,3,"3 1/2

Interesting soundtrack for Trier's ""Dancer in the Dark"" finds his star Bjork weeping and wailing her unique ways as usual over more orchestrated, but still familiar territory. Everything sounds good in a darkly whimsical and kooky sort of way, with typical electronic and vocal over-indulgences robbing most tracks of being completely spot-on, though the final track certainly ranks amongst her best work.","3 1/2 

 Interesting soundtrack for Trier 's "" Dancer in the Dark "" finds his star Bjork weeping and wailing her unique ways as usual over more orchestrated , but still familiar territory . Everything sounds good in a darkly whimsical and kooky sort of way , with typical electronic and vocal over - indulgences robbing most tracks of being completely spot - on , though the final track certainly ranks amongst her best work ."
A19YNFIAO5KHGP,B0028300N4,-1,1,4,"It's a song, how much can you say about that?","It 's a song , how much can you say about that ?"
AK1O1SSMJMUPE,B0028300N4,-1,1,5,"If I am forced to a specific number of words in rating songs, I will no longer leave a rating or a response. If I paid money for the song that should suffice that I wanted the song anything beyond that is not for my benefit. After payment that should be the end of my obligation. The rating system should be the stars only without having to leave comments.","If I am forced to a specific number of words in rating songs , I will no longer leave a rating or a response . If I paid money for the song that should suffice that I wanted the song anything beyond that is not for my benefit . The rating system should be the stars only without having to leave comments ."
A39H5ZCKFUMO2K,B00299CER2,-1,1,5,"I watched Green Day with more scrutiny than ever last night on SNL as I wanted to see if selections from the new album produced the continuity emanating from American Idiot that I was rooting for. The last set was an emotionally tearing selection entitled 21 Guns. The song was masterfully weaved by Billy Joe with his inimitable vocals and guitar playing and I saw the content as something that will be very big in these days of disillusionment and an unknown future. In other words, these are the times of Green Day input. Undoubtedly this was protest, not punk. I did download the MP3 from this site but not to cherry pick. This album from Green Day, 21 Century Breakdown from what I have read is another memorable offering from the Oakland generational heroes and as soon as my backlog shrinks somewhat I will purchase the CD.

Jay Adler, Music Critic","I watched Green Day with more scrutiny than ever last night on SNL as I wanted to see if selections from the new album produced the continuity emanating from American Idiot that I was rooting for . The last set was an emotionally tearing selection entitled 21 Guns . The song was masterfully weaved by Billy Joe with his inimitable vocals and guitar playing and I saw the content as something that will be very big in these days of disillusionment and an unknown future . In other words , these are the times of Green Day input . Undoubtedly this was protest , not punk . I did download the MP3 from this site but not to cherry pick . This album from Green Day , 21 Century Breakdown from what I have read is another memorable offering from the Oakland generational heroes and as soon as my backlog shrinks somewhat Jay Adler , Music Critic"
AENW6HCEM315,B00299CER2,1,-1,3,"Green Day is not my normal go-to music, but this song is beautiful. It has a great message to it as well.

http://youtu.be/r00ikilDxW4","Green Day is not my normal go - to music , but this song is beautiful . It has a great message to it as well . 

 http://youtu.be/r00ikilDxW4"
A1LBIZLET9CW1I,B0029KY8WU,1,-1,3,"For the past few years, Gregory Alan Isakov has been making welcome appearances on my Pandora stations. His songs are pleasant, melodic, sad. They make for good, almost sleepy background listening. They are as pleasant as anything you will find on the market, but my criticism is that except for a couple of songs (""Master & A Hound"", and maybe ""The Moon Song"") they aren't much more than pleasant. They don't make me want to put down what I'm doing. They don't make me want to close my eyes. They are just Pleasant.

The songs' emotion feels real but restrained. In most songs, he sounds like he's singing out of the back of his throat, with his mouth barely open. I haven't seen him sing, but I suspect that he rarely opens his mouth wide enough to see his teeth. He sounds restrained, hesitant, unwilling to quite come out.

With that said, Isakov has shown flashes. Master & A Hound is much better than pleasant, but still has a frustrating current of restraint. The guy is a brick wall away from being really good.","For the past few years , Gregory Alan Isakov has been making welcome appearances on my Pandora stations . His songs are pleasant , melodic , sad . They make for good , almost sleepy background listening . They are as pleasant as anything you will find on the market , but my criticism is that except for a couple of songs ( "" Master & A Hound "" , and maybe "" The Moon Song "" ) they are n't much more than pleasant . They do n't make me want to put down what I 'm doing . They do n't make me want to close my eyes . They are just Pleasant . The songs ' emotion feels real but restrained . In most songs , he sounds like he 's singing out of the back of his throat , with his mouth barely open . I have n't seen him sing , but I suspect that he rarely opens his mouth wide enough to see his teeth . He sounds restrained , hesitant , unwilling to quite come out . Master & A Hound is much better than pleasant , but still has a frustrating current of restraint . The guy is a brick wall away from being really good ."
A3W4D8XOGLWUN5,B0029Q19M6,1,-1,3,"When it has came down to rarp music, controversy and all, it has been over a decade since Eminem came out swinging with My Name Is. While he has his share of public and personal heartbreak, he has had songs with amusing videos that would make you laugh, and deeper songs that stood still. That honestly is the same with Beautiful, the second single from his returning album Relapse. the song is very dark, but does state well with a hard core stand still, whether you can't get out of a jam, or dealing with heartbreak. While the song isn't as driven as was the case with his Oscar-winning Lose Yourself, Eminem holds his own fairly well. While he has been lately making a bit more news on his war of words with Mariah Carey, he still knows how to rap. I do hope his next single from Relapse though, can have a bit more from what I had heard from what Slim Shady made to be.

Song: C+","When it has came down to rarp music , controversy and all , it has been over a decade since Eminem came out swinging with My Name Is . While he has his share of public and personal heartbreak , he has had songs with amusing videos that would make you laugh , and deeper songs that stood still . That honestly is the same with Beautiful , the second single from his returning album Relapse . the song is very dark , but does state well with a hard core stand still , whether you ca n't get out of a jam , or dealing with heartbreak . While the song is n't as driven as was the case with his Oscar - winning Lose Yourself , Eminem holds his own fairly well . While he has been lately making a bit more news on his war of words with Mariah Carey , he still knows how to rap . I do hope his next single from Relapse though , can have a bit more from what I had heard from what Slim Shady made to be ."
A3DR0MGA39395D,B0029Q19M6,1,-1,3,ok,ok
ADUR2GU90NB98,B0029UAXK6,-1,1,5,"Not a big fan of this genre, however, I have liked this song since day one.","Not a big fan of this genre , however , I have liked this song since day one ."
A3SI4GQLS3OIGI,B002A5UZPI,1,-1,3,Daughtry is an okay singer. But this song is really good.,Daughtry is an okay singer . But this song is really good .
A264LJ7DXWHJQH,B002A5UZPI,-1,1,5,xlint,
A309IBLJ7RKFDM,B002AEIK42,-1,1,5,Another must have song from Linkin Park that I can rock out to.,
A8V0I3O89QAKQ,B002AEIK42,-1,1,5,"Bought for my daughter's ipod and she loves this band and the album. seven more words required, blah, blah, blah","and she loves this band and the album . seven more words required , blah , blah , blah"
A200VIZ908IAC2,B002AV0K7K,-1,1,4,"I'm so embarrassed. It makes me smile on a bad day. How many things can do that, right?","I 'm so embarrassed . It makes me smile on a bad day . How many things can do that , right ?"
A3QYT418L7ZFP0,B002B2U6TU,-1,1,5,Only buy Blues that catches my attention and Blue on Black did exactly that.,Only buy Blues that catches my attention and Blue on Black did exactly that .
A1OKPC1K12YZEP,B002B2U6TU,-1,1,5,"Great tune!  I like being able to download MP3s on Amazon but I'm disappointed that some songs play fine and others the volume is much too quiet, or in the rare case, too loud. I miss the fact most of the songs used to be $0.99 and now they are mostly $1.29 too.","Great tune ! I like being able to download MP3s on Amazon but I 'm disappointed that some songs play fine and others the volume is much too quiet , or in the rare case , too loud . I miss the fact most of the songs used to be $ 0.99 and now they are mostly $ 1.29 too ."
ANMVRMYS04YSI,B002BPQ13M,-1,1,5,My lovely children can be a bit sneaky. Either that or I just wasn't paying attention when they asked me for it. Probably the latter.,My lovely children can be a bit sneaky . Either that or I just was n't paying attention when they asked me for it . Probably the latter .
A1IYUECSCVU7ZT,B002BPH1F4,1,-1,3,"Im finally glad BEP Album is on amazon ..I love it
this time they go very futurisic
also other Great Buys are Jeremih Birthday sex
And Tiec Tocc "" Frozen""
all great music and you'll be happy to spend your money","I m finally glad BEP Album is on amazon .. I love it this time they go very futurisic also other Great Buys are Jeremih Birthday sex And Tiec Tocc "" Frozen "" all great music and you 'll be happy to spend your money"
A3I7J6H0FSZQIW,B002BPH1F4,-1,1,5,a,
A2QXPCQGFF23Q6,B002BPH1F4,1,-1,3,Works as expected.,Works as expected .
