reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReviewText
A3396GPI82T724,B000WSWEOA,-1,1,4,This is a great song from my teen-age years that provides a little different version from the usual Derek and the Dominos version.  It would be nice if this version eliminated the introductive talking portion.,This is a great song from my teen - age years that provides a little different version from the usual Derek and the Dominos version . It would be nice if this version eliminated the introductive talking portion .
A3B995FGUOY48I,B000WSV1AS,-1,1,4,"Great song, beautiful tune, and the lyrics caused me 2 do some research. There was a radio station in the South that was allegedly either bombed or burned down for playing this song!  Janis had the insight to write this song at age 13!  I would give this song 5 stars except that the girl cops out at the end. However, the song played in 1965 or 1967, so the taboo of the times still has to be considered.  For the most part,  society's children are still ""sticking to their own kind"", and though  unspoken and a bit weaker, the social dating rules still exist.","Great song , beautiful tune , and the lyrics caused me 2 do some research . There was a radio station in the South that was allegedly either bombed or burned down for playing this song ! However , the song played in 1965 or 1967 , so the taboo of the times still has to be considered . For the most part ,   society 's children are still "" sticking to their own kind "" , and though   unspoken and a bit weaker , the social dating rules still exist ."
A1EX5SK2PD0XLC,B000WSV1AS,-1,1,5,"This song wouldn't be a big deal today (well, maybe I am wrong); back then it really ticked some people off.  I like the words and the sound.  I guess it was an early protest song.","This song would n't be a big deal today ( well , maybe I am wrong ) ; back then it really ticked some people off . I like the words and the sound . I guess it was an early protest song ."
A2BKQRXWCKY7OG,B000WT5CAW,-1,1,5,I'm not quite sure what I am supposed to say. I downloaded the song and it is what it is.,I 'm not quite sure what I am supposed to say .
A39LUHOIFMRRYL,B000WT5CAW,-1,1,4,Its okay but I like other things by Johnny Cash better,okay but I like other things by Johnny Cash better
A1BPOYZDY1KYQA,B000WT62UQ,1,-1,3,Played during Monday nights The Black List.  Fit perfectly with the storyline thought it would be nice to hear the hole song.,Played during Monday nights The Black List . Fit perfectly with the storyline thought it would be nice to hear the hole song .
A2K04ONUAKO0O9,B000WT62UQ,-1,1,5,A,
A3R8YCKB0VHU4U,B000WT62UQ,-1,1,5,A++,
A2P6QTBRBESF5O,B000WTUYM8,-1,1,5,Nelly Furtado's range in music is so under-appreciated.  love her.,Nelly Furtado 's range in music is so under - appreciated . love her .
A14EU2XMRSJ17K,B000WTUYM8,1,-1,3,"Nelly has an extremely great voice.  This song is probably one of her best.  I have not heard too much about her, but she should sing more of these types of songs.  I heard Promiscuous and it was cute, but I wouldn't buy it though.","Nelly has an extremely great voice . This song is probably one of her best . I have not heard too much about her , but she should sing more of these types of songs . I heard Promiscuous and it was cute , but I would n't buy it though ."
AWAFSYBKPTZI4,B000WZWW7M,-1,1,5,Speaks volumes.,
A322IQTUYADQ9,B000WZWW7M,-1,1,5,"I first heard this on a YouTube video for Final Fastasy The Spirits Within, except...it was never in that movie or soundtrack.  Run I heard it on a FF VII video, except was not in that either.  Tracked it down to Tears For Fears, years ago, remake by Jules and used n Donny Darko movie.  My wofe says it's dark,Mi just think it is a solid A, moving, touching, mindful, haunting.","I first heard this on a YouTube video for Final Fastasy The Spirits Within , except ... it was never in that movie or soundtrack . Run I heard it on a FF VII video , except was not in that either . Tracked it down to Tears For Fears , years ago , remake by Jules and used n Donny Darko movie . My wofe says it 's dark , Mi just think it is a solid A , moving , touching , mindful , haunting ."
AJVWN5C7ZMAV8,B000X6NXZ0,-1,1,5,Heard my brother play this song and really liked it. The lyrics caught my ear. plus any song stated sorry has to be good,Heard my brother play this song and really liked it . plus any song stated sorry has to be good
A3VCRRAHUYIU4I,B000X6NXZ0,-1,1,4,it is ok as a story,it is ok as a story
A143W70ZMXRUGP,B000X6NXZ0,-1,1,5,It was okay but I've heard better from Buckcherry,It was okay but I 've heard better from Buckcherry
A3L9E0YI7C5G0W,B000X6TUGQ,-1,1,5,"I do not like to reveiw music purchases, movie purchases and I certainly don't like to review downloads. If you didn't like the song in the first place why would you bother downloading it.","I do not like to reveiw music purchases , movie purchases and I certainly do n't like to review downloads . If you did n't like the song in the first place why would you bother downloading it ."
A10JVQLK7XUDSP,B000X6TUGQ,-1,1,5,Rocks!,
AL5WUYUY7TCNQ,B000X6TUGQ,1,-1,3,my daughter wanted this and loves it,my daughter wanted this and loves it
AUWIWBA9J3QBO,B000X6TUGQ,1,-1,3,ok,ok
A13KND5A7ZRR8K,B000X6UB46,-1,1,5,"Awesome music! Must buy more, must buy more, must use up 9 more words .... blah blah blah blah blah","Awesome music ! Must buy more , must buy more , must use up 9 more words .... blah blah blah blah blah"
A2NIFNYM8MHZU9,B000X6UB46,-1,1,5,"Very nice song to mix in with the Christmas tunes.  And since this has to be a certain length to be submitted, I guess the other songs are going to go without reviews.","Very nice song to mix in with the Christmas tunes . And since this has to be a certain length to be submitted , I guess the other songs are going to go without reviews ."
AR09M8LNRBCJY,B000X6ZBCS,1,-1,3,"This is a earlier, much more foul-mouthed Gaffigan. His current style is still present, but there is definitely a little bit more edge to the delivery of his jokes. Parents, be warned about the expletives that are going to ensue.

Jim talks a lot about his recessive genes causing his absolute paleness, his Midwest upbringing, and his hatred of reading. But the most famous of his jokes is present here, the famed Hot Pocket joke. How much can one man talk about the destructive nature of this lovely frozen food item? You will be surprised.

The best part of this release is the included DVD with several of classic Gaffigan stand ups originally on Comedy Central. He sure looked really skinny and pale back then!

It is solid, but no where as strong as his subsequent releases, King Baby and Mr. Universe. It is worth it if you are a Jim Gaffigan fan.","This is a earlier , much more foul - mouthed Gaffigan . His current style is still present , but there is definitely a little bit more edge to the delivery of his jokes . Parents , be warned about the expletives that are going to ensue . Jim talks a lot about his recessive genes causing his absolute paleness , his Midwest upbringing , and his hatred of reading . But the most famous of his jokes is present here , the famed Hot Pocket joke . How much can one man talk about the destructive nature of this lovely frozen food item ? You will be surprised . The best part of this release is the included DVD with several of classic Gaffigan stand ups originally on Comedy Central . He sure looked really skinny and pale back then ! It is solid , but no where as strong as his subsequent releases , King Baby and Mr. Universe . It is worth it if you are a Jim Gaffigan fan ."
A9HMDCCQZJ6NN,B000X6ZBCS,1,-1,3,"It is funny, but I should have read the information more carefully, as many of the bits are contained in some of this other albums.","It is funny , but I should have read the information more carefully , as many of the bits are contained in some of this other albums ."
A1OHEAMWM8PKAE,B000X6U6IM,-1,1,5,"I love this song, and amazon makes it totally worth it because unlike stupid iTunes, you can keep downloading it to a new phone, or redownload it if your internet dies or something in the middle of the download, all for free.
See iTunes, if u loose internet connection in the middle of the down load, or your power goes out, or you get a new computer you have to buy the song all over again, trust me, I experienced that huge problem with iTunes MORE THAN ONCE.
Where as Amazon is awesome cause it's all on your account, so you just log in and it's there, and it shows that you payed the $1 for it so it's yours. Even if you get a new phone, or iPod, or loose internet connection or whatever... your logged it, it's your account you payed for it, its all leagle, and it's yours, for like EVER. :D
In my own PERSONAL opinion I HIGHLY HIGHLY HIGHLY RECOMEND you download songs, and buy songs from Amazon.com verses buying it on iTunes. c:","I love this song , and amazon makes it totally worth it because unlike stupid iTunes , you can keep downloading it to a new phone , or redownload it if your internet dies or something in the middle of the download , all for free . See iTunes , if u loose internet connection in the middle of the down load , or your power goes out , or you get a new computer you have to buy the song all over again , trust me , I experienced that huge problem with iTunes MORE THAN ONCE . Where as Amazon is awesome cause it 's all on your account , so you just log in and it 's there , and it shows that you payed the $ 1 for it so it 's yours . Even if you get a new phone , or iPod , or loose internet connection or whatever ... your logged it , it 's your account you payed for it , its all leagle , and it 's yours , for like EVER . In my own PERSONAL opinion I HIGHLY HIGHLY HIGHLY RECOMEND you download songs , and buy songs from Amazon.com verses buying it on iTunes ."
A2R9CA3YT1WUNV,B000X964EY,-1,1,5,"Monolithic Baby! is the sixth full-length Monster Magnet studio album, it sees the New Jersey based stoner band stripping back their sound to the hard rock basics and introduces new members Jim Baglino on bass and Michael Wildwood on drums for the first time.

The album is absolutely spot-on in terms of quality, the songs are memorable, the production is good and there is an audible enthusiasm to the performance. Monster Magnet, like so many bands, may have a reputation stating that their early stuff is what you want to be listening to and the rest is take-it-or-leave-it, but I assure you that in the case of Monolithic Baby! that is only a stylistic argument, not a qualitative one.

The aforementioned stripped back sound finds the band concentrating mostly on fundamental and simplistic rock tracks, that eschew whatever elements of psychedelic sounds were found in the bands style from their first few releases as well as no longer exploring many different directions at once, like on the two eclectic albums which preceded this one.

The fact that there are no surf songs, electronic semi-ballads or drugged out eastern tinged epics could be seen as boring, indicating a lack of variety and an unwillingness to break any new ground. Conversely, it can be viewed as the band concentrating on what they do best, uncomplicated by external factors and delivering only the hard rock, giving only big riffs, gnarly solos and attitude filled vocals.

Regardless of which way you view the change in direction, there are some very great songs on this album, including the (almost) title track `Monolithic' as well as the strong opener `Slut Machine' and the famous and very catchy `Radiation Day.'

Most Monster Magnet fans are fond of Dave's Vocals and lyrics, which are up to their usual high standard on this record, and most fans will be more than happy with this album, the songwriting is of a very high caliber and there are so many rocking songs that this is one of the most direct, focused and in your face records the band have made.

Of course, some Monster Magnet fans don't necessarily dig direct rock songs and therefor could ask for a little more variety from the album, perhaps more crazy effects, longer songs and inclusion of a wider array of instruments. If that describes your feelings in similar situations then maybe give Monolithic Baby! a miss, elsewise do not hesitate to pick up a copy, it really is a very enjoyable record.","Monolithic Baby ! is the sixth full - length Monster Magnet studio album , it sees the New Jersey based stoner band stripping back their sound to the hard rock basics and introduces new members Jim Baglino on bass and Michael Wildwood on drums for the first time . The album is absolutely spot - on in terms of quality , the songs are memorable , the production is good and there is an audible enthusiasm to the performance . Monster Magnet , like so many bands , may have a reputation stating that their early stuff is what you want to be listening to and the rest is take - it - or - leave - it , but I assure you that in the case of Monolithic Baby ! that is only a stylistic argument , not a qualitative one . The aforementioned stripped back sound finds the band concentrating mostly on fundamental and simplistic rock tracks , that eschew whatever elements of psychedelic sounds were found in the bands style from their first few releases as well as no longer exploring many different directions at once , like on the two eclectic albums which preceded this one . The fact that there are no surf songs , electronic semi - ballads or drugged out eastern tinged epics could be seen as boring , indicating a lack of variety and an unwillingness to break any new ground . Conversely , it can be viewed as the band concentrating on what they do best , uncomplicated by external factors and delivering only the hard rock , giving only big riffs , gnarly solos and attitude filled vocals . Regardless of which way you view the change in direction , there are some very great songs on this album , including the ( almost ) title track ` Monolithic ' as well as the strong opener ` Slut Machine ' and the famous and very catchy ` Radiation Day . Most Monster Magnet fans are fond of Dave 's Vocals and lyrics , which are up to their usual high standard on this record , and most fans will be more than happy with this album , the songwriting is of a very high caliber and there are so many rocking songs that this is one of the most direct , focused and in your face records the band have made . Of course , some Monster Magnet fans do n't necessarily dig direct rock songs and therefor could ask for a little more variety from the album , perhaps more crazy effects , longer songs and inclusion of a wider array of instruments . If that describes your feelings in similar situations then maybe give Monolithic Baby ! a miss , elsewise do not hesitate to pick up a copy , it really is a very enjoyable record ."
A3MAROXCKBWMWV,B000X9KKO4,-1,1,5,Finally Paramount listensed and put out a complete version. There were so many left out sequences on the older version. The USS Grisom and the destruction of the Enterprise are only a small sample of what was left out.,Finally Paramount listensed and put out a complete version . There were so many left out sequences on the older version . The USS Grisom and the destruction of the Enterprise are only a small sample of what was left out .
AS1WAYYI800SJ,B000XEI154,1,-1,3,"It took me right back to the 1950s!  I played the tune over and over Easter Sunday, as I prepared breakfast, for my family.  My grandchildren got a kick out of me, Nana, singing along as the waffles and blueberries piled on their plates.  I hope it embeds a fun memory for them, as it has me over the years!","It took me right back to the 1950s ! I played the tune over and over Easter Sunday , as I prepared breakfast , for my family . My grandchildren got a kick out of me , Nana , singing along as the waffles and blueberries piled on their plates . I hope it embeds a fun memory for them , as it has me over the years !"
A3R8YCKB0VHU4U,B000XO0LKW,-1,1,4,A++,
ATQEQ2MEJQAKY,B000XO0LKW,-1,1,5,says it all,
AH0AG1JFF0Q2N,B000XO0LKW,-1,1,4,"Quick buying on the computer, downloading not so bad. Once again, issues getting to iTunes or Windows Media. But I think that's a computer bug.","Quick buying on the computer , downloading not so bad . Once again , issues getting to iTunes or Windows Media . But I think that 's a computer bug ."
A1DRPQLK11GSAH,B000XQZASS,-1,1,5,Punk out!,Punk out !
A235NA61RC6YC1,B000XXZ31K,1,-1,3,"The Good
""Call to Arms"" is no doubt the band's anthem for this album. A major difference you notice right away is that this album is a lot brighter and hopeful as compared to their 2006 album We Don't Need to Whisper. ""Everything's Magic"" adds a hint of keyboards and lots of progressive effects that complement Tom Delonge's (ex-Blink 182) melodic, high-pitched vocals. ""Breathe"" is not your typical radio ballad, but more like a sci-fi movie love song. Driving guitars mixed with melodic vocal breaks make up the track ""Secret Crowds."" Drummer Atom Willard (Offspring) experiments with some unique drum beats on this one. ""True Love"" employs electronic drum beats, unique guitar licks, and uplifting vocals.

The Bad
Despite the different effects and drum beats used, the album tends to sound like one long, drawn-out song.

The Verdict
The brighter more optimistic Angles and Airwaves are far more enjoyable than their darker and hopeless debut. However, lack of diversity keeps this album from returning to my CD player.","The Good 
 "" Call to Arms "" is no doubt the band 's anthem for this album . A major difference you notice right away is that this album is a lot brighter and hopeful as compared to their 2006 album We Do n't Need to Whisper . "" Everything 's Magic "" adds a hint of keyboards and lots of progressive effects that complement Tom Delonge 's ( ex - Blink 182 ) melodic , high - pitched vocals . "" Breathe "" is not your typical radio ballad , but more like a sci - fi movie love song . Driving guitars mixed with melodic vocal breaks make up the track "" Secret Crowds . "" Drummer Atom Willard ( Offspring ) experiments with some unique drum beats on this one . "" True Love "" employs electronic drum beats , unique guitar licks , and uplifting vocals . The Bad 
 Despite the different effects and drum beats used , the album tends to sound like one long , drawn - out song . The Verdict 
 The brighter more optimistic Angles and Airwaves are far more enjoyable than their darker and hopeless debut . However , lack of diversity keeps this album from returning to my CD player ."
AAV3HU72C3R3G,B000XXZ31K,-1,1,5,"I already reviewed this but Amazon killed the review for an unknown reason.

In any case, this album is as good as the last, which is to say it's spectacular.

The only problem with it is that Rite of Spring is utter garbage; amateurish lyrics and simple, garage, my-first-punk-song from the musical standpoint. It's always skipped and the album should not have it.

The rest ranges from pretty good to really good. Very much a relief that A&A didn't screw things up after their first one, and it was not a fluke!","I already reviewed this but Amazon killed the review for an unknown reason . In any case , this album is as good as the last , which is to say it 's spectacular . The only problem with it is that Rite of Spring is utter garbage ; amateurish lyrics and simple , garage , my - first - punk - song from the musical standpoint . It 's always skipped and the album should not have it . The rest ranges from pretty good to really good . Very much a relief that A&A did n't screw things up after their first one , and it was not a fluke !"
A288N7XQGWLK0K,B000Y076EO,-1,1,5,"When it's over, it's over or is it.? I really had to do some searching with a few lyrics to Google who this Artist was due to the fact that I would never known it was Keith Urban, a Country Western Artist, not my usual selection. Most definately I could not have enjoyed it more.","I really had to do some searching with a few lyrics to Google who this Artist was due to the fact that I would never known it was Keith Urban , a Country Western Artist , not my usual selection . Most definately I could not have enjoyed it more ."
A3I8NB5TBQ0XFQ,B000Y2QEAE,-1,1,5,Everyone needs to have this version in their library.,
A648A7XLDASXS,B000Y2QEAE,-1,1,4,as it should be,
AFVMGA4FMOG2R,B000Y2QEAE,-1,1,5,5 stars.,
A3CMH63FV9I5DR,B000YKEMZ0,-1,1,5,OneRepublic rocks!,
A2DARHKCF0ZT4O,B000YKEMZ0,1,-1,3,Good Music!,Good Music !
A11EPK2YPTYF04,B000YKEMZ0,-1,1,4,"I actually dismissed this song when it was new. It didn't really grab me. After hearing their later releases, though, I went back and liked it better. Weird huh?","I actually dismissed this song when it was new . It did n't really grab me . After hearing their later releases , though , I went back and liked it better . Weird huh ?"
AVPZEBTWAM0P3,B000YKEMZ0,-1,1,4,"Hooked. Lined. Sinkered. Not sure that last one is a word, but that is how I felt the first time I heard this tune, as I am sure did everyone else who knows this song from One Republic. Not sure why it took me so long to finally download it.","Not sure that last one is a word , but that is how I felt the first time I heard this tune , as I am sure did everyone else who knows this song from One Republic . Not sure why it took me so long to finally download it ."
A1R97SVXSUBGVI,B000YN07XI,-1,1,5,"Beautiful music, lousy words.  Should be re-written.","Beautiful music , lousy words . Should be re - written ."
A1PB4HWA042JG3,B000YN07XI,-1,1,5,As another reviewer said - appreciate this for the music and not the lyrics - good god they're awful!  It's too bad - ugh!  I was able to find a cover site and remove all of the vocals and keep everything else as is.  Aaaah - now it sounds better.  :),As another reviewer said - appreciate this for the music and not the lyrics - good god they 're awful ! It 's too bad - ugh ! I was able to find a cover site and remove all of the vocals and keep everything else as is . Aaaah - now it sounds better .   :)
A9D9BGSBTEWCA,B000YNNTWY,1,-1,3,"one tune that's all you get
there must be 6 versions of this out now","one tune that's all you get
there must be 6 versions of this out now"
A1JT5MUJ64KRKN,B000YNNTWY,-1,1,4,"This was for my aerobics on MP3, and the 5th star is missing only because I'm an old geezer from the Sixties. But, this version for Legacy is less harsh in the vocals than the original first films, and lacks nothing for envisioning that beach run from Supremacy, and that's where it takes my vision and motivation. If you have seen those films, even without Legacy, (and maybe especially without it), this one should keep pace. Good Works to you, where ever you turn it on. ~ww","This was for my aerobics on MP3 , and the 5th star is missing only because I 'm an old geezer from the Sixties . But , this version for Legacy is less harsh in the vocals than the original first films , and lacks nothing for envisioning that beach run from Supremacy , and that 's where it takes my vision and motivation . If you have seen those films , even without Legacy , ( and maybe especially without it ) , this one should keep pace . Good Works to you , where ever you turn it on ."
A2Y4UJUUBW9P8U,B000YNNTWY,-1,1,4,I like it a lot.  Still trying to buy the instrumental version.,I like it a lot . Still trying to buy the instrumental version .
ANU0PIE1JVNK8,B000YQZQUY,1,-1,3,no review,no review
A33XBSHOZNMKPG,B000YQZQUY,-1,1,5,Really like this song....makes me want a beer! Some of the other tracks on album are not to my liking.,Really like this song .... makes me want a beer ! Some of the other tracks on album are not to my liking .
A27HKE3D4C3V9Y,B000YUHZBI,1,-1,3,It is a classical that evokes emotion. excellent.,It is a classical that evokes emotion . excellent .
A3KUC5K5VSJNU9,B000Z1GR9C,-1,1,5,"Actually released in 1969 his one-hit wonder is familiar from films, ads and TV shows.  A nice encomium for the 60s.","Actually released in 1969 his one - hit wonder is familiar from films , ads and TV shows . A nice encomium for the 60s ."
A3SEL48F3IR0U9,B000Z1GR9C,-1,1,5,Plus plus plus,
A1OKPC1K12YZEP,B000Z1GR9C,-1,1,5,"Great tune!  I like being able to download MP3s on Amazon but I'm disappointed that some songs play fine and others the volume is much too quiet, or in the rare case, too loud. I miss the fact most of the songs used to be $0.99 and now they are mostly $1.29 too.","Great tune ! I like being able to download MP3s on Amazon but I 'm disappointed that some songs play fine and others the volume is much too quiet , or in the rare case , too loud . I miss the fact most of the songs used to be $ 0.99 and now they are mostly $ 1.29 too ."
AP9ZOT0ZJUB1Y,B000Z1GR9C,1,-1,3,The song is awesome but it wasn't cleanly transferred to an mp3.  I am still happy that I purchased it.,The song is awesome but it was n't cleanly transferred to an mp3 . I am still happy that I purchased it .
A212PJW9VIKR3A,B000Z0HZP8,-1,1,4,its a song,
A22BUH6DJQ3JBT,B000Z0HZP8,-1,1,5,"Besides that beautiful low voice the songs words mean so much. No Truer words can be spoken. Life goes by too quickly and every little thing you think ""drives you crazy"" or you can't wait for the next step.... only leaves a memory that makes you say how bad you miss how it used to be.","Besides that beautiful low voice the songs words mean so much . No Truer words can be spoken . Life goes by too quickly and every little thing you think "" drives you crazy "" or you ca n't wait for the next step .... only leaves a memory that makes you say how bad you miss how it used to be ."
AJKWF4W7QD4NS,B000Z7S78U,-1,1,4,"Type O Negative's most recent album, ""Dead Again"" gets re-released and repackaged with a bonus DVD.  For those who have already picked up ""Dead Again"", this new edition is only worth picking up for die hard fans of the band.  The bonus DVD includes the live Wacken performances of fan favorites ""Kill You Tonight"", ""Love You to Death"", ""Anesthesia"", and ""Christian Woman"", along with the videos for ""The Profits of Doom"" and ""September Sun"".  An interview with the band is included as well, but it's nothing special, even though it concludes with Josh Silver touring Coney Island, which is actually pretty funny.  As for the album itself, you can check my old review for a more detailed take on it, but other than the DVD and new red colored cover, this is the same ""Dead Again"" that you picked up last year.  That's not a bad thing for more casual or new fans to the band who haven't picked up ""Dead Again"" yet, of which by all means this is the edition to pick up.  Other than that though, unless you are a die hard fan who needs to own everything Type O Negative, or you don't own ""Dead Again"" at all, this re-release isn't all that worth picking up.","Type O Negative 's most recent album , "" Dead Again "" gets re - released and repackaged with a bonus DVD . For those who have already picked up "" Dead Again "" , this new edition is only worth picking up for die hard fans of the band . The bonus DVD includes the live Wacken performances of fan favorites "" Kill You Tonight "" , "" Love You to Death "" , "" Anesthesia "" , and "" Christian Woman "" , along with the videos for "" The Profits of Doom "" and "" September Sun "" . As for the album itself , you can check my old review for a more detailed take on it , but other than the DVD and new red colored cover , this is the same "" Dead Again "" that you picked up last year . That 's not a bad thing for more casual or new fans to the band who have n't picked up "" Dead Again "" yet , of which by all means this is the edition to pick up . Other than that though , unless you are a die hard fan who needs to own everything Type O Negative , or you do n't own "" Dead Again "" at all , this re - release is n't all that worth picking up ."
A5TJL46NVFH47,B000Z7S78U,-1,1,4,"Musically, ""Dead Again"" features some of the most ambitious, memorable songs in Type O's career.  The formula hasn't exactly changed, but these songs for the most part match up to past classics.  However, lyrically, this is easily Peter Steele's worst work ever, and oftentimes the inane lyrics detract from the emotional power the arrangements inherently have.

There are several reasons this might be the case.  For instance, it's quite possible that all Peter knew how to write about were the typical Type O topics: death, romance, wolves, fire, etc... The lyrics on this release instead attempt to make real inspirational/thoughtful and moral statements.  That in itself is not the problem, nor is the fact that apparently now Catholic Steele preaches his newfound faith through several of these songs.  The problem is that the lyrics are usually either simple and literal (""I'm a drug addict, always will be"", ""there's no excuse for drug abuse"", ""A child is torn from the womb unbaptized, there's no question it's infanticide"") or pun-filled attempts at humor (""Turn your cheek, gets ripped off, that's why we're given four"").  The song ""Ode to Locksmiths"" actually has the line ""Now I know why girls hate boys,'cuz Eve was in fact raped"".  It seems painfully obvious that Steele's faith is hardly sincere (more out of fear of death than anything) and that he's only preaching because he feels he should, not because he really believes in what he says, judging by the tired and sometimes ridiculous points he tries to make.  Steele himself even said in an interview that he had a hard time finding lyrical inspiration for this album.  A few of the tracks have decent lyrics, such as ""September Sun"" but most, being long songs, have their fair share of good and bad parts.  Only 2 become unlistenable, ""She Burned Me Down"" and ""Halloween in Heaven"".

Other than that, this is a much more energetic and punky Type O than we've had in a while.  Nearly all of the songs have some sort of throw back to their early days, and ""Some Stupid Tomorrow"" is fast throughout.  Many of the songs are quite positive, also... this may be the least depressing album in their career.  Even the World Coming Down-esque ""These Three Things"" has a triumphant finale.  There's no question to me that the drama in their songwriting has improved... all of the epics on this album truly build energy and go somewhere.  Kenny's guitar work seems more Sabbath-inspired than ever before, and although the guitar tone has lost the signature, thick, flanged tone, the combination of Steele's vocal melodies and Silver's organ textures still creates the signature Type O sound.  The songs are full of tempo changes just like the Type O epics of old (""Black No. 1"") but there seems to be a logic and flow present in these songs that just wasn't there in those days.  The album is incredibly consistent, and has no filler and is easy to listen to all the way through despite its length.

In conclusion, ""Profits of Doom"", ""These Three Things"", ""Ode to Locksmiths"" and the haunting closer ""All Hail and Farewell to Britain"" with its excellent ambient outro all contain some of my favorite Type O moments.  I'd recommend ""Dead Again"" to any Type O fan who doesn't put too much importance in the lyrics.","Musically , "" Dead Again "" features some of the most ambitious , memorable songs in Type O 's career . The formula has n't exactly changed , but these songs for the most part match up to past classics . However , lyrically , this is easily Peter Steele 's worst work ever , and oftentimes the inane lyrics detract from the emotional power the arrangements inherently have . There are several reasons this might be the case . For instance , it 's quite possible that all Peter knew how to write about were the typical Type O topics : death , romance , wolves , fire , etc ... The lyrics on this release instead attempt to make real inspirational / thoughtful and moral statements . That in itself is not the problem , nor is the fact that apparently now Catholic Steele preaches his newfound faith through several of these songs . The problem is that the lyrics are usually either simple and literal ( "" I 'm a drug addict , always will be "" , "" there 's no excuse for drug abuse "" , "" A child is torn from the womb unbaptized , there 's no question it 's infanticide "" ) or pun - filled attempts at humor ( "" Turn your cheek , gets ripped off , that 's why we 're given four "" ) . The song "" Ode to Locksmiths "" actually has the line "" Now I know why girls hate boys,'cuz Eve was in fact raped "" . It seems painfully obvious that Steele 's faith is hardly sincere ( more out of fear of death than anything ) and that he 's only preaching because he feels he should , not because he really believes in what he says , judging by the tired and sometimes ridiculous points he tries to make . Steele himself even said in an interview that he had a hard time finding lyrical inspiration for this album . A few of the tracks have decent lyrics , such as "" September Sun "" but most , being long songs , have their fair share of good and bad parts . Only 2 become unlistenable , "" She Burned Me Down "" and "" Halloween in Heaven "" . Other than that , this is a much more energetic and punky Type O than we 've had in a while . Nearly all of the songs have some sort of throw back to their early days , and "" Some Stupid Tomorrow "" is fast throughout . Many of the songs are quite positive , also ... this may be the least depressing album in their career . Even the World Coming Down - esque "" These Three Things "" has a triumphant finale . There 's no question to me that the drama in their songwriting has improved ... all of the epics on this album truly build energy and go somewhere . The songs are full of tempo changes just like the Type O epics of old ( "" Black No . 1 "" ) but there seems to be a logic and flow present in these songs that just was n't there in those days . The album is incredibly consistent , and has no filler and is easy to listen to all the way through despite its length . In conclusion , "" Profits of Doom "" , "" These Three Things "" , "" Ode to Locksmiths "" and the haunting closer "" All Hail and Farewell to Britain "" with its excellent ambient outro all contain some of my favorite Type O moments . I 'd recommend "" Dead Again "" to any Type O fan who does n't put too much importance in the lyrics ."
