reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReviewText
A6OL4ZKQFA2HW,B00136NQ6U,-1,1,5,"this song is very moving, very True & I believe it to be very straight forward...
It speaks about the poor, the homeless & those that do not have a lot of zeros in their bank account...
I rate this not in stars but in boxes of Kleenex...I give it  1/2 box.","this song is very moving , very True & I believe it to be very straight forward ... It speaks about the poor , the homeless & those that do not have a lot of zeros in their bank account ... I rate this not in stars but in boxes of Kleenex ..."
A2SIICHSD277AA,B00136NIPO,-1,1,4,I always liked Leonard Cohen but he has done better songs.,I always liked Leonard Cohen but he has done better songs .
A3A2SV35QATQ03,B00136NIPO,1,-1,3,Beautiful,Beautiful
A254KBQG5XNX14,B00136NOVM,-1,1,4,"Song was great and finally finagled and got it on my phone but when I tried to download it when I first bought it, it showed it had been downloaded and I couldn't find it on my phone. I've had that happen before and don't know if it's from Amazon's end or whether my phone has some problem. I would suggest that once you purchase the song, the download not be grayed out so that it's no longer an option after the first attempt.","Song was great and finally finagled and got it on my phone but when I tried to download it when I first bought it , it showed it had been downloaded and I could n't find it on my phone . I 've had that happen before and do n't know if it 's from Amazon 's end or whether my phone has some problem . I would suggest that once you purchase the song , the download not be grayed out so that it 's no longer an option after the first attempt ."
A273A3ZSL2P756,B00136NQY2,-1,1,5,The language on the rest of his recordings has something in it to offend most anyone.,The language on the rest of his recordings has something in it to offend most anyone .
A1YLK2V565E6BH,B00136NIPO,1,-1,3,"This version of ""Hallelujah"" was flat. The tempo was slow and monotonous. A much better version is the one Cohen performed in London. That version has some fancy organ riffs and soulful voice accompaniment. Yet the mournful vocals from Cohen are classic in the version I downloaded.","This version of "" Hallelujah "" was flat . The tempo was slow and monotonous . A much better version is the one Cohen performed in London . That version has some fancy organ riffs and soulful voice accompaniment . Yet the mournful vocals from Cohen are classic in the version I downloaded ."
A325AP7E3VKNT,B00136NOVM,-1,1,5,:),
A2C65X1V4VL1OH,B00136NOVM,1,-1,1,"It's a great song sung by one of my favorite country gentleman singers.
Reminds me of all my good memories.",It 's a great song sung by one of my favorite country gentleman singers . Reminds me of all my good memories .
AT2VHV3F5PEE8,B00136NV9W,-1,1,5,brings back memories,
AE51IBCJ1LQQD,B00136NWDC,1,-1,3,This is a good old school song. You can get real sensible lyrics without cursing every other word. I never listened to the rest of the album though.,This is a good old school song . You can get real sensible lyrics without cursing every other word . I never listened to the rest of the album though .
AMP7TQRWAIE84,B00136NNH2,-1,1,5,"This is my favorite X-Mas song by Whit and definitely my favorite version of the song ever. The vocals are joyous, the tune, bright and the choir hits all the right notes. When I heard this for the first time a few years ago I was absolutely stunned with the track...it's simply a joyous romp that everyone should enjoy whether it's Christmas or not. R.I.P. Honey. You and your light are definitely missed!

P.S. This version of the song wasn't recorded around 2000...it's actually from the soundtrack to the movie ""A Preacher's Wife"" which was released in the mid-90s if I recall correctly. Had it been recorded when the Christmas record was actually released it would have sounded very different I'm sure.

5 stars.","This is my favorite X - Mas song by Whit and definitely my favorite version of the song ever . The vocals are joyous , the tune , bright and the choir hits all the right notes . When I heard this for the first time a few years ago I was absolutely stunned with the track ... it 's simply a joyous romp that everyone should enjoy whether it 's Christmas or not . You and your light are definitely missed ! This version of the song was n't recorded around 2000 ... it 's actually from the soundtrack to the movie "" A Preacher 's Wife "" which was released in the mid-90s if I recall correctly . Had it been recorded when the Christmas record was actually released it would have sounded very different I 'm sure ."
A291NNST1ASDCJ,B00136NTDK,-1,1,5,It is impossible for me to listen to this song and not smile myself.  It is so full of happiness.,It is impossible for me to listen to this song and not smile myself . It is so full of happiness .
AA68017O3MPSZ,B00136NXGS,-1,1,4,"This is the full lyrics version 0f ""Awesome God"". I appreciated the Michael W. Smith version more, since it was taken live from an
actual service.","This is the full lyrics version 0f "" Awesome God "" . I appreciated the Michael W. Smith version more , since it was taken live from an 
 actual service ."
AD2KFIHFLCUEA,B00136NXGS,1,-1,3,I have heard this song and enjoyed it many times on radio and TV. I started a collection of music for my to listen to while walking or meditation.  This is a great song for meditation.,I have heard this song and enjoyed it many times on radio and TV . This is a great song for meditation .
A3AX3QJDROE7UI,B00136NSGI,-1,1,5,A++,
A2II32CU9HOTF6,B00136NYNK,-1,1,5,"GOD BLESSED HER WITH A SENSATIONAL VOICE, BUT WITH A TOTALLY UNACCEPTABLE LIBERAL OUTLOOK.  THIS IS A BEAUTIFUL SONG, SUNG BY A BEAUTIFUL VOICE, BUT BY A DISGUSTING LIBERAL!!!","GOD BLESSED HER WITH A SENSATIONAL VOICE , BUT WITH A TOTALLY UNACCEPTABLE LIBERAL OUTLOOK . THIS IS A BEAUTIFUL SONG , SUNG BY A BEAUTIFUL VOICE , BUT BY A DISGUSTING LIBERAL ! ! !"
A1CAQCO3TAMPAI,B00136NUG6,1,-1,3,ok,ok
A1PAS5FVWNB07R,B00136NTLM,-1,1,5,Nothing like his earlier works to evoke memories and encourage one to listen or just rock and roll. This is one of his greats!,Nothing like his earlier works to evoke memories and encourage one to listen or just rock and roll .
AV648VU7JR5D5,B00136NVE2,-1,1,5,"This song was released during the 1967 summer of love (just like me, haha), but it sounds like a bummer, man. You take those pills and you had better be ready to face the music. I love the bass that opens it and Jorma's snakey guitar lines, and quasi bolero rhythm. Grace Slick wrote this song (in an hour, supposedly) and sings it like I would imagine someone who lived in Wonderland would sing it, with a tone of warning, while sitting peacefully on a mushroom in a jungle of fantastic objects and visions.","This song was released during the 1967 summer of love ( just like me , haha ) , but it sounds like a bummer , man . You take those pills and you had better be ready to face the music . I love the bass that opens it and Jorma 's snakey guitar lines , and quasi bolero rhythm . Grace Slick wrote this song ( in an hour , supposedly ) and sings it like I would imagine someone who lived in Wonderland would sing it , with a tone of warning , while sitting peacefully on a mushroom in a jungle of fantastic objects and visions ."
ARHWO52GZUYMO,B00136PNTS,-1,1,5,"The Dating public ""wants"" this kind of ""TRUTH"" in a time of all the Washington Lies!!!!!!  It's A HIT -  Guaranteed!","The Dating public "" wants "" this kind of "" TRUTH "" in a time of all the Washington Lies ! ! ! ! ! !"
AUEIKDDRA2VAV,B00136NUG6,-1,1,5,"TONS OF HITS FROM ""E"" ""W"" & ""F""",
A449FP7EPXEDI,B00136NVE2,-1,1,5,Name says it.,
A12W8NRSYR593I,B00136NUG6,-1,1,5,Try having some friends over and watch what happens when EW&F starts playing...it is almost like being semi-catatonic in that the foot start tapping/hand starts tapping/ hips start swaying...get your funk on and enjoy the greatest hits of EW&F!,Try having some friends over and watch what happens when EW&F starts playing ... it is almost like being semi - catatonic in that the foot start tapping / hand starts tapping/ hips start swaying ... get your funk on and enjoy the greatest hits of EW&F !
A2EPC3DZIVU8NJ,B00136PP5A,-1,1,4,"There is a lot of static on this mp3, but I love John Denver and I love the song, but if I buy John Denver again; it will be through an CD not an MP3.","There is a lot of static on this mp3 , but I love John Denver and I love the song , but if I buy John Denver again ; it will be through an CD not an MP3 ."
A2F071DFW5KSGP,B00136PP5A,-1,1,5,"If you don't like it, you're dumb.","If you do n't like it , you 're dumb ."
A2P609QV56ATS6,B00136NUG6,-1,1,5,Do you remember,
AN4L59J9KEN0Z,B00136PMXU,-1,1,5,Great song from a great band! There ain't nothing bout this song that don't do something for me! Its sad this band broke up.,Great song from a great band ! There ai n't nothing bout this song that do n't do something for me ! Its sad this band broke up .
A1MI46XAY6E12J,B00136PQYU,1,-1,3,Good song,Good song
A3U71GAJPB4EKL,B00136NUG6,-1,1,5,Brings back memories.,
A39MJGQRVHCH5Q,B00136PUIW,1,-1,3,Electric Light Orchestra has that distinct sound of strings and guitars.  The lead vocal is unique to this band.  Mr. Blue Sky is one of their catchy tunes.  The chorus is an ear worm for the balance of the day.,Electric Light Orchestra has that distinct sound of strings and guitars . The lead vocal is unique to this band . Mr. Blue Sky is one of their catchy tunes .
A1W16J9R4DOBEC,B00136PUQO,-1,1,4,weird song the violins then you hear a woman screaming that was latoya of course then michael singing about living sin and some girl that planned the deaths of many men really the heartbreak hotel was actually the church of satan and mj might have had some flashbACKS ABOUT some wicked stuff he experienced there.,weird song the violins then you hear a woman screaming that was latoya of course then michael singing about living sin and some girl that planned the deaths of many men really the heartbreak hotel was actually the church of satan and mj might have had some flashbACKS ABOUT some wicked stuff he experienced there .
AVG4PZRPI0JGZ,B00136PTN8,-1,1,5,"You know that ""Repeat 1"" function on your mp3 player? Did you ever wonder why the heck you would need a feature like that? To listen to one song, over and over and over? Well, this song is the reason for that function. Enjoy.","You know that "" Repeat 1 "" function on your mp3 player ? Did you ever wonder why the heck you would need a feature like that ? To listen to one song , over and over and over ? Well , this song is the reason for that function . Enjoy ."
A2Q09O8GKM0TS5,B00136PTN8,1,-1,3,"The song is alright, need to be in a certain mood to listen to it. It's great to listen to while getting ready for a night out.","The song is alright , need to be in a certain mood to listen to it . It 's great to listen to while getting ready for a night out ."
A1CAV3CONAF68Q,B00136NUG6,-1,1,4,Nothing to add.,
A2WQWQFG7G95Q8,B00136NUG6,-1,1,5,...Piece d'Resistance,
A1V6QC344PEG3C,B00136PYEC,-1,1,5,King of pop,
A3J23ABHMRGN4S,B00136NTK8,-1,1,4,very few artist offer meaningful enrapturing lyrics with interesting and creative music. Billy Joel is one of he very very few.,very few artist offer meaningful enrapturing lyrics with interesting and creative music . Billy Joel is one of he very very few .
AHVL563X0USAX,B00136PLHW,1,-1,3,A good 80's song. As a teen in the 80's I love all things from that era love it alot,A good 80 's song . As a teen in the 80 's I love all things from that era love it alot
A3LVQVYXBL6T7U,B00136PLHW,-1,1,5,"I bought this to put on an album for my wife who likes positive uplifting music. Any one I buy for her must pass through a tiny filter with strict parameters. You can listen to the samples on Amazon before purchasing. Zillions of songs for everyones taste in music.
This song deserves 6 stars.",I bought this to put on an album for my wife who likes positive uplifting music . Any one I buy for her must pass through a tiny filter with strict parameters . You can listen to the samples on Amazon before purchasing .
AKV10INYAA0L4,B00136PZ46,-1,1,4,"This music is from a different time on this planet. You can tell by the lyrics that this is so far removed. The recording quality was fantastic for the time but really bad by today's standards.  If you can get passed that, this song is a classic and I listen to it often","This music is from a different time on this planet . You can tell by the lyrics that this is so far removed . The recording quality was fantastic for the time but really bad by today 's standards . If you can get passed that , this song is a classic and I listen to it often"
A2DAPMMYMQ2NPL,B00136PS7A,-1,1,5,"Hugh Masekela did an instrumental version of this song that was good, but I like the vocal version better.  It makes a person feel good and is fun to listen to.","Hugh Masekela did an instrumental version of this song that was good , but I like the vocal version better . It makes a person feel good and is fun to listen to ."
A2VFN33XFSDW9C,B00136NUG6,1,-1,3,"I had this on vinyl years ago - of course it got trashed from scratches, etc., in college.  Nice to have this again.","I had this on vinyl years ago - of course it got trashed from scratches , etc . , in college . Nice to have this again ."
AOZ2VQNC5YOBD,B00136PM3K,-1,1,5,"Pain
Three Days Grace","Pain
Three Days Grace"
ACCQS2S225D6V,B00136PS7A,-1,1,5,what's to say? It's a song and I knew it before I bought it.,
A3TIMMYVZM11Q4,B00136Q068,1,-1,3,bought this for a friends daughter's funeral!  Not a big fan of Billy Joel but bought this for my friend.,bought this for a friends daughter 's funeral ! Not a big fan of Billy Joel but bought this for my friend .
A1OB1N267LNUIZ,B00136PU9G,-1,1,4,k,
AAPOQVDM5ZTHB,B00136PZ6Y,-1,1,5,Memories,
AH9H5JS7HDFGA,B00136Q00O,-1,1,5,I used to love this song way back in the 1980's.  It's aged remarkably well for something that was written during the 'jacked up bubble gum pop era'.,I used to love this song way back in the 1980 's . It 's aged remarkably well for something that was written during the ' jacked up bubble gum pop era ' .
A1ZZEUGRKGZWHV,B00136NVXI,-1,1,5,I enjoyed this song for it's riffs and poetry. He sounds depraved and wants people to know about his displeasure.,I enjoyed this song for it 's riffs and poetry . He sounds depraved and wants people to know about his displeasure .
A26NLSTT75FMJM,B00136NUG6,-1,1,5,"I'm gonna complain a bit here - the live Devotion (off Gratitude, killer studio version made furtherly killer live) and Keep Your Head to the Sky are still missing. Why? Is this one of those stupid cross-label things? Because those are really annoying. And this contains Boogie Wonderland, most likely their worst hit, either that or Let's Groove. Both are disco. Not a coincidence. And they drop All About Love, as well as I'll Write a Song for You. Give me a break! Four of their greatest songs, dropped off a cliff. Splat. Why? Saturday Night's an OK song, but I don't see it as the Best of Earth Wind and Fire. But if you swap those three off, put the four I mentioned on, and keep the rest, you've got the real best of Earth, Wind and Fire. Unlike the 1978 Greatest Hits release, this DOES contain Mighty Mighty, Kalimba Story AND Serpentine Fire, three essentials. Plus it adds After the Love is Gone, a worthy addition to any self-respecting EWF hits collection (or at least any one released after 1978), and their greatest song ever maybe. I'd bet on it. Plus nine of the ten tracks on the '78 release, not coincidentially the nine classics (Got to Get You Into My Life, Fantasy, Can't Hide Love, Getaway, That's the Way of the World, Shining Star, September, Reasons, Sing a Song) - note how they dropped Love Music, which is cool by me because it's just an average song and average songs don't belong on best-ofs, even if they were huge hits (*cough cough Saturday Nite*).

Yes, this is a great intro, but don't stop here. Why? All in All, Spirit, Gratitude, That's the Way of the World and Open Our Eyes are all good picks, that's why. But this is the compilation the band deserved.","I 'm gon na complain a bit here - the live Devotion ( off Gratitude , killer studio version made furtherly killer live ) and Keep Your Head to the Sky are still missing . Is this one of those stupid cross - label things ? Because those are really annoying . And this contains Boogie Wonderland , most likely their worst hit , either that or Let 's Groove . Not a coincidence . And they drop All About Love , as well as I 'll Write a Song for You . Give me a break ! Four of their greatest songs , dropped off a cliff . Saturday Night 's an OK song , but I do n't see it as the Best of Earth Wind and Fire . But if you swap those three off , put the four I mentioned on , and keep the rest , you 've got the real best of Earth , Wind and Fire . Unlike the 1978 Greatest Hits release , this DOES contain Mighty Mighty , Kalimba Story AND Serpentine Fire , three essentials . Plus it adds After the Love is Gone , a worthy addition to any self - respecting EWF hits collection ( or at least any one released after 1978 ) , and their greatest song ever maybe . Plus nine of the ten tracks on the ' 78 release , not coincidentially the nine classics ( Got to Get You Into My Life , Fantasy , Ca n't Hide Love , Getaway , That 's the Way of the World , Shining Star , September , Reasons , Sing a Song ) - note how they dropped Love Music , which is cool by me because it 's just an average song and average songs do n't belong on best - ofs , even if they were huge hits ( * cough cough Saturday Nite * ) . Yes , this is a great intro , but do n't stop here . All in All , Spirit , Gratitude , That 's the Way of the World and Open Our Eyes are all good picks , that 's why ."
A3BNEHJN2XN3TY,B00136Q5ZY,-1,1,5,I love this song which is about a romantic relationship between a British soldier and a Tropical Island woman.  The song involves the soldier leaving the island on his military ship perhaps an 18th century tall ship.  The music itself conjures up your imagination.  The beat of the music even sounds like a ship on rough high seas.,I love this song which is about a romantic relationship between a British soldier and a Tropical Island woman . The song involves the soldier leaving the island on his military ship perhaps an 18th century tall ship . The beat of the music even sounds like a ship on rough high seas .
A2DAPMMYMQ2NPL,B00136Q22A,-1,1,4,"How does one rate a song for the benefit of others that was probably the best Simon & Garfunkel tune of its day?  Basically, I remember it and it is part of my musical psyche, consequently, there is no way to actually rate the song -- you either like it or you don't.","How does one rate a song for the benefit of others that was probably the best Simon & Garfunkel tune of its day ? Basically , I remember it and it is part of my musical psyche , consequently , there is no way to actually rate the song -- you either like it or you do n't ."
A24YYQXR82CKHJ,B00136PXX4,-1,1,5,,
A3O7GCUU4VEZY3,B00136PTYW,-1,1,4,As described,
A13AW7HQFCISU2,B00136PN3E,1,-1,3,"If you, like I, have someone who is an avid traveller, this song makes a wonderful ring tone for them. Im not much of a Willie fan, but this song fits my friend pretty well, so when it clips on, I smile, knowing it's them.","If you , like I , have someone who is an avid traveller , this song makes a wonderful ring tone for them . I m not much of a Willie fan , but this song fits my friend pretty well , so when it clips on , I smile , knowing it 's them ."
AHCM2GKBTLDY6,B00136PN3E,-1,1,5,Not a better song!!,Not a better song ! !
AMTRGINW8W2Z7,B00136Q3GK,-1,1,5,I was asked to come up with a Halloween soundtrack.  This is one of the tracks that made the cut.,This is one of the tracks that made the cut .
A29YXBFTD7QUP3,B00136RI50,1,-1,3,Hey if you like throw back music you will enjoy this song I love it it's great to listen to any time.,Hey if you like throw back music you will enjoy this song I love it it 's great to listen to any time .
AMP7TQRWAIE84,B00136ROI6,-1,1,4,"This song is inspirational and fun to sing some of the parts (I still don't know the whole thing yet). The lyrics aren't deep at all but for an Avril Lavigne song, it's sort of out of place because she usually isn't here to inspire.

Whatever made her write this song (or at the very least, sing it), I'm cool with!!

4 stars.

end note: Why are the other reviewers saying Avril is punk? There isn't one song that I've heard that could possibly give her  that description.","This song is inspirational and fun to sing some of the parts ( I still do n't know the whole thing yet ) . The lyrics are n't deep at all but for an Avril Lavigne song , it 's sort of out of place because she usually is n't here to inspire . Whatever made her write this song ( or at the very least , sing it ) , I 'm cool with ! ! end note : Why are the other reviewers saying Avril is punk ? There is n't one song that I 've heard that could possibly give her   that description ."
A1NOVA7B6P2C6W,B00136RO8Q,-1,1,5,Grew up with Gladys Knight & The Pips,
AZAW12EWF3O6G,B00136RO8Q,-1,1,4,Vintage.,
A3MXOADFVNME9Q,B00136RNR8,-1,1,5,Another one for the Music Collection,
A3M3ANQJSHQQS3,B00136ROFE,-1,1,5,"Absolutely love this song even before the dream.  So quick story...The year 2005, went to bed regular time, no issues.  Fell into a deep sleep, no real images that I can remember, but woke up in a cold sweat with the hook of this song on repeat during the dream, ""Let me show you, let me show you, let me show you the way to go...Please follow me now...""  Thought I was getting sick, but wiped my forehead as my wife asked, ""what's wrong,"" I say, ""nothing,"" and go back to sleep.  Woke up a second time, same sweat...SAME SONG & HOOK.  It's hard to go back to sleep hearing or seeing the same dream, and yet after this second time I heard it, followed same routine of wiping sweat off and going back to bed...A THIRD TIME...SAME SONG & HOOK!  By this time I was confused and dumbfounded.  I now see that it was my wake up call to do what I am doing now, which is starting a clean energy business to help people nationwide and worldwide.  The business is official now 2012, and after years of work on my designs, we have a couple investors wanting to fund us...1 of which loves this song too..GO FIGURE!  WEIRD...BUT TRUE!  LOL","Absolutely love this song even before the dream . So quick story ... The year 2005 , went to bed regular time , no issues . Fell into a deep sleep , no real images that I can remember , but woke up in a cold sweat with the hook of this song on repeat during the dream , "" Let me show you , let me show you , let me show you the way to go ... Please follow me now ... "" Thought I was getting sick , but wiped my forehead as my wife asked , "" what 's wrong , "" I say , "" nothing , "" and go back to sleep . Woke up a second time , same sweat ... SAME SONG & HOOK . It 's hard to go back to sleep hearing or seeing the same dream , and yet after this second time I heard it , followed same routine of wiping sweat off and going back to bed ... A THIRD TIME ... SAME SONG & HOOK ! By this time I was confused and dumbfounded . I now see that it was my wake up call to do what I am doing now , which is starting a clean energy business to help people nationwide and worldwide . The business is official now 2012 , and after years of work on my designs , we have a couple investors wanting to fund us ... 1 of which loves this song too .. GO FIGURE ! WEIRD ... BUT TRUE ! LOL"
A200VIZ908IAC2,B00136RFJY,-1,1,4,"OK, this is a guilty pleasure song that goes on the embarrassing list.","OK , this is a guilty pleasure song that goes on the embarrassing list ."
A1AE80ERZTIRE2,B00136RFJY,-1,1,5,"I really like the music here... Not a fan of her
She was really huge on MTV in the 90's....
But I never really got into her.... I was busy... LOL
But this Is a good listen and dance song","I really like the music here ... Not a fan of her 
 She was really huge on MTV in the 90 's .... But I never really got into her .... I was busy ... LOL But this Is a good listen and dance song"
A31H1N6RREU2T5,B00136RS5A,1,-1,3,"This item was bought for my in-laws on the occasion of their 60th wedding anniversary.  Although it's not my cup oftea, they liked it -- a lot.","This item was bought for my in - laws on the occasion of their 60th wedding anniversary . Although it 's not my cup oftea , they liked it -- a lot ."
A2XAJX9EOMX969,B00136RKKI,-1,1,5,"Perfect descripton of the aftermath of a doomed relationship. The akwardness of adjusting, the ignorance of friends who knew it was over from the start and the fact you cant stop thinking about your ex. Over your head in confusion.","Perfect descripton of the aftermath of a doomed relationship . The akwardness of adjusting , the ignorance of friends who knew it was over from the start and the fact you ca nt stop thinking about your ex . Over your head in confusion ."
A3N10DE2WK2JPU,B00136RJ86,-1,1,5,I HAD THIS MUSIC ON LP AND WORE THE RECORD OUT SO I AM REPLACING IT WITH A DIGITAL COPY WHICH I CAN BACK UP AND SAVE. YOU HAVE TO LIKE THIS TYPE OF MUSIC TO REALLY LIKE IT AND ENJOY IT OTHERWISE YOU WILL HATE IT AND CONSIDER IT A WASTE OF MUSIC AND YOUR MONEY. YOU NEED TO KNOW WHAT YOU LIKE BEFORE YOU BUY. I AM REPLACING ALL OF THE 45'S AND LP'S WITH DIGITAL MUSIC.,SO I AM REPLACING IT WITH A DIGITAL COPY WHICH I CAN BACK UP AND SAVE . YOU HAVE TO LIKE THIS TYPE OF MUSIC TO REALLY LIKE IT AND ENJOY IT OTHERWISE YOU WILL HATE IT AND CONSIDER IT A WASTE OF MUSIC AND YOUR MONEY . YOU NEED TO KNOW WHAT YOU LIKE BEFORE YOU BUY .
A2SZ9F5U3S2DX0,B00136RPYE,-1,1,5,as described,
A3I7J6H0FSZQIW,B00136RPYE,-1,1,5,a,
A3TTCIWET3HYQH,B00136Q5T0,1,-1,3,"Neil Diamond good,Streisand is another story.","Neil Diamond good , Streisand is another story ."
A2DJYERRIH5C8T,B00136RSW8,1,-1,3,"I bought an autographed copy of this on ebay.  It has a different cover but other then that it is the same cd.  Most of these songs are on his Greatest Hits.  My highlights are I Am A Simple Man, Statue Of A Fool, Back Roads and my favorite song of his Keep It Between The Lines.  It also has one of his first songs that wasn't on his Greatest Hits.  Crime Of Passion.  This is a good cd.","I bought an autographed copy of this on ebay . It has a different cover but other then that it is the same cd . Most of these songs are on his Greatest Hits . My highlights are I Am A Simple Man , Statue Of A Fool , Back Roads and my favorite song of his Keep It Between The Lines . It also has one of his first songs that was n't on his Greatest Hits . Crime Of Passion . This is a good cd ."
A3FCYI00KYG3D2,B00136RPYE,-1,1,4,"If you don't know this song, there's fundamentally wrong with you as a person and a living being. Or else you just haven't heard it yet.

Neat song. A bit dated -- which says a lot for a Christmas tune...","If you do n't know this song , there 's fundamentally wrong with you as a person and a living being . Or else you just have n't heard it yet . Neat song . A bit dated -- which says a lot for a Christmas tune ..."
A3ETA5EYI07GO6,B00136RS8C,1,-1,3,Purchased for a friend,Purchased for a friend
A1G7YNZXPBWA4Y,B00136RSW8,-1,1,5,It's too bad that you don't hear of RVS much anymore. His style is so clean and pure. Not a bunch of noise and trashy lyrics.,It 's too bad that you do n't hear of RVS much anymore . His style is so clean and pure . Not a bunch of noise and trashy lyrics .
A1GKQKAQCM39UX,B00136RS8C,1,-1,3,A good singer but I don't thing I l;ike him enought to go nuts,A good singer but I do n't thing I l;ike him enought to go nuts
AH0IB44B6M9E8,B00136RTJA,1,-1,3,great country,great country
A23LL2GICJVPMD,B00136RTJA,-1,1,5,AN OLDIE BUT A GOODIE,
A2ABJ4XM4MJ5CD,B00136RO2M,-1,1,5,a,
A3SI4GQLS3OIGI,B00136RO2M,1,-1,3,It is a good song to just relax and enjoy listening to.,It is a good song to just relax and enjoy listening to .
A1T17BYSWE5QBE,B00136RTJA,1,-1,3,"I like many of Johnny Cash's songs and was please to be able to get this copy.  Since it is for listening purposes only, I find it enjoyable on a regular basic.","I like many of Johnny Cash 's songs and was please to be able to get this copy . Since it is for listening purposes only , I find it enjoyable on a regular basic ."
A33ES9OCVKVWO8,B00136RH8S,-1,1,5,Gotta sing along with Willie on this one.,
A1E4KF8DHCMNV8,B00136RO2M,-1,1,5,"Just tell you you hate this, i dare you.","Just tell you you hate this , i dare you ."
A23LL2GICJVPMD,B00136RS8C,-1,1,5,AND NOW SHE STOPPED LOVING HIM TODAY.,AND NOW SHE STOPPED LOVING HIM TODAY .
A2NXZLLH0TJJOS,B00136RH8S,-1,1,5,I love all of Willie Nelson records and I am not a country music lover.  His country music is different.,I love all of Willie Nelson records and I am not a country music lover . His country music is different .
AOVSEHSXJA0BJ,B00136RH8S,-1,1,5,memories of bygone days,memories of bygone days
A36EDWL4F3AASU,B00136RVN4,1,-1,1,this is an overproduced piece of dung. just cos u can wail & sing real good don't mean u don't have to b original. Originality still accounts for a lot & u just playin Kneegrowz like chumps when u release overproduced pablum like dis,this is an overproduced piece of dung . just cos u can wail & sing real good do n't mean u do n't have to b original . Originality still accounts for a lot & u just playin Kneegrowz like chumps when u release overproduced pablum like dis
A3VZ9250PNV23T,B00136RV9S,-1,1,5,XLT,
A2WAK3Q7HTGI2B,B00136RK0S,1,-1,3,"242 kbps (VBR) mp3. Pretty good sound quality, but I didn't hear a marked improvement over previous compilations that included this song. Great song, very sad but genuine.","Pretty good sound quality , but I did n't hear a marked improvement over previous compilations that included this song . Great song , very sad but genuine ."
