reviewerID,itemID,overall,Udeep,Ideep
771,989,4.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, 4.235164736271502e-22, 1.6940658945086007e-21, -1.0587911840678754e-22, 0.0, 1.0339757656912846e-25, 0.0]","[0.0, 5.421010862427522e-20, 1.0842021724855044e-19, 0.0, 0.0, -1.6940658945086007e-21, -1.3552527156068805e-20, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, 1.3552527156068805e-20, -4.235164736271502e-22, 4.235164736271502e-22, 0.0]"
4077,222,5.0,"[-6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.308722450212111e-24, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, 0.0, 2.117582368135751e-22, 0.0]","[1.3552527156068805e-20, 0.0, 0.0, -2.117582368135751e-22, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 3.3881317890172014e-21, -2.117582368135751e-22, 3.3881317890172014e-21, 4.235164736271502e-22, 4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0, 0.0]"
1677,976,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0, -2.117582368135751e-22, 0.0, 0.0]","[0.0, -6.776263578034403e-21, 0.0, 5.421010862427522e-20, 0.0, 0.0, 1.0842021724855044e-19, 8.470329472543003e-22, 0.0, -1.0842021724855044e-19, 0.0, 3.3881317890172014e-21, 1.3552527156068805e-20, 0.0, 0.0, -6.776263578034403e-21, 2.117582368135751e-22, 0.0, -5.293955920339377e-23, 2.6469779601696886e-23]"
2113,981,5.0,"[-4.336808689942018e-19, 0.0, -4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.336808689942018e-19, 6.617444900424222e-24, 0.0, -1.3552527156068805e-20, 0.0, 0.0, -1.3552527156068805e-20, -4.235164736271502e-22, -8.470329472543003e-22, 6.617444900424222e-24, 0.0]","[-1.3234889800848443e-23, 2.117582368135751e-22, 0.0, -2.6469779601696886e-23, 5.293955920339377e-23, 0.0, 2.117582368135751e-22, 0.0, 0.0, -2.117582368135751e-22, 4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, -8.470329472543003e-22, 6.776263578034403e-21, 6.776263578034403e-21]"
1434,1042,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, -6.776263578034403e-21, 3.3881317890172014e-21, -3.3881317890172014e-21, -8.470329472543003e-22, 1.0587911840678754e-22, 0.0, 0.0, 0.0, 0.0]","[-5.421010862427522e-20, 3.3881317890172014e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.673617379884035e-19, -1.6940658945086007e-21, 6.776263578034403e-21, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 6.776263578034403e-21, -4.235164736271502e-22]"
205,498,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.293955920339377e-23, 6.776263578034403e-21, -2.117582368135751e-22, 2.117582368135751e-22, 0.0, 0.0, 3.3881317890172014e-21, 6.776263578034403e-21, 0.0]","[2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, -4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 5.293955920339377e-23, 0.0, 2.710505431213761e-20, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 0.0]"
754,223,5.0,"[5.421010862427522e-20, -2.710505431213761e-20, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0, -2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0587911840678754e-22, -4.235164736271502e-22, 1.6543612251060553e-24, 0.0, 3.3881317890172014e-21, -6.776263578034403e-21, 5.293955920339377e-23]","[0.0, -1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 4.235164736271502e-22, -8.470329472543003e-22, 1.3234889800848443e-23, -3.3881317890172014e-21, -6.617444900424222e-24, -2.117582368135751e-22, 0.0, 0.0]"
910,241,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, -1.0842021724855044e-19, 0.0, 1.6940658945086007e-21, -5.421010862427522e-20, 0.0, 1.6940658945086007e-21, 0.0, -8.470329472543003e-22, 0.0, 0.0, 4.235164736271502e-22, 0.0, -3.3881317890172014e-21, 0.0, 0.0]","[0.0, -2.117582368135751e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, -6.776263578034403e-21, 0.0, 0.0, -6.776263578034403e-21, 2.710505431213761e-20, 6.617444900424222e-24, -3.3881317890172014e-21, -1.3552527156068805e-20, 0.0]"
3081,862,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.617444900424222e-24, 0.0, 0.0, -3.3881317890172014e-21, -2.6469779601696886e-23, 1.3552527156068805e-20, 0.0, 1.3234889800848443e-23, -4.235164736271502e-22, 0.0]","[0.0, -2.710505431213761e-20, -2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0842021724855044e-19, 0.0, 2.117582368135751e-22, -3.3881317890172014e-21, 0.0, 6.776263578034403e-21, 0.0, -2.117582368135751e-22, -1.6940658945086007e-21, 0.0, 0.0, -1.0587911840678754e-22]"
3100,1158,5.0,"[0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.293955920339377e-23, -8.470329472543003e-22, 3.3881317890172014e-21, 0.0, 0.0, -5.293955920339377e-23, 0.0, 0.0, -1.3552527156068805e-20, -3.3881317890172014e-21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, -6.617444900424222e-24, -1.0587911840678754e-22, 0.0, 0.0]"
2368,351,5.0,"[2.6469779601696886e-23, 0.0, 0.0, 0.0, -2.117582368135751e-22, 0.0, 0.0, -2.117582368135751e-22, 0.0, 0.0, 0.0, -2.117582368135751e-22, 0.0, 8.470329472543003e-22, -2.117582368135751e-22, -8.470329472543003e-22, 3.3881317890172014e-21, 5.293955920339377e-23, 1.6940658945086007e-21, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, -1.3552527156068805e-20, 0.0, 0.0, -4.235164736271502e-22, 0.0, 1.6940658945086007e-21, -8.470329472543003e-22, -3.3881317890172014e-21, 6.776263578034403e-21]"
2259,1163,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.617444900424222e-24, 0.0, -6.776263578034403e-21, -4.235164736271502e-22, 8.470329472543003e-22, 0.0, -6.776263578034403e-21, -1.6940658945086007e-21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0587911840678754e-22, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 6.776263578034403e-21, -2.117582368135751e-22, 1.3552527156068805e-20, -1.3552527156068805e-20, -3.3881317890172014e-21, 0.0]"
3430,1052,4.0,"[0.0, 0.0, 0.0, 8.470329472543003e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.117582368135751e-22, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, -2.6469779601696886e-23]","[2.168404344971009e-19, 0.0, 2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, -1.6543612251060553e-24, 0.0, 3.3881317890172014e-21, 0.0, 1.6940658945086007e-21, 8.470329472543003e-22, -8.470329472543003e-22, 1.6940658945086007e-21, 0.0, 0.0, 1.6940658945086007e-21, -6.776263578034403e-21, 0.0]"
124,937,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, -6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 2.117582368135751e-22, -2.117582368135751e-22, 4.235164736271502e-22, 8.470329472543003e-22, 0.0, -1.3552527156068805e-20, -4.235164736271502e-22]"
2840,1102,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 3.3881317890172014e-21, -1.6940658945086007e-21, 3.3881317890172014e-21, -6.776263578034403e-21, -6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.168404344971009e-19, 0.0, 0.0, -2.6469779601696886e-23, 0.0, -4.1359030627651384e-25, 6.776263578034403e-21, 2.117582368135751e-22, -6.776263578034403e-21, -1.0587911840678754e-22, 0.0, -1.3552527156068805e-20, -1.6940658945086007e-21]"
323,252,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.421010862427522e-20, 0.0, 0.0, 1.3552527156068805e-20, 6.776263578034403e-21, 0.0, 0.0, -1.6543612251060553e-24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 0.0, -5.293955920339377e-23, 3.3881317890172014e-21, 6.776263578034403e-21, -1.3552527156068805e-20, 0.0, 0.0, 0.0, -6.776263578034403e-21]"
2050,1094,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 6.776263578034403e-21, 1.3552527156068805e-20, -5.293955920339377e-23, 8.470329472543003e-22, 4.235164736271502e-22, 3.3881317890172014e-21, 0.0, 0.0, 0.0]","[0.0, -5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, 1.6940658945086007e-21, 8.271806125530277e-25, -1.3552527156068805e-20, 0.0, 3.3881317890172014e-21, 0.0, -1.6543612251060553e-24, 8.470329472543003e-22, -1.3552527156068805e-20]"
1742,1058,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6469779601696886e-23, 1.6940658945086007e-21, 0.0, 0.0, 4.235164736271502e-22, 1.6940658945086007e-21, -4.235164736271502e-22, -5.293955920339377e-23, 6.776263578034403e-21, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0587911840678754e-22, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 6.776263578034403e-21]"
2559,5,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.421010862427522e-20, -6.776263578034403e-21, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 6.776263578034403e-21, 0.0, 0.0, 6.776263578034403e-21, 0.0, 6.617444900424222e-24, 1.6940658945086007e-21]","[0.0, 0.0, 0.0, 0.0, 0.0, -8.673617379884035e-19, -2.168404344971009e-19, 0.0, 0.0, -5.421010862427522e-20, 0.0, -4.235164736271502e-22, -1.3552527156068805e-20, 0.0, 0.0, 2.6469779601696886e-23, 6.776263578034403e-21, -1.3234889800848443e-23, -1.6940658945086007e-21, 0.0]"
2835,506,5.0,"[-1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, -1.3552527156068805e-20, 0.0, -1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21]","[0.0, 0.0, 0.0, 0.0, 0.0, -2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 0.0, 1.3552527156068805e-20, 1.6940658945086007e-21, 0.0, -1.0587911840678754e-22, -5.293955920339377e-23, 0.0, -6.776263578034403e-21, -6.776263578034403e-21]"
243,444,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6543612251060553e-24, -8.470329472543003e-22, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.421010862427522e-20, 0.0, -1.3552527156068805e-20, -4.235164736271502e-22, 0.0, 5.293955920339377e-23, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0]"
2848,1025,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.117582368135751e-22, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 3.3881317890172014e-21, -1.3552527156068805e-20, 0.0, -1.3552527156068805e-20]","[-1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, 8.470329472543003e-22, 0.0, 4.235164736271502e-22, 0.0, 8.470329472543003e-22, -8.470329472543003e-22, 0.0, 6.776263578034403e-21, -5.293955920339377e-23]"
3976,1059,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 3.3881317890172014e-21, 1.3552527156068805e-20, 0.0, 0.0, 1.0587911840678754e-22, -4.235164736271502e-22, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 0.0, -1.0587911840678754e-22, 0.0, 1.3552527156068805e-20, 0.0, -2.117582368135751e-22, 0.0, 0.0]"
2885,203,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.617444900424222e-24, 0.0, 0.0, -6.776263578034403e-21, 0.0, 1.3552527156068805e-20, 5.169878828456423e-26, 0.0, -6.776263578034403e-21, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 6.776263578034403e-21, 2.710505431213761e-20, -8.470329472543003e-22, 4.235164736271502e-22, 6.776263578034403e-21, 0.0, 0.0, 1.6940658945086007e-21, -2.117582368135751e-22]"
46,977,4.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, -2.117582368135751e-22, 0.0, 1.6940658945086007e-21, 1.6940658945086007e-21, -6.776263578034403e-21, -6.776263578034403e-21, 8.470329472543003e-22]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 0.0, 0.0, -1.3552527156068805e-20, -2.710505431213761e-20, 1.3552527156068805e-20, 0.0, 0.0, 0.0]"
2045,569,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, 0.0, 0.0, 4.235164736271502e-22, 0.0, 0.0, 0.0, -1.6940658945086007e-21, -1.0587911840678754e-22, 0.0, 1.6940658945086007e-21, -2.117582368135751e-22]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, 0.0, 6.776263578034403e-21, -1.6940658945086007e-21, -2.6469779601696886e-23, -6.776263578034403e-21, 1.6543612251060553e-24]"
4094,808,5.0,"[0.0, 2.168404344971009e-19, 5.421010862427522e-20, 0.0, 4.336808689942018e-19, 3.3881317890172014e-21, 0.0, 1.0842021724855044e-19, -2.710505431213761e-20, 0.0, -1.0587911840678754e-22, 3.3881317890172014e-21, 0.0, -4.235164736271502e-22, 8.470329472543003e-22, -8.470329472543003e-22, 0.0, -1.0587911840678754e-22, 5.293955920339377e-23, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, -1.6940658945086007e-21, 0.0, 0.0, 6.776263578034403e-21, -3.3881317890172014e-21, 0.0, 0.0, 0.0, 0.0]"
314,1162,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, -8.470329472543003e-22, 0.0, 4.235164736271502e-22, 0.0, -3.3881317890172014e-21, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 0.0, -8.470329472543003e-22, -2.117582368135751e-22, -2.117582368135751e-22, 6.776263578034403e-21, 1.3234889800848443e-23, 6.776263578034403e-21, 4.235164736271502e-22, 8.470329472543003e-22, -2.117582368135751e-22, -1.3552527156068805e-20]"
94,754,5.0,"[2.710505431213761e-20, -5.421010862427522e-20, -2.710505431213761e-20, 2.710505431213761e-20, 5.421010862427522e-20, 1.0842021724855044e-19, 0.0, 1.3552527156068805e-20, -4.235164736271502e-22, 0.0, 0.0, -1.6940658945086007e-21, 2.5849394142282115e-26, 3.308722450212111e-24, 4.235164736271502e-22, 0.0, 1.6543612251060553e-24, -1.6940658945086007e-21, -6.617444900424222e-24, 6.617444900424222e-24]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, -1.0587911840678754e-22, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, 6.776263578034403e-21, 0.0]"
4360,559,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 0.0, 0.0, 2.117582368135751e-22, 0.0, 4.235164736271502e-22, -2.117582368135751e-22, 0.0, 0.0, 6.776263578034403e-21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.271806125530277e-25, 0.0, 0.0, 0.0, 0.0, -5.293955920339377e-23, 0.0, -1.3234889800848443e-23, 0.0, -1.6940658945086007e-21]"
1221,962,5.0,"[0.0, 0.0, 0.0, 4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, -5.293955920339377e-23, -8.470329472543003e-22, 8.470329472543003e-22, 0.0, -4.235164736271502e-22]","[-1.3552527156068805e-20, -8.673617379884035e-19, -5.421010862427522e-20, 0.0, 0.0, -2.168404344971009e-19, -4.336808689942018e-19, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 1.0339757656912846e-25, -8.470329472543003e-22, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 3.3881317890172014e-21, 2.117582368135751e-22]"
2330,965,5.0,"[-5.421010862427522e-20, -5.421010862427522e-20, 0.0, 0.0, 0.0, -4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, -4.235164736271502e-22, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 4.235164736271502e-22, -6.776263578034403e-21, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, 0.0, 4.235164736271502e-22, 6.776263578034403e-21, -3.3881317890172014e-21, 0.0, 0.0, -5.169878828456423e-26, 0.0]"
3090,528,5.0,"[0.0, -8.673617379884035e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.421010862427522e-20, -3.3881317890172014e-21, -3.3881317890172014e-21, 0.0, 5.293955920339377e-23, -6.776263578034403e-21, -5.293955920339377e-23, 0.0, 0.0, 5.293955920339377e-23, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 0.0, 2.6469779601696886e-23, -2.117582368135751e-22, 0.0, -3.308722450212111e-24, 4.235164736271502e-22, 0.0, 0.0]"
