reviewerID,asin,predictRating,T_v,overall,reviewText
A2AQSVHN93PBF0,9714721180,-1,1,5.0,Classic!
A26N27LJVQNVI1,9714721180,-1,1,4.0,"These single disc remasters were done on the cheap end. They didn't even bother to paint the disc. The only thing telling you this is remastered is a little snippet in the booklet, which is basically just the cover, back, and a page with lyrics. It's all fairly pedestrian. I literally sent the first disc back because I thought it was the 80s disc. I cannot believe they went so cheap on these. It is literally almost impossible to tell this is a remastered disc.

The three disc Master of Puppets release is by far the best one for the affordable versions. The remaster here has some slight tweaking, but otherwise sounds nearly the same as the old disc. Dynamic range is still very good for metal. If you want to revisit these classics, these cheap editions are the way to do it. I just wish they had given the buyer any clue how to differentiate these besides the small snippet in the cheap booklet. Bare minimum quality digipack, but it is low cost I guess. I just expected some kind of decent booklet with this remaster."
AKGME0UCV6QEM,9714721180,-1,1,5.0,Classic Metallica
A33M6VWSV2OTO,9714721180,-1,1,5.0,Missing out of my collection.
A2PAR36PNNUUI8,9714721180,-1,1,5.0,TY
A2SS4R4VFD42SX,9714721180,-1,1,5.0,thrash metal classic
A356RFKNIG043B,9714721180,-1,1,4.0,"4 stars for what it is in the history of metal, 3 stars for how it now
compares to what it was back in the day.

In short: when this came out, heads turned and then banged, hard. Seemed miraculously heavy at the time, but of course this looks like Romper Room now after bands like Carcass etc (none of whom do much for me after a ""tune"" or two). I love True heaviness, which comes (to my ears) from extreme tightness between the drummer, bassist (kickdrum and bass locked in tight over the riff, specifically) and guitars. Here we have one of the great heavy rhythm players and a fine metal drummer.

But Lars and James are only half of this band. Kirk is WAY overrated as a lead player, very prosaic and uninspired, miles from someone like Randy Rhoads. And man, after the decades of Cliff-worship, this album proves that legend is often myth. The bass playing here is merely average, truly. There are dozens of heavier and tighter bassists; Cliff may have been a party monster and added to the vibe that way but his playing is average. Geddy, Geezer, Harris, etc etc etc blow him off the map.

  That said, there are some fast and furious highlights here, but frankly everything is so on top of or ahead of the beat that it gets wearing after a few tunes. About one minute into Bell Tolls is a highlight because everybody locks in but the guitars are finally a bit back in the pocket and everything gets much heavier and fatter due to that. That's why the Black album hit so hard: producer Rock knew how to make their groove much fatter and got them focusing on melody as well as heaviness. The Black is too poppy to be real metal but is good for what it is, as is this. But neither is as good as Puppets, which has their most intense moments.

  This is a great thrash album, but that genre gets real old if you want music as well as power. But if power and release is all you want, this will do it for you. But if you really want that, go to the various (FREEEEE!!!) Metallica tape-trading sites and get the live shows from this and later periods; that's where the real heaviness lays. Funny that the best stuff is free, ain't it? Who says life is always unfair?"
A2C7BOQVFH1HLE,9714721180,1,-1,3.0,"Metallica is boldly and appropriately named as it's virtually impossible to have any meaningful discussion about the Heavy Metal genre without any mention being made about the vast impact that this band has made over the 80s and up to the mid 90s.  They lifted up the genre from mindless, juvenile topics of wild sex, drugs and fast cars to discussions about serious topics from the meaninglessness of war to environmental disasters and so forth.  What U2 did for pop/rock, Metallica did for Metal in blending intelligent topics with very, very good musicianship and hence making the genre more accessible to a much wider audience than ever before.  In doing so, they extended the life of Metal and ensured an audience at a time when people were more interested in synth-pop ala Eurythmics, Depeche Mode, Howard Jones etc.  Metal owes a great debt to this band for ensuring the endurance and evolution of the genre to what it is to this day.

This version of the 1984 album comes in a mini-lp replica sleeve (mlps) design which is very, very well executed and is one of the best that I've ever seen.  The gatefold sleeve is made from very good quality thick cardboard and assembled so well that you don't fear it coming apart easily once the glue starts to get old.  Also included is a 12 page booklet with all the lyrics in Japanese.  For the English ones you'll need a good magnifying glass to read it from the gatefold sleeve itself which very faithfully replicates the original lp design.

Unfortunately, the sound quality is the same as it was in the original release and hence has not been remastered.  Although good by 1980s standards, the quality is not as good as what we have become used to with all the releases that have been well remastered these days.  For this reason, although the content is very good, I cannot give this version 5 stars as it's hard to justify the value proposition here as you are effectively paying for the mlps design only if you already have the album.  I suppose if you don't already have this or if you are a big fan of well-designed and executed mlps sleeves then you may be tempted to cough up the mulah for this.  If the sound had been remastered and hence improved over the original cd, I would have no hesitation to give this the full 5 stars and to recommend that you part with your hard-earned dough for this.  With ""For Whom the Bell Tolls"" and ""Fade To Black"" you are getting two of Metallica's best ever tracks here and again contentwise you can't fault this album but you'll have to decide if the overall value proposition of this version of the album is worthy of the upgrade."
A1EYSN1T55SV7U,B000002TTH,1,-1,3.0,"I give Queensryche credit for trying something different with this album.  Clearly the music scene had changed immensely from their previous smash hit release ""Empire"", and yet Queensryche went is a direction of their own--not following the trends of the times.  And yet, this effort falls a bit flat in my estimation.  Maybe I am just like others who are fans of ""Empire"" and the epic ""Operation Mindcrime"" and shouldn't expect the band to remain the same.  Nonetheless, the catchiness of previous efforts is clearly lacking.  The song ""Disconnected"", which actually did make it to rock radio for a brief stint, sums up this album perfectly for me.  The first single released, ""I am I"" is one of the better tracks."
A25PM9JGHPU8EI,B000006045,1,-1,2.0,"Teardrop, with the mesmerizing vocals of Liz Fraser, is the standout track - unfortunately the rest doesn't quite measure up. Don't get me wrong - Mezzanine is a very ""listenable"" album, something that works well playing in the background at night (some tracks work especially well for seductive exploits). It's just that the rest of this album sounds like second-rate Portishead."
A1HQWPU9DCL9Q8,B000006045,-1,1,5.0,"Massive Attack were one of the first gasps of trip-hop noticed outside of Bristol, and sadly they will be one of the last, it seems.  They are urban without the bounce and easy egotism of hip-hop.  They conveyed menace, but not the sinister pangs of angst echoed by Trent Reznor and Tori Amos during the same era.  They spoke volumes without words, and like Paul Oakenfold provoked an atmosphere, although Oakenfold reached for lofty heights while Massive Attack belongs in the darkened alleys and underground clubs.  Through its incarnations, Massive Attack has been an intellectual's house party in a 1930's brownstone in Chicago's Wicker Park, rain on the windows of a high-rise over L.A., and the smoke, mud and confusion of a college rave.

Mezzanine is complex, both within the tracks and in the connective tissue between them.  It is dark on the bright side, more a 4 a.m. flicker of streetlamp than a dawn of any sort.  Its power is in a balance of rhythm, drive and deep-seated anxiety that begs for further listen."
A1K9IW99EFBZ52,B000007UVW,-1,1,5.0,"OK, it may have started out as a great ""concept album"" in the mind of Sandy Pearlman. It may have grown into a Joe Bouchard solo album, which stretched out over multiple recording dates. It may have ended up as the ""final"" BOC album in 1988 because of the fact that Joe Bouchard was joined in sessions by Eric Bloom, Allen Lanier, Buck Dharma and Albert Bouchard.

So WHAT?

It's got the bone-rattling, truly unique ""The Siege and Investiture of Baron von Frankenstein's Castle At Weisseria,"" featuring Joey Cerisano and Jon Rogers on additional lead vocals and the unforgettable shout/chant/refrain ""CARPE DIEM"" followed by doomsday crashing riff-heavy guitars, and the opening track ""I Am the One You Warned Me Of,"" which is easily as good as any of the tracks on the early BOC albums.

There's also a remake of two songs from the second album (""Tyranny & Mutation""), ""Astronomy"" and ""Subhuman"" (which is retitled ""Blue Oyster Cult"" here).

Sometimes it pays to focus on what an album IS as opposed to what it ISN'T.

This one will shake the fillings loose from your teeth. It may be a patchwork quilt but it rocks like a mother, and the fact that it's back on CD is worth celebrating."
A3IY9HIAMJQ7HL,B00000I7LP,-1,1,4.0,"I wanted an album so rugged, nobody could touch it, Eminem proclaims. If hes referring to rap albums, this LP might just be that. Ill say here and now, with no hesitation or reservation, that Eminem is easily the best rapper Ive ever heard. No popular rapper you can think of, alive or dead, even comes close. I mightve been saying the same about guest Royce Da 5-9 if he weren't upstaged by a rapper whose comedic wit, clever wordplay and sheer rhyme skills near genius.

There is very little filler in Eminems verses. Even when hes lacing them with unnecessary profanities; the Slim Shady persona is a deviant (white-trash) druggie who aims to offend; almost every two bars are a quality set and many of those sets are classic quotables. Unless hes cheating it somehow, his creativity is close to amazing. He even does his own sound effects. The beats are also impressive, so the albums only major drawbacks fall on faulty choruses and silly skits.

marcellee.com"
A218E8UBV7GBZB,B0000564WK,-1,1,5.0,"I REALLY ONLY BOUGHT THIS CD FOR TWO SONGS, AT FIRST THEN I LISTENED TO THE WHOLE CD AND IT IS REALLY NOT BAD"
A1QJ5AX049KOGM,B0000564WK,1,-1,3.0,"The Left Banke were one of those groups who seemed to shine briefly but brilliantly and then fade into relative obscurity. That said, they did manage at least one better than ordinary album (this one) and an OK follow up (Left Banke Too), the latter release sadly missing the original group's principal songwriter Michael Brown. For all that these guys did record one of the best and most beautiful songs ever put down by anyone in Walk Away Renee and that is way more than many other musicians will ever achieve.. First class packaging and well written booklet with band history etc. Worth buying if you like quality 60's music"
A35MQ03ZBF585E,B0002HA8IA,-1,1,4.0,"I would have liked a dance band with at least 15 pieces or more to accompany Debby. She has the ""chops"" & I believe that this would enhance her sound. The band was still good but it could be a fuller sound."
A9Q28YTLYREO7,B000FWGU84,1,-1,1.0,"Sexyback is superwack to me. this song reminds me of a few tracks from back in the day. makes me think of Trent Rezinor's ""closer"" Meets Laidback's ""White horse"". Timberlake is trying to channel so much,but ends up forgetting the most important person in the song&that is himself.  a really flat track."
A28FNKCGFS03VL,B000MSTZV0,1,-1,3.0,"For those who may not know this, there are actually 4 Pointer Sisters, not 3, but second-youngest Bonnie (born in 1950) broke away to pursue a solo career which began with this album for Motown. She had a couple of sizable hits from it with ""Heaven Must Have Sent You"" and ""Free Me From My Freedom"" both of which are great songs. However, as a whole, this album is not quite on par with late 70s Pointer Sisters material, as nothing else on the album quite measures up to the hits."
A39P9MWS8L0FZH,B000MSTZV0,1,-1,3.0,"Bonnie Pointer made two solo albums for Motown and both were called BONNIE POINTER. One has her picture of her head with earrings on a red background, the other has a picture of her head with flowers in her hair on a blue background. (I call them the RED or the BLUE albums). There is different music on each, the blue has a few covers of older (mostly Mowtown)music, like JIMMY MACK. The track listing for this RED album is: 1: WHEN I'M GONE, 2: FREE ME FROM MY FREEDOM, 3: HEAVEN MUST HAVE SENT YOU, 4: AH SHOOT, 5: MORE AND MORE, 6: I LOVE TO SING TO YOU, 7: I WANNA MAKE IT (IN YOUR WORLD), 8: MY EVERTHING. / The song HEAVEN MUST HAVE SENT YOU was a single, it was even released as a ""Disco Single Remix"" with a longer disco sound. I've owned both the Red and Blue albums and I personally think the Red album is the better album."
AKJFH1G2FP27I,B000MSTZV0,1,-1,2.0,"The 2nd solo album from BONNIE POINTER is another self-titled album title, which features mostly remakes of Motown oldies, featuring a purple cover with a drawing of her. Ultimately, it is not as rewarding as her excellent 1st solo album released just one year prior to this that has a red cover. I don't know why the decision was to redo more old Motown songs from the 60's , whether it was her decision, producer Jeffrey Bowen or Motown . Only 6 songs, with only 1 song being an original new song, DEEP IN MY SOUL, which is excellent! It is a ballad much in the vein of the inventive tunes on her 1st album. It's what this album should have contained more of - original music.

 As for the other 5 songs, I guess since HEAVEN MUST HAVE SENT YOU was a big hit, they combed the Motown catalog for more classics to redo. It's far too many to have done. What should have been a step forward in doing more progressive music like on her 1st album, was instead a fatal error that pretty much ended her solo career. This easily could have been an EP, and probably should have been only that, not a 2nd full album of remakes. Of these I CAN'T HELP MYSELF , JIMMY MACK, WHEN THE LOVELIGHT STARTS SHINING THROUGH HIS EYES are the best. The arrangements are at least new & different than the original versions. But really, how could she top the original versions. It's a case of overdoing it. Even the presence of SLY STONE and FREDDIE STEWART paying on 2 songs doesn't add up to much, as well as OLLIE E. BROWN, TRUMAN THOMAS and NATHAN EAST - all top session men. I once read that there were more recordings done for her 2nd album, but they were shelved in place of this. Grave error. This could have advanced Bonnie's career had it been filled with great songs like her 1st. And why name it BONNIE POINTER like the 1st? All it has done is confuse people.

 So, if you like Bonnie's singing, and she sings great on here, or Motown oldies remade, you'll like this. Otherwise, get her 1st slo album - it IS amazing. Bonnie ledt Motown after this album, and recorded one more solo album, IF THE PRICE IS RIGHT, in 1984 for the Private I label. That is better than this album, features all original songs, and even has Ruth & Anita singing background vocals on 2 songs. The Pointer Sisters , of course, were now platinum recording artists with a string of hit singles and albums . A shame she won't be let back into the group, but since she left in 1978, that was it for her with her sisters as a group.

 Released in late 1979 on MOTOWN M7-929R1 with the purple cover. Songs: I CAN'T HELP MYSELF, JIMMY MACK, WHEN THE LOVELIGHT STARTS SHINING THROUGH HIS EYES, DEEP INSIDE MY SOUL, COME SEE ABOUT ME, NOWHERE TO RUN."
A22KMCKYE5KQ2X,B000PHA2XS,1,-1,3.0,Songs that are familiar but don't get alot of regular airplay. Worth price and no issues w songs. Happy w purchase!
A1Z6WNG6RCCB0U,B000QMFUJ8,-1,1,5.0,The lyrics and melody to this song mean as much in 2013 as they did in the 70's when it was released.
AO1SOMCVOHZFP,B000QMCWMG,-1,1,5.0,I do not write revews for single mp3's  I do not I do not write revews for single mp3'swrite revews for single mp3's
A1ZERSCNHJTGRR,B000QMDXDS,-1,1,4.0,I know the artist Prince has done this song but it's nothing like hearing the original from time to time.
AO1SOMCVOHZFP,B000QMDXDS,-1,1,5.0,I do not write revews for single mp3's  I do not write revews for single mp3's I do not write revews for single mp3's
A1GBMDPU2YWCAU,B000QNVB5E,-1,1,5.0,:)
AHM0BJW4T0DNB,B000QNVB5E,-1,1,5.0,Rocking 80's must-have tune!
A3MZTOL3693G8,B000QNVB5E,-1,1,5.0,Tracked this song down finally.  I'm collecting all my favorite oldies as well as some newer songs.  The list is over 100 already!
A16C2QR4B4A9WH,B000QNZNNA,-1,1,5.0,Sure to melt resistance! This song could sweep a lady of her feet and put her in the mood! Smooth!
AVTOTG79YXST1,B000QNZNNA,-1,1,5.0,Okay
A2TXKUC8SN53H7,B000QNZNNA,-1,1,5.0,Classic
A39KOJG83K8F1U,B000QO3H3W,-1,1,4.0,This song is so strange and the innuendos would make most hair metal bands blush but this damn thing sticks in your head for the rest of the day.
A2A788AUOVBOL2,B000QO3H3W,-1,1,5.0,Great songs. Originals. No re-records.
A2II87QJ1YIDWQ,B000QO760C,-1,1,5.0,Classic
A252UVOWRR2KPW,B000QO760C,1,-1,3.0,...Cher or Nancy Sinatra.  But it was Nancy Sinatra's version of Bang Bang that was used in the movie Kill Bill.
A1KD0VWHR8GCPH,B000QOEN6W,-1,1,4.0,"I've always liked this tune but its really a short run-time  Reminds me of the movie Full Metal Jacket, this tune is played about midway thru the video."
A2TCS5WHOWV1D3,B000QOEN6W,-1,1,5.0,Music of my ear an dlove it
A25KGJL1OX3EC1,B000QOEN6W,-1,1,5.0,A+++
A1GR2QPCD08COG,B000QOEN6W,1,-1,3.0,"Not sure why but listening to it today it doesn't have that sound that I heard when I was kid. I heard it on the oldies but goodies station when I was maybe 10 or 12; and I thought it had a great beat. Listening to Sinatra's voice today as an adult, though I notice that she doesn't seem to have much of a singing voice. The beat is still good but something's not quite right.

It's a good song."
AHX3WF4PBV9D1,B000QONMQ4,-1,1,5.0,"All i have to say is ""DUUUUDE"""
A1SA8WITLQNRWD,B000QOYJWU,-1,1,5.0,"was experimenting with music downloads to my kindle, don't plan to download too many songs there, did a few old favorites"
A2P609QV56ATS6,B000QOV6YY,-1,1,5.0,They showed me
A1SA8WITLQNRWD,B000QP0QBC,-1,1,5.0,"downloaded to my kindle, sounds ok on the kindle, but prefer it on my MP3 to take with me .."
AKAAWLXUTIZ8T,B000QP6SVY,-1,1,5.0,This song in some cities was banned by the right wing Nazi's in the 60's
A1L2M79FOI4QG3,B000QP6SVY,1,-1,3.0,just music
A3K3EMRRT9JNJ3,B000QP6SVY,-1,1,5.0,I had to include this in a CD I made as a 60's woman.
A264LJ7DXWHJQH,B000QP7U8O,-1,1,5.0,xlint
A1B5XG3E2KLOAN,B000QP4IBG,-1,1,5.0,...sing along...
A2SIB3R3XTEYZF,B000QP4IBG,1,-1,3.0,"Good song! I am always looking for a good song that fits my emotional needs, and one that I can easily put on repeat. Otherwise, I wouldn't have purchased it."
A1VJF3BCAYB3BO,B000QPL8QE,-1,1,5.0,"This immediately went intro my favorites collection and will get many plays!
Not a big follower of the rest of their stuff."
ADF3QQIDTOA6X,B000QVL4NU,-1,1,5.0,It's a classic.
A1EYTDCGBR54X3,B000QVL4NU,-1,1,5.0,Classic
A20ZAMFR3XI58Z,B000QVT8SS,-1,1,5.0,AMERICA'S MUSIC
A2MS8LHVG3PCKQ,B000QVT8SS,-1,1,5.0,video
A11MI5QN5FQKZX,B000S3BNY6,1,-1,3.0,Good music...
A1OB1N267LNUIZ,B000S3BNY6,-1,1,4.0,k
AN8SGZUXGCZ0S,B000S3BNY6,-1,1,4.0,Reminds me of GTA vice city.
A17KVY5ZWRWQ3R,B000S3BNY6,-1,1,5.0,This track is one of the greats!
ALHJJP8ZU2LM2,B000S3W3Z4,1,-1,3.0,Thanks
A1GKQKAQCM39UX,B000S3W3Z4,1,-1,3.0,Good annum
A17RNZ0JRA497K,B000S3W3Z4,1,-1,3.0,ok
A2F60KMJ4DGJA1,B000S43HH6,-1,1,5.0,I needed the songs from this album to resurrect a compilation album fro the 80's.. called rock 80. An album put out by K-Tel records.
A1DAJZO8DIGDYS,B000S50VHE,-1,1,5.0,OMG....the 80's memories.
A2JVIA9P648H6Y,B000S51XMQ,1,-1,3.0,"As music goes, the download was smooth, the quality of the file was flawless to the novice ears, and when played on multiple devices, to include an mp3 disc where I had over 200 songs made no differencethe quality was spot on.  Amazon has delivered yet another fine product and I love the fact that the songs I have purchased are backed up on their cloud.  What a great service, I love it, and I enjoy the massive selection offered by Amazon!  I love the ease in which music can be selected, listened to, and backed up via Amazon's digital services."
A3839T2HJCJ5C0,B000S51XMQ,-1,1,5.0,lifts your spirits
A3C4DFXPPYK14F,B000S51XMQ,-1,1,5.0,Not to be morbid....my grown children hate to talk about my death...however I want this song by Chris played at my funeral. Don't cry for me. I will be in the arms of my Saviour.
AFHJN2EKCN6I8,B000S51XMQ,-1,1,5.0,"I love this song.  Was glad to be able to find it and get it downloaded.  It was my first attempt at downloading a song.  I admit to not being computer saavy, but this was very hard for me to do.  Because of that I will not download again.  I was however able to talk with a Jenny at Amazon who guided me through the steps and was very pleasant during my time on the phone with her.  If I could have I would have hugged her.  I would recommend this song to anyone who likes the old hymns and praise and worship.  A great mixture of both."
A2KQT4D0OZR569,B000S51XMQ,-1,1,5.0,"Chris Tomlin seems to sing this song from a place of faith rather than as a popular folk song that the singer doesn't really believe.  And, this version ties together Jesus' amazing grace and what it means to me personally - He set me free!"
A18IROB5G9N6L6,B000S52DRK,-1,1,5.0,"let's if you really read these post, this is a great song, Steve Wariner needs to record a verison for Grandpa, this was the second one I downloaded and paid for, the frist one I downloaded was bad, had to delete it, it was a bad, part of the song was missing."
A1AOMTP8YKG9OX,B000S52DRK,1,-1,3.0,we downloaded this to add to our long playlist of music on the go to keep us entertained when the moment called for it :)
A1FMPP00DHO0A3,B000S51X9E,-1,1,4.0,"I do not listen to this music a buy these as gifts for friends, never listen to the music I buy"
A3PYQ6EULBFXOL,B000S5111E,-1,1,5.0,"""The Promise""  can be a perfect theme song for the male protagonist in the movie ""Knocked Up"" , or maybe for the sequel , if the actors can agree to it , but adding the cast of the movie ""This Is The End"" ."
A3F7RA4U9CYEY6,B000S52E9W,1,-1,3.0,Very soulful music came with alot of Cocker's music. Absolutely love his sound and the way he sings his music
A1J7407TZ8GYDU,B000S5421K,1,-1,2.0,Like it
A1M302NZNOHI8H,B000S56380,-1,1,5.0,ROCKIN
A2C7H7VGAEG6RG,B000S56380,-1,1,5.0,Husbands theme song
AA1QFHIGW4OY3,B000S57HBW,-1,1,5.0,ugh. ordered the wrong song but i guess its ok
A2VYPEKBMV1E14,B000S55TTY,-1,1,5.0,"Really the movie?! If you did not see it, you might not get it........."
AYQX10ZUTBZMC,B000S55TTY,-1,1,5.0,5 star
A3H8YZ7OOW03MC,B000S75FHI,-1,1,5.0,Uplifting. ..
A3UGHNEHEVSFPT,B000SEZW42,-1,1,4.0,"This version isn't bad, but its not exactly the great version we heard on the radio.  It was a great record, and Shannon had a great voice."
A1GPBORBKVEF3K,B000SEZW42,-1,1,5.0,"""Classic"""
A3DYLNS3B1ZUUO,B000SFFCTG,-1,1,5.0,classic
A1N88B7U13S100,B000SFONMI,-1,1,5.0,It's a song.
A1GNCVQ80IQQP1,B000SHDF1G,-1,1,5.0,A+
A1N3ZBC7S9WG37,B000SNWG5Q,-1,1,5.0,This @#$#% Rocks.
A1DWAU5QF6YK5C,B000SX87C2,-1,1,5.0,"I have never liked the radio edit for
Ordinary world.  If you're going to own this song, get it from THIS album.  Did I say that I disliked the Radio Edited version?"
A3MWMO2IOQDWBJ,B000SXBJ90,-1,1,5.0,"Though some think REM were sellouts when they made a record deal I don't think they lost any of their quality, great song."
A297RPI74R4ZUT,B000SX8ASS,-1,1,5.0,Okay
A15YRXWU5RF4T8,B000SX85CE,-1,1,5.0,grate
A2Z4H7PQHDPUWF,B000SX85CE,-1,1,5.0,Classic Rock!
A3I36OD2IZPXG0,B000SX8ASS,-1,1,5.0,:)
AJ533XVQPYZVB,B000SX9JC4,-1,1,5.0,"I have liked this song for a long time, but I haven't heard of it for some time.  I was perusing the ""bargains"" in the $.69 offerings iand this one was listed.  I listened to it again via the sample tracks, and I realized that it is one that I've been missing listening to.  I bought it right away and was especially pleased at the reasonable price."
AB9EWO8ESOSJC,B000SX9JC4,1,-1,3.0,i love this song beause its fun its relaxing and its blondie shes a great singer and she knows how to sing
A1YYQAUXPQRFYI,B000SX9G90,-1,1,5.0,I don't know why but I love this song. It seems to go straight to my heart. I don;t even kn0ow the words (Lyrics) yet!!!  Tee Hee isn't that funny.....Mrs. Rebecca Anne Hecht
AYP7PJ4RUB8MW,B000SXBLO8,1,-1,3.0,Good to listen to once in awhile
ARIFBHZ4F4MKJ,B000SXHB6K,1,-1,3.0,"This song is nice and soothing song if you are needing the calmness.  The artist has several good songs out there, this one just makes em feel calm."
A1V0I4157HKPUX,B000SX858S,-1,1,5.0,Listening to oldies on the radio.  It brought back memories from the past.  I decided I needed this in my music library.
A2OS8XPI8GXTF4,B000SX858S,-1,1,5.0,besr one ever...
A2VGTBXWR2191N,B000SX6HCY,1,-1,3.0,Downloaded the MP3 at some point for someone or myself. Good Song.
A1ND57LZP5C7M4,B000SX8DW6,-1,1,5.0,Classic
