predictRating,T_v,overall,reviewText
-1,1,5.0,"I love this scent, and it's no longer being made.
I'm always on the hunt for ""something like it.""
It reminds me of the 70's fragrance, ""Golden Autumn"", also not being made any more.
Today's scents hit my nose in the wrong way, they are either too ""piquant"" with heavy tones of freesia, or too much like bubble gum.
I spent the money and bought Channel No. 5 thinking, I'd just sort ""move up"", and while it smell great at first blush, it turns into just a baby powder smell on me. I can get baby powder for a lot less.
If the fragrance gods are listening, please recreate this or something like it! I always get compliments on it."
-1,1,5.0,I would recommend this eye cream because it is extremely moisturizing and it only takes a small dab for each eye.  I could tell after only a few times of using it that the fine lines around my eyes weren't as noticeable.
-1,1,5.0,I've been using this product for a couple of years at the suggestion of my hair stylist. Took away the dullness of my gray hair. I like it.
-1,1,5.0,"I was looking for a product that will help minimize the fine lines around the my eyes and only after 2 weeks I could notice an improvement. After 3 weeks my family started commenting on my skin! It does not leave my face feeling greasy nor does it have any fragrance. I feel like it has made my skin look firmer, which makes me looker younger!"
-1,1,5.0,"Before writing this review I used up the entire bottle of the calm shampoo and conditioner. It never made my scalp break out and made my hair super soft. If you are looking for more volume try the argon shampoo and conditioner. I basically used this one when I was wearing my hair straight and using a straightening iron. I would recommend this product. I have color treated hair with a slightly wavy, medium texture."
-1,1,4.0,muy bueno
-1,1,5.0,luv it
-1,1,5.0,"One of my favorite skincare lines. That said, I usually use their other line but since I'm not getting younger, I thought I'd try their more mature line. Strangely, it's LESS moisturizing than their younger line. I'm still using it but next order will be back to their younger line of skincare.

I think the essence in this package is better but the overnight cream and moisturizer in the other package is much better.

I do not use their eye cream, though. Gave it away as it's just too heavy for my purposes and increases milia."
-1,1,5.0,
-1,1,5.0,"I purchased a bottle of this shampoo because it's my favorite, ever. But when it arrived it had been wrapped too tightly and the top of the bottle broke off during shipping. I kept it because I was almost out of my bottle but let them know it had arrived damaged. They were nice enough to replace my bottle and send a very brief apology. You can definitely buy this stuff anywhere, but there's some peace of mind that comes from knowing your supplier will take care of you."
-1,1,4.0,"Love the product, except for the fact that TWO bottles have now broken after being dropped in the shower. The tops needs to be screwed off which I would change to a more friendly flip top which would not require three hands. The product is too expensive to  be wasted down the drain or watered down because the top keeps getting broken off (two different bottles)."
-1,1,5.0,Would buy more of the body cream if moire was available.  This body cream is hard to come by.  I buy anytime I find on a site.  Lotion is easily available but the body cream is difficult to obtain.  This is my signature fragrance.
-1,1,4.0,"I would give it 5 stars but it is way over priced! My hair is looking better and seems to be healthier but I am using the Reflection Chroma Thermique also so who knows which one is working or if it is the combination..I won't pay that price again, if it were cheaper I would keep using it but I am not going to keep using it at that price..Now that my hair is in better shape I think it will be okay, I had damaged it using bleach.."
-1,1,5.0,"Can't get this in the US (not ever made here, as far as I know), and not in Canada apparently anymore either.  Pricey but it's an import...."
-1,1,5.0,I am allergic to a lot of things. I occasionally get a red rash over my body after using some other body washes. This one is an exception. Not a single complain. Perfect!
1,-1,3.0,Good light scent. Have received complements from people that I smell nice after using it. 3 stars because bottle is kind of small for a shower gel (size compariso photo attached) and it doesnt really help me wake up in the morning like other products.
-1,1,5.0,I have really dry skin and Olay ribbons is the only body wash I use. Getting more and more difficult to find in stores - hope it doesn't disappear here as well.
-1,1,5.0,Lovin' them.
-1,1,5.0,AAA+
-1,1,5.0,"For some reason, nowhere near me sells this. Amazon fixed this problem, and I'm now a happy fox."
-1,1,5.0,Loved the products however did think it was priced a little high wanted to get the lotion but the price with shipping and handling was way too much!
-1,1,5.0,"This is a ridiculous price and the seller should be ashamed!  Bath and Body Works quit selling this and the lotion that went with it and I have no idea why.  Everywhere I went perfect strangers would ask me what scent I was wearing!  I told them this in the store, as if it did any good.  SO, for all you out here who love the vanilla scent, try this, also sold on Amazon:

Monoi Tiare Tahiti Coconut Oil Vanilla -- 4 fl oz
Sold by: Express Health
$11.26

It is made in Tahiti and has a real vanilla bean in the bottom of the bottle.  Because it has coconut oil in it, it solidifies at 68 degrees, but all you have to do is put it into your hand and it melts.  It smells SO GOOD!  It also has Tiare flower scent in it that the Bath & Body Works formula had as well as Vitamin E and actual vanilla bean fragrance from a real vanilla bean.  It is only 4 ounces, but a little goes a long way and is only $11.26.  This is a body lotion and it smells awesome and is the closest thing to the B&BW formula I could find with a reasonable price tag.

Buy it Again"
-1,1,5.0,luv it
-1,1,5.0,Luv it!
-1,1,5.0,One liter almost lasted a year.... I forgot how much I spent but it's worth it
-1,1,5.0,This is my wife's go to body wash.
-1,1,5.0,$65 for one bottles of soap!! Do NOT use this sight unless you are very wealthy!
-1,1,5.0,soapy
-1,1,5.0,yum
-1,1,5.0,"Actually, at first I intended to order white musk 'lotion', not the body wash.
So I ordered the wrong item without reading the description carefully.
The funny thing is I USE THIS EVERYDAY.
I smelled both scents of the lotion and body wash, and I prefer this one."
-1,1,5.0,"It was what my 16 year old grandson wanted,because he can not fine it in the stores. Please bring it
back to walmart."
-1,1,5.0,Dove no longer manufactures this body wash so I was relieved to find it on Amazon. The price is ridiculous but since I could not find it anywhere else I bought it. This is the only body wash I can use that doesn't dry my skin and make me itchy. If you pair this with Dove's Cream Oil lotion you're good to go.
-1,1,5.0,"I continually get compliments on how wonderful I smell whenever I have used this product- especially when using it with the body lotion. I bought this product at Bath and Body during one of their annual sales a year ago and now they no longer carry it. However, other dealers have it online for $ 45 and the lotion for $45  up to 95? I don't know why Bath & Body stopped selling it."
-1,1,5.0,"This is my favorite body wash of all time. I love how my skin feels, the scent of it and that it comes in non-breakable bottles but, it is not available to purchase anymore. These last few bottles I was able to purchase were ridiculously overpriced yet, I still bought them. I don't understand why the company stopped making this product and would love to find something similar to replace this as my everyday body wash."
-1,1,5.0,I have a sensitive nose when it comes to strong scents and sensitive skin to harsh products so Philosophy seemed like my best bet. I love it. This scent is mild but sweet. Leaves skin so soft. The lotion helps to keep the mild scent all day.
-1,1,5.0,I am allergic to a lot of things. I occasionally get a red rash over my body after using some other body washes. This one is an exception. Not a single complain. Perfect!
1,-1,3.0,Good light scent. Have received complements from people that I smell nice after using it. 3 stars because bottle is kind of small for a shower gel (size compariso photo attached) and it doesnt really help me wake up in the morning like other products.
-1,1,5.0,I have really dry skin and Olay ribbons is the only body wash I use. Getting more and more difficult to find in stores - hope it doesn't disappear here as well.
-1,1,5.0,Lovin' them.
-1,1,5.0,AAA+
-1,1,5.0,"For some reason, nowhere near me sells this. Amazon fixed this problem, and I'm now a happy fox."
-1,1,5.0,Loved the products however did think it was priced a little high wanted to get the lotion but the price with shipping and handling was way too much!
-1,1,5.0,"This is a ridiculous price and the seller should be ashamed!  Bath and Body Works quit selling this and the lotion that went with it and I have no idea why.  Everywhere I went perfect strangers would ask me what scent I was wearing!  I told them this in the store, as if it did any good.  SO, for all you out here who love the vanilla scent, try this, also sold on Amazon:

Monoi Tiare Tahiti Coconut Oil Vanilla -- 4 fl oz
Sold by: Express Health
$11.26

It is made in Tahiti and has a real vanilla bean in the bottom of the bottle.  Because it has coconut oil in it, it solidifies at 68 degrees, but all you have to do is put it into your hand and it melts.  It smells SO GOOD!  It also has Tiare flower scent in it that the Bath & Body Works formula had as well as Vitamin E and actual vanilla bean fragrance from a real vanilla bean.  It is only 4 ounces, but a little goes a long way and is only $11.26.  This is a body lotion and it smells awesome and is the closest thing to the B&BW formula I could find with a reasonable price tag.

Buy it Again"
-1,1,5.0,luv it
-1,1,5.0,Luv it!
-1,1,5.0,One liter almost lasted a year.... I forgot how much I spent but it's worth it
-1,1,5.0,This is my wife's go to body wash.
-1,1,5.0,$65 for one bottles of soap!! Do NOT use this sight unless you are very wealthy!
-1,1,5.0,soapy
-1,1,5.0,yum
-1,1,5.0,"Actually, at first I intended to order white musk 'lotion', not the body wash.
So I ordered the wrong item without reading the description carefully.
The funny thing is I USE THIS EVERYDAY.
I smelled both scents of the lotion and body wash, and I prefer this one."
-1,1,5.0,"It was what my 16 year old grandson wanted,because he can not fine it in the stores. Please bring it
back to walmart."
-1,1,5.0,Dove no longer manufactures this body wash so I was relieved to find it on Amazon. The price is ridiculous but since I could not find it anywhere else I bought it. This is the only body wash I can use that doesn't dry my skin and make me itchy. If you pair this with Dove's Cream Oil lotion you're good to go.
-1,1,5.0,"I continually get compliments on how wonderful I smell whenever I have used this product- especially when using it with the body lotion. I bought this product at Bath and Body during one of their annual sales a year ago and now they no longer carry it. However, other dealers have it online for $ 45 and the lotion for $45  up to 95? I don't know why Bath & Body stopped selling it."
-1,1,5.0,"This is my favorite body wash of all time. I love how my skin feels, the scent of it and that it comes in non-breakable bottles but, it is not available to purchase anymore. These last few bottles I was able to purchase were ridiculously overpriced yet, I still bought them. I don't understand why the company stopped making this product and would love to find something similar to replace this as my everyday body wash."
-1,1,5.0,I have a sensitive nose when it comes to strong scents and sensitive skin to harsh products so Philosophy seemed like my best bet. I love it. This scent is mild but sweet. Leaves skin so soft. The lotion helps to keep the mild scent all day.
-1,1,4.0,"My 12 year old just got braces for the first time and the procedure to floss between his teeth was never going to happen. So the orthodontist recommended getting a Waterpik instead.

After looking at all the models, we choose this one. It holds a lot of water. It has storage in the lid for all the attachments, and it seemed easy to use.

I looked at the ones that were battery powered but I didn't think they would hold enough water and I couldn't see him refilling it to finish. This model has a big range of pressure that changes quickly with the turn of a dial. it does have to be plugged in and the handle is connected by a water tube. This does limit the distance from the unit to the mouth but it is more than enough if you are standing at a vanity.

There is a huge variety of tips but I don't think we will be using more than two or three. I actually wish that there were two or three of the basic tips for multiple family members instead of some of the other fancy tips.

The tips pop on and off easily and there is a 'pause' button on the handle that allow you to shut the water spray off quickly. This way, you can turn it on, position it in your mouth and then start the water spray.

It is not a clean process. It is almost impossible to use this without splashing water at some point.

The bottom line is that it does what it promises and my son has been using it. We'll see how good his teeth are when the braces come off in two years..."
-1,1,5.0,"After moving across the country we ended up with a dentist who has no sense of humor.  Our family doesn't floss much.  The dentist castigated me for this and I said, ""But I do floss!  Twice a year!"" (meaning that during both of my dental visits the hygientist flosses my teeth).  The dentist and his hygienist were not amused.

So, we got a Water Pik so that next time we go (if we haven't changed dentists by then!) we will be able to tell them we do use it.  It works fine, no problems yet, but I do strongly recommend you put WARM water in it before use.  I tried to cut corners once and use the cold water that was still in it from the morning, and it was like cold needles shooting into my gums!"
-1,1,5.0,"I've always prided myself on my good teeth. I thought that flossing and brushing was enough...that was until I went to the dentist, and he said I had the beginnings of periodontal disease. That scared the hell out of me.

I went home and started using the Sonicare I had bought but never plugged in. That was good, but not enough - I bought a Waterpik because obviously flossing wasn't cutting it.

I had never used a Waterpik before, and it was some revelation! I'm still amazed that there are some Waterpik oldtimers who say this machine isn't strong enough...uh, for what? Peeling paint off a brick wall? This thing absolutely knocked my socks off when it came to the PRESSURE.

I started out at 2 and worked my way up to 7 - it still stings like mad, but I'm getting used to it by now. I put Listerine in the tank to increase the anti-bacteria result.

My dentist went on vacation, and I had to cancel another appointment, so it happened that almost two months had elapsed since the last time I had seen him. In that time, I faithfully brushed with the Sonicare four times a day and used the Waterpik at least once (several tankfuls of water and Listerine worth.)

Regarding the leaking people talk about - the only time the tank leaks, I notice, is if I put my fingers on the seal when I'm refilling it. If I'm careful to keep my fingers away from that seal, the tank is water tight.

So when I returned for my check-up, the dentist was AMAZED. He wasn't sure what I had done, but he said my gums looked pink and healthy! He had said initially I'd have to get my teeth cleaned every three months because I must be one of those people who gets a tartar build up quicker than other people...well, I had worked religiously on scaling back the plaque. (I had also bought a dental mirror so I could check the back of my front teeth for telltale plaque residue.)

Hmmm, no comment about that plaque...was it because there WASN'T any? My dentist asked me if I had been eating because there was so little build up (I had to tear that out of him because I KNEW he didn't want to give me credit for working that hard on my dental hygiene!)

The dentist HADN'T recommended a Waterpik, but I knew I had to go to the extreme to beat back the periodontal enemy. My teeth are so clean, they squeak!"
1,-1,2.0,"While I like non-alcohol-based rinses, I was not pleased with this. On the plus side, it provides the same benefits as other rinses and does it without the burning sensation I get from those with alcohol. Plus, the lack of alcohol helps me deal with chronic dry mouth issues (alcohol rinses and mouthwashes make dry mouth much worse).

But how a rinse tastes is important since you'll be tasting it for some time after use. This was overly sweet rather than ""fresh mint"" tasting like other rinses (such as ACT). The aftertaste remained sweet to the point where it was unpleasant.

I'm was concerned about the potential for tooth staining. I've not had any issues with that so far with this rinse, but it was a concern.

If you like really sweet tasting rinses this may be worth a shot. For me, however, it was not something I'd use again."
-1,1,4.0,"From what I can tell, this is the non-alcoholic version of Crest's ""Invigorating Clean Mint"" mouthwash.  Instead of the alcohol, which is a natural (and tasty) preservative, you get parabens.  The user should be aware of this, as some people claim they cause cancer (I'm too uninformed about that topic to state an opinion, but some people might wish to look into it).

Amazingly, this actually tastes very good, whereas every non-alcoholic mouthwash I've ever had before (mostly in hotels) has been horrible.  The ironic thing is that it says they don't use alcohol so that you don't get that burn.  Despite the fact that the burn is what makes me feel like it's doing its job, there is more burn in this than the version with the alcohol!  Admittedly, that burn is slightly different.

Seems like a good mouthwash."
-1,1,4.0,Crest Pro-Health Multiprotection Rinse in Cool Wintergreen has a pleasant wintergreen flavor but lacks the invigorating tingling that I enjoy because it is alcohol-free.  It does leave a little aftertaste and it doesn't have fluoride which is helpful for people with sensitive teeth.
-1,1,4.0,"This Crest ""Pro-Health Multiprotection Rinse"" is a good mouthwash choice for those needing help with dry-mouth (like me), but it it not very good tasting. My dental health is not the best due to taking prescription medication that dries out my mouth at night, which cavity causing bacteria love. This mouthwash does seem to help with the dry-mouth and also leaves my mouth feeling clean.

Recommended!

CFH"
1,-1,3.0,"Aside from a couple years in college I haven't used an electric razor until I got this one.  After using the razor for three weeks to get used to it, it is still a bit of a let down.  It does very well cutting the hair along the cheeks but doesn't to very well along the chin and neck and found myself going over these areas over and over again to get the desired shave even breaking out my conventional razor occationaly to get a few pesky hairs that just wouldn't cut.

There are plenty of pros about this razor.  The trimmer does a decent job evening out the sideburns.  The razor tells you how much time the battery has left so you should never run out of juice in the middle of shave and it is easy to charge either on the stand or in the carring case the razor comes with.  The razor is really easy to clean.  And there is little to no irritation after the shave aside from a couple minutes of numbness right after the shave, but it's nothing a splash of water won't cure.

But if you want a close shave, a conventional razor is better but when I don't have time to break out the shaving cream, this razor will definately be suffciant."
-1,1,5.0,I received the shampoo because I was suffering from dandruff and I was like ok lets try it and I couldn't believe the result from only just one wash. it cleared out the dandruff without drying my hair out. My hair felt smooth and Fresh after just the first wash. I tried aveda spray before but it was useless and waste of money
-1,1,4.0,Good but kind of drying
-1,1,5.0,I am allergic to a lot of things. I occasionally get a red rash over my body after using some other body washes. This one is an exception. Not a single complain. Perfect!
-1,1,5.0,"It gets messy after the first few times, but clears out the head nicely. My son has no traces of eczema and very small amount of dandruff after less than two weeks of use."
1,-1,3.0,Good light scent. Have received complements from people that I smell nice after using it. 3 stars because bottle is kind of small for a shower gel (size compariso photo attached) and it doesnt really help me wake up in the morning like other products.
-1,1,4.0,"I've used a chemical shampoo for too long and my hair started breaking off! So with a lot of research I bought this! It has made my hair (which is thin with oily roots and dry ends) way stronger and shinny without being oily! It's really fantastic. I took a star away for 2 reasons, one is because the price is a bit outrages, and two is because if I use it every day my hair starts to get buildup so I have to find a clean shampoo that washes away the build up to use twice a week.."
-1,1,5.0,"I was using this shampoo from six years and found helpful restoring hair and reducing dryness of psoriasis.
But it was discontinued from three years .Why I don't know .Then I used other psoriasis  shampoos ,which didn't help .scalp still dry and hair falling down. I bought on line but came in small bottle and was costly, and was looks like doublicate not the real."
-1,1,5.0,I have really dry skin and Olay ribbons is the only body wash I use. Getting more and more difficult to find in stores - hope it doesn't disappear here as well.
-1,1,5.0,Lovin' them.
-1,1,5.0,"It's Bare Escentuals, 'nuff said!"
-1,1,5.0,What the hubby wanted
-1,1,5.0,AAA+
-1,1,5.0,Wife uses this cream always. Hard to get.
-1,1,5.0,Google the uses and you will be a buyer.
-1,1,5.0,"I'm 63 with still nice hair but so much less than when I was younger, before menopause, so I bought both the shampoo and this conditioner to help strengthen and grow my hair possibly thicker again...the shampoo made my hair feel so stiff it was hard to push my fingers thru my scalp, I wasn't happy, but rinsed and put in this conditioner..........WOW..... my hair turned into silk.....my scalp felt cool like there is mint in the conditioner.....hope it works, I will stick it out because of the conditioner.....I also never understand when a company make the shampoo bottle larger than the conditioner bottle...we all use more conditioner than shampoo, ..i will update in a couple of months"
-1,1,5.0,"For some reason, nowhere near me sells this. Amazon fixed this problem, and I'm now a happy fox."
-1,1,5.0,"This has helped my hair more than any other product I've tried. I went from red back to blonde and the stylist I was seeing FRIED my hair. Literally told me ""no charge for the chemical cut!"" and laughed. It's been an entire year of hair rehab and this is the only stuff that's worked. I've tried Kerastase, PHYTO and Davines. The Davines conditioner was great, the shampoo not so much. So I switched back to Theorie."
-1,1,5.0,"Used for years, it has DHT blocker"
-1,1,5.0,as advertised
-1,1,5.0,As expected for price.
-1,1,5.0,"AS awesome as this product is, it HAS been discontinued by the makers. The people selling this on here, including the shampoos and conditioners ARE price gouging you and who knows how OLD it is..  Very Sad"
-1,1,5.0,:)
-1,1,5.0,Loved the products however did think it was priced a little high wanted to get the lotion but the price with shipping and handling was way too much!
-1,1,5.0,"This is a ridiculous price and the seller should be ashamed!  Bath and Body Works quit selling this and the lotion that went with it and I have no idea why.  Everywhere I went perfect strangers would ask me what scent I was wearing!  I told them this in the store, as if it did any good.  SO, for all you out here who love the vanilla scent, try this, also sold on Amazon:

Monoi Tiare Tahiti Coconut Oil Vanilla -- 4 fl oz
Sold by: Express Health
$11.26

It is made in Tahiti and has a real vanilla bean in the bottom of the bottle.  Because it has coconut oil in it, it solidifies at 68 degrees, but all you have to do is put it into your hand and it melts.  It smells SO GOOD!  It also has Tiare flower scent in it that the Bath & Body Works formula had as well as Vitamin E and actual vanilla bean fragrance from a real vanilla bean.  It is only 4 ounces, but a little goes a long way and is only $11.26.  This is a body lotion and it smells awesome and is the closest thing to the B&BW formula I could find with a reasonable price tag.

Buy it Again"
-1,1,5.0,"I've used this shampoo for years and loved it............. BUT.... the last bottles I bought at Big Lots were only $1.70 for 16ozs.  There's no way its worth $39 a bottle.  Who are you guys kidding? What a scam! There are plenty of other products out there that do a good job for far less money.
Use a nice conditioner (I still have several bottles left that I paid less than $2 for) and you'll still get nice results.  Bah-humbug for those scam artists trying to sell this for 10 times what it's worth."
-1,1,5.0,If they discontinued this scent I would go postal. <3
-1,1,5.0,"I love this scent, and it's no longer being made.
I'm always on the hunt for ""something like it.""
It reminds me of the 70's fragrance, ""Golden Autumn"", also not being made any more.
Today's scents hit my nose in the wrong way, they are either too ""piquant"" with heavy tones of freesia, or too much like bubble gum.
I spent the money and bought Channel No. 5 thinking, I'd just sort ""move up"", and while it smell great at first blush, it turns into just a baby powder smell on me. I can get baby powder for a lot less.
If the fragrance gods are listening, please recreate this or something like it! I always get compliments on it."
-1,1,5.0,I would recommend this eye cream because it is extremely moisturizing and it only takes a small dab for each eye.  I could tell after only a few times of using it that the fine lines around my eyes weren't as noticeable.
-1,1,5.0,I've been using this product for a couple of years at the suggestion of my hair stylist. Took away the dullness of my gray hair. I like it.
-1,1,5.0,"I was looking for a product that will help minimize the fine lines around the my eyes and only after 2 weeks I could notice an improvement. After 3 weeks my family started commenting on my skin! It does not leave my face feeling greasy nor does it have any fragrance. I feel like it has made my skin look firmer, which makes me looker younger!"
-1,1,5.0,luv it
-1,1,5.0,"Before writing this review I used up the entire bottle of the calm shampoo and conditioner. It never made my scalp break out and made my hair super soft. If you are looking for more volume try the argon shampoo and conditioner. I basically used this one when I was wearing my hair straight and using a straightening iron. I would recommend this product. I have color treated hair with a slightly wavy, medium texture."
-1,1,4.0,muy bueno
-1,1,5.0,luv it
-1,1,5.0,"One of my favorite skincare lines. That said, I usually use their other line but since I'm not getting younger, I thought I'd try their more mature line. Strangely, it's LESS moisturizing than their younger line. I'm still using it but next order will be back to their younger line of skincare.

I think the essence in this package is better but the overnight cream and moisturizer in the other package is much better.

I do not use their eye cream, though. Gave it away as it's just too heavy for my purposes and increases milia."
-1,1,5.0,Luv it!
-1,1,5.0,
-1,1,5.0,One liter almost lasted a year.... I forgot how much I spent but it's worth it
-1,1,5.0,This is my wife's go to body wash.
-1,1,5.0,$65 for one bottles of soap!! Do NOT use this sight unless you are very wealthy!
-1,1,5.0,soapy
-1,1,5.0,yum
-1,1,5.0,"I purchased a bottle of this shampoo because it's my favorite, ever. But when it arrived it had been wrapped too tightly and the top of the bottle broke off during shipping. I kept it because I was almost out of my bottle but let them know it had arrived damaged. They were nice enough to replace my bottle and send a very brief apology. You can definitely buy this stuff anywhere, but there's some peace of mind that comes from knowing your supplier will take care of you."
-1,1,5.0,"Actually, at first I intended to order white musk 'lotion', not the body wash.
So I ordered the wrong item without reading the description carefully.
The funny thing is I USE THIS EVERYDAY.
I smelled both scents of the lotion and body wash, and I prefer this one."
-1,1,5.0,"It was what my 16 year old grandson wanted,because he can not fine it in the stores. Please bring it
back to walmart."
-1,1,4.0,"Love the product, except for the fact that TWO bottles have now broken after being dropped in the shower. The tops needs to be screwed off which I would change to a more friendly flip top which would not require three hands. The product is too expensive to  be wasted down the drain or watered down because the top keeps getting broken off (two different bottles)."
-1,1,5.0,Dove no longer manufactures this body wash so I was relieved to find it on Amazon. The price is ridiculous but since I could not find it anywhere else I bought it. This is the only body wash I can use that doesn't dry my skin and make me itchy. If you pair this with Dove's Cream Oil lotion you're good to go.
-1,1,5.0,"I continually get compliments on how wonderful I smell whenever I have used this product- especially when using it with the body lotion. I bought this product at Bath and Body during one of their annual sales a year ago and now they no longer carry it. However, other dealers have it online for $ 45 and the lotion for $45  up to 95? I don't know why Bath & Body stopped selling it."
-1,1,5.0,Would buy more of the body cream if moire was available.  This body cream is hard to come by.  I buy anytime I find on a site.  Lotion is easily available but the body cream is difficult to obtain.  This is my signature fragrance.
-1,1,4.0,"I would give it 5 stars but it is way over priced! My hair is looking better and seems to be healthier but I am using the Reflection Chroma Thermique also so who knows which one is working or if it is the combination..I won't pay that price again, if it were cheaper I would keep using it but I am not going to keep using it at that price..Now that my hair is in better shape I think it will be okay, I had damaged it using bleach.."
-1,1,5.0,"This is my favorite body wash of all time. I love how my skin feels, the scent of it and that it comes in non-breakable bottles but, it is not available to purchase anymore. These last few bottles I was able to purchase were ridiculously overpriced yet, I still bought them. I don't understand why the company stopped making this product and would love to find something similar to replace this as my everyday body wash."
-1,1,5.0,"Can't get this in the US (not ever made here, as far as I know), and not in Canada apparently anymore either.  Pricey but it's an import...."
-1,1,5.0,I have a sensitive nose when it comes to strong scents and sensitive skin to harsh products so Philosophy seemed like my best bet. I love it. This scent is mild but sweet. Leaves skin so soft. The lotion helps to keep the mild scent all day.
-1,1,4.0,"You know how annoying it is to keep in mind that every 30-45 days you must throw away your old toothbrush and then find the same kind with the same either soft or medium head and it is never exactly the same and you have to get used to it again and then whole cycle repeats itself?

Well, no more. I have an automatic toothbrush and all I do now is put its head in this neat sanitizer and it kills all the bacteria and I can go on for another 20-30 days without having to worry about repeating this process. The product has UV bulb, which is what actually kills the bacteria. There is an extra brush head holder for different models of brush heads (Oral-B-FlexiSoft and FlossAction and most Sonicare models). I didn't have troubles putting the holder into the Sanitizer. The cleaning takes approximately 10 minutes and when complete it shuts itself off. It was prebuilt with a drip tray to get rid of excess water. This is a great gift for anyone in your family. Folks, it doesn't get any easier or more practical than this."
1,-1,3.0,"I would have to say that this is probably a good niche product and nice gift for someone who already owns a compatible toothbrush.  It is a handy place to store the brush heads in a sanitary manner (if you believe that the UV light kills the bacteria).

That said, for $50 plus S&H is a bit much for brush storage and cleaning.
The recharging stand has worked well enough for me in the past, and I've never had any issue with bacteria on my brush heads.  Rinse thoroughly after use and tap to get the water out, that should be enough in my opinion.  As the ""biologist"" stated in his review, this seems a bit like overkill.

This is a simple to use product that probably does what it says.
But I think I'll give mine to family member who also uses Sonicare brushes and may appreciate more the gadget geekiness of the UV Sanitizer."
-1,1,4.0,Works well but gets a little too hot.  Tend to scaled my scalp pretty quickly.  But I use it anyway cuz this is the only brand I find that offers 3/4 inch size.
1,-1,3.0,"This is a small sea sponge for the price. It's decent, you can hold it in your hand easily in the shower. Exfoliates well too. Just keep it in a well-drained spot in the shower to extend it's life."
-1,1,4.0,"I used and am reviewing the Nail Brush. I had not realized that the reviews for so many different products would be mixed up on
one page.
The nail brush isn't anything extra special, but it is sturdy and well made. I had no bristles fall out while I was using it.
It did what it was supposed to do, get dirt out from under my fingernails.
If it exfoliated my cuticles in the process, I did not notice. I am not too fussy about my nails and cuticles, only caring if my nails are
broken or dirty."
-1,1,4.0,"This might have been a nice product if they had been a usable size.  Even accounting for wiggling wet hands into fabric, these are oversized.  They should be clearly labeled as EXTRA LARGE and their should be a smaller version as an option.  Offering at least two sizes (S/M and L/XL) seems a fair expectation.  Without size options, I expect the size to be ""medium"" not extra large.  This is neither one-size-fits-all or one-size-fits-most.

If your hands are small, these are unusable.  If your hands are average, you will still find this big.

Fabric is soft and washable."
