reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReview
A15JTJXQXO22JJ,B000VZSC8G,-1,-1,1,"I can't figure out why this song was so popular in the first place?
Only thing I can tell you is stay away from this one. worst song in the 90's period.",
A15JTJXQXO22JJ,B000VZSC8G,-1,-1,1,"I can't figure out why this song was so popular in the first place?
Only thing I can tell you is stay away from this one. worst song in the 90's period.",
A2LMRQVT4ZWPOF,B000VZSC8G,-1,-1,2,this is a song I remember from a movie but I think now listening I know why this was a one hit wonder,
A2VG6FKR3WQ84A,B000VZSC8G,1,1,5,her voice is just calming and sweet.  I like originality and Lisa seems to have that down pat.  I like it.,
A1YJKLHQJ10GJZ,B000VZSC8G,1,1,5,Finally got my hands on this GEM! One of my favorites of all time. This song plays well. I think this was like $.69 cents.,
A3B2F2086QK67Q,B000VZSBPK,1,1,5,"I just heard this song today i thought the title was ""You got the music in you"" till i tried to download it (My BAD!)........This song reminds me of records from the late 60's early 70's groups like the Young Rascals Tommy James & the Shondells, even The Doobie Brothers to a degree............LOVE IT!",
A3QMW0R63QGZT2,B000VZSBPK,1,1,5,"Great song by great band. Love the pick me up every time I hear it. And, it makes me smile.",
A8IVYKSKP8QFY,B000VZSBPK,-1,1,5,"If you have heard of Jeff Lynne and or ELO (The Electric Light Orchestra), this song from The New Radicals will sound a lot like the 70's version of ELO.

It took me about two weeks to track this tune down, and everyone I explained it too thought I was crazy saying it ""ELO who?""

The ELO song best close to this is

""All Over The World"" (from the Xanadu Soundtrack)

Listen to that and you'll see what I mean...

This song however is a great inspirational song and a great sounding one at that.",
A2KW2KWKABNYNO,B000VZSBPK,1,1,5,"The 90s backlash has been ugly, with this not only 90s classic, but music classic being pushed aside since radio chewed it up and spit it back out, 1,000 spins later. It still lives on in the minds of millions of fans who still put this high up on their life's soundtrack.

It's a song that runs on a million trains of thoughts, ranging from karma, to self-appreciation, to celebrity-bashing. It's certainly ground-breakingly awesome, bringing awesomeness to another level not only in the world of pop rock, but music period. Hearkening back to those piano-driven pop ballads of the 70s, this outwardly simple song holds a lot of complexity to it. Just ask U2 guitarist/song-writer ""The Edge."" When asked in Time Magazine back in '06 what songs he would most like to have written, there was ""Wonderwall,"" and ""You Get What You Give."" And even though some would say it's a throwback to years gone by, it keeps itself a modern eye, staying relevant not only in the 90s, but also in the 00s.

Then you gotta love those vocals, using the False, and they're just so perfect for the song. And again, it's a throwback to the 70s. As for the last few verses, although some outlets have cut them, I don't really care about them, and they kind box the song in the 90s a little bit too much. Although the way he sings it is great, it's kind of here nor there, didn't need that.

So looking at best 90s songs, this ranks in the top 10, which is pretty impressive considering the litnia of the decade. Once the brutal 90s backlash is over this song and ones like it will once again receive the credit they deserve, but until then, ""You Get What You Give"" will play on as the soundtrack for a moment in time, forever frozen in splendor.",
AEVAPEHXQRIDP,B000VZSBPK,1,1,5,Great soumd,
A5QN0QWD8Y49P,B000VZSBPK,1,1,5,"While training for a Ragnar relay race, I downloaded songs that will motivate, encourage, and push me to do my best. For that to happen, I need clean lyrics with positive and uplifting messages.

Since it was a Ragnar relay race, I was on a team and this song also helped foster that team spirit, something is much needed for a 72 hour, 200 mile adventure across the state.

I can listen to it around kids too because the lyrics are clean. Essentially, Having this song has helped keep me going when I am exhausted and tired from all the running.",
A3LIOQ6M991VBX,B000VZSBPK,1,1,5,love this late 90's music !,
A3B35MV4SU30V6,B000VZSBPK,1,1,5,I love this song and play it frequently.,
A4PGV4TMASKF7,B000VZSBPK,1,1,5,Awesome song to run with... Made my playlist,
A3DC9BSMG994WN,B000VZSBPK,1,1,5,driving down the road...can't help but bop around in my seat when I hear this one :),
A28AIBL569Y037,B000VZSBPK,1,1,5,great song,
AXG287OY16WWL,B000VZSBPK,1,1,5,I love this song,
AESOX3IZ3F8VT,B000VZSBPK,-1,1,5,A one hit wonder,
A3760WDWYC07BM,B000VZSBPK,1,1,5,This is an excellent song.,
A2MEISSFIZCSP4,B000VZSBPK,1,1,5,A 90s Classic,
A2FX5I9I1SJSLY,B000VZSBPK,1,1,5,always one of my favorite songs!,
A39MJGQRVHCH5Q,B000VZSBPK,1,1,5,Great piece of music. Smooth vocals and nice instruments make for a song with a hook in it.,
A1OA77KY86NC42,B000VZSBPK,1,1,4,a good upbeat album,
A2IKFX7NYHXVOC,B000VZSBPK,-1,1,5,"New Radicals is a classic example of a band that showed great promise, but broke up just as I ""discovered"" them.  ""You Get What
You Give"" is their best work, though.  It's fresh, fun, and energetic with lyrics to match.",
A2Y7A8F738CUY6,B000VZSBPK,1,1,5,"Upbeat, fun song from the 90's economic boom period which for the longest time I thought was titled ""The Music in You."" Remember you got potential ""you got the music in you!""",
A2VSNUK7YLRKRE,B000VZSBPK,1,1,5,"I just download songs I remember playing on the radio, here in movies or just remeber hearing. All is well and good. Rock and Roll Lives On!",
A2RXX5DX05MFEU,B000VZSBPK,-1,1,5,"I don't know what happened to this band. Remember seeing them on letterman and after they finished playing, Letterman went over to shake hands with them and the lead singer just turned his back and walked off. I never found out why. But the song itself is a
masterpiece.",
A3HZSTAQW8IDYM,B000VZSBPK,1,1,5,"Good sound, fun, good energy.  Good message on reaping what is sown.  This song has a good vibe.  That is all.",
A3IL26VFYUWF59,B000VZSBPK,1,-1,3,"This song is just one of those you find yourself randomly singing now and then, So be it give it a test ride.",
A2VSNRJOQET5BM,B000VZSBPK,-1,1,5,"When I first heard this I thought it was an old resurrected version of an old Mick Jagger tune. To me, the lead singer sounds like a young Mick Jagger! Very nice tune!",
A1PQNXFH9Q2KUJ,B000VZRASO,1,1,5,These guys can't seem to make a bad song huh?  This is another band that has been around for a very long time and their music should be written in the rock & roll hall of fame.,
A2HBUO3PBSC12Y,B000VZRASO,-1,1,5,"I had this on tape, but I only needed a couple of songs off of it. So I just bought what I needed.",
A8IVYKSKP8QFY,B000VZRASO,-1,1,5,"Good to see the KISS tunes now DRM free and encoded in their proper rate of 256 kbps. I have now a way to complete my Kiss collection (own their older LPs, 8tracks, etc).

Remember when your purchasing from iTunes, your only RENTING your music, once you quit iTunes, they yank back all the rights for you to play your music. So whats this mean?... your hundreds of dollars of music, is worthless files if you quit itunes... why? because the awful DRM that your music has been infected by. You don't own your iTunes, you will never own it as long as DRM, the RIAA and Apple have anything to do with it.

Purchase your music from Amazon!.... DRM Free, Encoded at 256 kbps (higher then iTunes could dream of), and its the same price!",
A215E7ZPNSPW4P,B000VZULDA,1,1,5,"EVER!  'Nuff said.  The Ipod is rocking when this gem is on!  A classic.  Total classic.  Don't question it, buy it!",
A3CN9CCJUNIPKT,B000VZULDA,1,1,5,"Beats ""Barney Miller"" by a mile!  But gosh, I never knew it was by Quincy Jones -- wow! Groovyville!  Go, daddy, go!!",
AKW9T9A31BEGB,B000VZSFUG,1,1,5,Music Soulchild is such a great R&B artist..he has a lot of the old school flavor to him...a must have for your music collection,
A2Z4H7PQHDPUWF,B000VZSFUG,1,1,5,Instant Classic,
AV56ENZI887UR,B000VZSFUG,1,1,5,"Everybody should listen to the lyrics!  Powerful!  Whether he's Musiq or Musiq Soulchild,  True talented brother!  Accolades! *********************Downloaded to my Kindle Fire!",
A2NBKS27M3ORAC,B000VZSFUG,1,1,5,"I HEARD THIS SONG OVER THE RADIO AND HAD TO HAVE IT IN MY COLLECTION OF LOVE SONGS. YOU GO BOY,",
A2KM9WBCDW9VL5,B000VZSFUG,1,1,5,I love this song because of the music arrangement and lyrics.  I love this artist neo-soul style.  This is a timeless song.,
A2SGRGLBDQ69GR,B000VZSFUG,1,1,5,"GREAT music!  This song is still a favorite!  LOVE IT!  Love Musiq's music, it's more of what should be played, more often!",
AT94BH5KB83AS,B000VZUJ3M,1,1,4,"Great Song, what can I say... I needed that song for a party and it was easy to get, just downloaded it.",
A1CQMGTVKZMKPV,B000VZUJ3M,1,1,5,And remembered how much I loved this song and had to add it to my itunes collection.  Definitely a classic,
A2YGBVYHILOREF,B000VZUJ3M,1,1,5,"I'm a fan of music! Tempted tells a story that could hit home for a lot of people. You're tempted to do it right or not at all because of issues... Whatcha gonna do?
Also, listen to Hourglass. That song will make you want to ""take it to the bridge; throw it overboard; see if it can swimmer; back onto the shore...."" You know the song! Either one of these give you answers you can use... *giggle*",
A1URCB58DDIZTQ,B000VZUJ3M,1,1,4,I heard it on the radio and just had to buy it!!!  The song is similar to other hits of the 2000's,
A4F027AV3Y8L2,B000VZUJ3M,1,1,5,THIS IS A SONG THAT NEVER GETS OLD ... STANDS OUT AS THE BEST SQUEEZE EVER PRODUCED ... MAYBE THE BEST SONG THAT CAME OUT OF THE '80S !!,
A200D8BOPMR35S,B000VZUJ3M,1,1,4,"My boys hear music written by computers, sung by people using computer software to correct the pitch and enhance the sound. It is junk. It will have no future in music history, and it is just junk.

Rewind to a time of great creativity. Of music written by people, sung by people and performed on real instruments - by people, Squeeze the band and Tempted the song will hold up over time. We want to hear music that speaks to us as real people.",
A3JF2ASM4YJYU,B000VZV9TA,1,1,5,Great dancing music,
AVA83LOJLF95M,B000VZV9TA,1,1,5,Great song!!,
A1HDLQ79OCY4X2,B000VZV9TA,-1,1,5,For my MP3 player,
A9QY8T0FT4BTB,B000VZV9TA,1,1,5,Great classic song! Good beat!,
AFVQDZ4F03GAZ,B000VZV9TA,1,1,5,Fantastic song with a message for the world.,
A2OJ8HU8SCTLLG,B000VZV9TA,1,1,4,"Great beat, Fun sing-a-long song,",
A3IUCGFLQW5WMC,B000VZV9TA,1,1,5,Great.,
A2XKCRSSSXDY6Y,B000VZV9TA,1,1,5,OK,
ATN3YQYG9V9EN,B000VZV9TA,1,1,5,"Love this song still. I am passing it down to my grandkids , would recommend for dancing with your grandkids while making cookies in the kitchen..:-))",
A1TDPWNGX9OE6O,B000VZV9BI,-1,-1,3,"This is one of two pretty decent songs by this band, the other one being Drift and Die I think.",
A2EDA9OFXBIDYO,B000VZV9BI,1,1,5,I listened to a few of there songs and thought they rock very good group so I ended up buying the CD Come clean excellent buy I think,
A1DFVO3QWHPU8N,B000VZV7JW,1,1,5,i love this song and the ease of not having to order the whole album just for this song.  now to just figure out how to save it to my device and not only have access thru amazon cloud.,
A39MJGQRVHCH5Q,B000VZVAUS,1,1,5,Classic Traffic tune.,
A231OAMWPDR8G3,B000VZVAUS,1,1,5,Good tunes,
AIH70EEUT8XN2,B000VZV9Y0,1,1,5,It was so fun to hear this song at our 40th Class reunion.  Being able to download song to iPhone was easy.,
A16ITYYOPBBP2R,B000VZV9Y0,1,1,5,"For those of you who don't know the name of the band originates in Alaska. You see Eskimos sleep with one dog to stay warm. 2 dogs when there's a storm, and THREE dogs when its a bad storm (blizzard). Shambala and Eli's coming (live version) are the best of a Blizzard Band!",
A18758S1PUYIDT,B000VZV9Y0,-1,1,5,"I imagine Shambala to be one of those possibly imaginary places that used to be such popular song fodder in the 60s  and 70s.  This song was also perfectly suited to a couple of episodes of the TV series LOST.

It's one of those ditties that you sing along to even though you fully realize that you may never comprehend the lyrics or the meaning, and it doesn't matter anyway.

There are other Three Dog Night songs that bear listening to and possibly downloading as well.  Give them a listen.",
AA1ICGHQYONM7,B000VZV9Y0,1,1,5,always a great song from a great band,always a great song from a great band
A2YQVWSLS76Q3J,B000VZV9Y0,1,1,5,Good song,Good song
AU4ERHWLPSS82,B000VZV9Y0,1,1,5,great song,great song
A1WGHU7L4APY3I,B000VZV9Y0,1,1,5,well produced.,well produced.
A1L5C5FV7N4G02,B000VZV9Y0,-1,1,5,Ty,Ty
A1FKZLMLYR7859,B000VZV9Y0,1,1,5,"Like I said, NOT a one hit wonder band, listen to all their tracks and you may be surprised to find they sang the songs you remember","Like I said, NOT a one hit wonder band, listen to all their tracks and you may be surprised to find they sang the songs you remember"
A25QSVB2VE7MSF,B000VZV9Y0,1,1,5,This is as close to a True stereo version of this song as I can find. I'm still hoping that someone will find the original source multi-tracks and re-mix this into proper stereo. A great song like this needs to be properly produced.,This is as close to a True stereo version of this song as I can find .. I 'm still hoping that someone will find the original source multi - tracks and re - mix this into proper stereo .. A great song like this needs to be properly produced .
AEXG79DI339XX,B000VZV9Y0,1,1,5,great song!,great song!
A1OS6VMF00QIOK,B000VZV9Y0,1,1,5,Loved it!,Loved it!
A2HO0IEDD64204,B000VZV9Y0,1,1,5,great traveling music,great traveling music
AFVQDZ4F03GAZ,B000VZV9Y0,1,1,4,Good song.,Good song.
A1U14MNTD5VRUX,B000VZV9Y0,1,1,5,I like it.,I like it.
A2SIICHSD277AA,B000VZV9Y0,1,1,5,Good song.,Good song.
A1I2SUVSH6647T,B000VZV9Y0,1,1,4,"I remember this song from my childhood. It was such a soothing sound.  Three Dog Night is an iconic group from the 1970's, with great musicality and beautiful harmonies! This song is truly one of their very best!","It was such a soothing sound .. Three Dog Night is an iconic group from the 1970 's , with great musicality and beautiful harmonies !. This song is truly one of their very best !"
A252UVOWRR2KPW,B000VZV9XG,1,-1,3,...I just bought this song to round out my collection of Three Dog Night hits.  I found some of Three Dog Night's hits on Amazon that I had totally forgotten about.  Stuff that brought back memories...,... I just bought this song to round out my collection of Three Dog Night hits .. I found some of Three Dog Night 's hits on Amazon that I had totally forgotten about .
A2DEHBVZ3KKMI0,B000VZV9Y0,1,1,5,Best song ever!,Best song ever!
AW6WK8Q7UHAE6,B000VZV9Y0,1,1,5,All great,All great
A1TI2L994OYRZU,B000VZV9Y0,1,1,5,Everyone has that special song that brings them to a certain point in life...This is one of them.,Everyone has that special song that brings them to a certain point in life...This is one of them.
ATQEQ2MEJQAKY,B000VZV9Y0,1,1,4,good oldie.,good oldie.
A226UH234YC357,B000VZV9Y0,1,1,5,Classic rock and roll! Three Dog Night was one of the best groups around in their day. Play it over and over.,Classic rock and roll !. Three Dog Night was one of the best groups around in their day .. Play it over and over .
A231OAMWPDR8G3,B000VZV8KK,1,1,5,Good tunes,Good tunes
A2Y9PD0Q5TH6A7,B000VZV8KK,1,1,5,How do you rate music...I like it!,How do you rate music...I like it!
A1TEYLNTK6RICG,B000VZV8KK,1,-1,3,"I enjoy listening to ""Low Spark of High-Heeled Boys"". It lasts about 11 minutes, and is easy listening.","I enjoy listening to "" Low Spark of High - Heeled Boys "" .. It lasts about 11 minutes , and is easy listening ."
A31PYWT67U3A93,B000VZV8KK,1,1,5,This song is very good and IMHO one of Traffic's best. I couldn't have a collection of favorite songs without including this one.,This song is very good and IMHO one of Traffic 's best .. I could n't have a collection of favorite songs without including this one .
A3MYSCJMMP0TQR,B000VZVARG,1,1,5,Great song from Sheryl crow,Great song from Sheryl crow
A3PGSA1WVYIQJN,B000VZVARG,1,1,5,"I actually purchased this song (and I usually listen to 'free' music from streaming services); sometimes you gotta have a song ready in your playlist when you want it, though.","I actually purchased this song (and I usually listen to 'free' music from streaming services); sometimes you gotta have a song ready in your playlist when you want it, though."
A2W7T4X2APFU7N,B000VZVARG,1,1,5,What can I say about Sheryl Crow? She is one of my all-time favorite performers. This recording downloaded easily and sounds great.,She is one of my all - time favorite performers .. This recording downloaded easily and sounds great .
A383H4NI2KQ4YM,B000VZVARG,1,1,5,great song.  easy to listen to. would recommend it to anyone who likes music and Sheryl. easy listening to this music,great song .. easy to listen to .. would recommend it to anyone who likes music and Sheryl .. easy listening to this music
A11AK63DN89V4T,B000VZV5Z8,1,1,5,What can I say?  We all have our own taste in music.  I purchased this song cause I like listening to it and I'm happy with the way it sounds.,We all have our own taste in music .. I purchased this song cause I like listening to it. and I 'm happy with the way it sounds .
A3EQBPDMK0IM4M,B000VZV5Z8,1,1,5,This is one of Temptations/Motown's Coolest Hits I really Like it Get Ready is One of my Favorites I Like from that Band.,This is one of Temptations/Motown's Coolest Hits I really Like it Get Ready is One of my Favorites I Like from that Band.
A3F4C35NJBFCRE,B000VZV5Z8,-1,1,4,is a song I purchased through the MP3 download process.  I am rating the song here and not the album.  Why I'm asked to rate the album I do not know.,I am rating the song here and not the album .. Why I 'm asked to rate the album I do not know .
A1G0VN1UHJ0M8U,B000VZV5Z8,1,1,4,"This group will go down in history, their music is incredible. When you get a chance stop by bigboydezyne.net for more info.","This group will go down in history , their music is incredible .. When you get a chance stop by bigboydezyne.net for more info ."
A3HSMSBIBX3B2T,B000VZV5Z8,1,1,5,Perfect,Perfect
A2XS8TJDRIWSB0,B000VZV5Z8,-1,1,4,I never realized that thissong was by them.,I never realized that thissong was by them.
A15Y6AZZ092FNO,B000VZV5Z8,-1,-1,1,family member downloaded for their mp3,family member downloaded for their mp3
A1ZNUOJK5V0N8V,B000VZV5Z8,1,1,5,love it!!! works wonderfully.,love it ! ! !. works wonderfully .
A1DY8J2M6XA195,B000VZV5Z8,1,1,5,"What can you say about the classic Motown sound? The Funk Brothers were one of the tightest bands around then and I love playing drums along with this track. Please take me back to those great AM Radio days when they played the greatest variety of music on the planet.
 :^)","What can you say about the classic Motown sound ?. The Funk Brothers were one of the tightest bands around then and I love playing drums along with this track .. Please take me back to those great AM Radio days when they played the greatest variety of music on the planet . 
  : ^ )"
AE51IBCJ1LQQD,B000VZV5Z8,-1,1,5,This is what the music of today is lacking - meaningful lyrics and good voices. This is great for anyone who likes classic R&B or oldies,This is what the music of today is lacking - meaningful lyrics and good voices .. This is great for anyone who likes classic R&B or oldies
A3JGY8WYUZBU6D,B000VZV5Z8,-1,1,5,"I really liked this song, so much that I bought it. I hate reviewing music, who am I Rolling stone magazine? but this reviow your purchases keeps coming up, so to clear it I wrote a review.","I really liked this song , so much that I bought it .. I hate reviewing music , who am I Rolling stone magazine ?. but this reviow your purchases keeps coming up , so to clear it I wrote a review ."
AZRLG90UYXB2R,B000VZV580,1,1,5,"What more can I say, no one has ever made better music, and amazon the best site to buy from ! John","What more can I say, no one has ever made better music, and amazon the best site to buy from ! John"
A1H2ATYIVND5KV,B000VZV580,1,1,5,"This song has been out for a long time, but I lost my old CD so I downloaded my favorites and this was one of them.  You know a song is good when you pay for it twice!","This song has been out for a long time , but I lost my old CD so I downloaded my favorites and this was one of them .. You know a song is good when you pay for it twice !"
AT8SRH0J8RXBG,B000VZVJ6I,1,1,5,"I'm so used to hearing a woman sing this song that I wasn't sure I would like a male voice, but guess what?  I like it better!  It's a song I listen to before bed, although with others.  Love the song, the voice, the message.  Good for anyone who believes we need help from our Lord to journey this life.","I 'm so used to hearing a woman sing this song that I was n't sure I would like a male voice , but guess what ?. I like it better !. Love the song , the voice , the message .. Good for anyone who believes we need help from our Lord to journey this life ."
A2XEK2WZSZ2A6G,B000VZVJ6I,-1,1,4,"good song with great memories. voice ok, did I hear him go flat?  YA! but it makes it more like the struggles jof the average joe..","good song with great memories .. voice ok , did I hear him go flat ?. but it makes it more like the struggles jof the average joe .."
A1AHJBNUYFRRAT,B000VZWQ2Y,1,1,5,Beautiful Funk Jam That Sets a Mood With a Funky Bass Line For Any One With Rythme Dope Back Then While Being Dope To This Day True Funk Never Dies!!!,Beautiful Funk Jam That Sets a Mood With a Funky Bass Line For Any One With Rythme Dope. Back Then While Being Dope To This Day True Funk Never Dies ! ! !
AVG4PZRPI0JGZ,B000VZWQ2Y,1,1,5,"Laid back and breezy, this is a great song for the summer. Or really, anytime. Everybody loves the sunshine. True.","Laid back and breezy , this is a great song for the summer .. Or really , anytime .. Everybody loves the sunshine .. True ."
A3RWQLRQ1OSKGN,B000VZV70Q,1,1,5,"If you don't like drive-thru records or TSL, why do you feel you're qualified to rate this record? I swear i'll never understand why people feel the need to trash on something simply becuase they don't like it.

Despite what you'll hear from these retards below me, TSL's ""say it like you mean it"" is legendary, marking one of the last good DTR releases, before they went downhill. Each one of the record's 13 songs are amazing, and no two sound similar in the least. High production value and good mixing only add to this records greatness, and you'll probably have it in your cd for more than a couple weeks before moving on to something else.

Standouts would have to include the infectious ""up and go"", the first single ""best of me"", the punk rocker ""hello houston"" and the somber acoustic ballad ""the drama summer"". Other noteworthy tracks include: ""the leaving song"" and ""left coast envy"". Pretty much any fan of pop-rock in general can find something to appreciate on ""say it"", and because replay value is so high, you find that the songs that just didn't stick before get better and better with time

TSL has since released a load of crap called ""based on a True story"". This record is nothing like ""say it"", and if you're only going to buy one TSL record, make it ""say it like you mean it"". I seriously hope these guys can come out of their slump and put out an amazing third release.","If you do n't like drive - thru records or TSL , why do you feel you 're qualified to rate this record ?. I swear i 'll never understand why people feel the need to trash on something simply becuase they do n't like it .. Despite what you 'll hear from these retards below me , TSL 's "" say it like you mean it "" is legendary , marking one of the last good DTR releases , before they went downhill .. Each one of the record 's 13 songs are amazing , and no two sound similar in the least .. High production value and good mixing only add to this records greatness , and you 'll probably have it in your cd for more than a couple weeks before moving on to something else .. Standouts would have to include the infectious "" up and go "" , the first single "" best of me "" , the punk rocker "" hello houston "" and the somber acoustic ballad "" the drama summer "" .. Other noteworthy tracks include : "" the leaving song "" and "" left coast envy "" .. Pretty much any fan of pop - rock in general can find something to appreciate on "" say it "" , and because replay value is so high , you find that the songs that just did n't stick before get better and better with time 

 TSL has since released a load of crap called "" based on a True story "" .. This record is nothing like "" say it "" , and if you 're only going to buy one TSL record , make it "" say it like you mean it "" .. I seriously hope these guys can come out of their slump and put out an amazing third release ."
