ID,Array
24,"[0.0, 6.938893903907228e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6469779601696886e-23, 0.0, 2.710505431213761e-20, 0.0, 0.0, 2.117582368135751e-22, 0.0, -2.710505431213761e-20, 0.0, 0.0]"
25,"[1.734723475976807e-18, -1.734723475976807e-18, 0.0, -1.0842021724855044e-19, 0.0, 8.470329472543003e-22, 1.734723475976807e-18, 0.0, -2.710505431213761e-20, 0.0, -3.3881317890172014e-21, 3.3881317890172014e-21, 5.421010862427522e-20, 6.776263578034403e-21, 0.0, -4.235164736271502e-22, 0.0, 2.710505431213761e-20, -3.3881317890172014e-21, 1.6940658945086007e-21]"
26,"[0.0, 0.0, 0.0, 8.673617379884035e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, -1.3552527156068805e-20, 0.0, 0.0, -8.470329472543003e-22, -1.0842021724855044e-19, 0.0, 8.470329472543003e-22]"
27,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.421010862427522e-20, 0.0, 0.0, 0.0, 1.3234889800848443e-23, 0.0, -6.776263578034403e-21, 4.235164736271502e-22, 0.0, -3.3881317890172014e-21, 5.421010862427522e-20, 0.0, 1.6940658945086007e-21]"
28,"[0.0, 6.938893903907228e-18, 0.0, 1.0842021724855044e-19, 0.0, 0.0, 6.938893903907228e-18, -3.469446951953614e-18, 0.0, 0.0, 3.3881317890172014e-21, 6.776263578034403e-21, 0.0, -1.3552527156068805e-20, -1.3234889800848443e-23, -1.0587911840678754e-22, 0.0, 0.0, -3.3881317890172014e-21, 0.0]"
29,"[-2.842170943040401e-14, -1.1368683772161603e-13, -2.842170943040401e-14, 0.0, 0.0, 2.842170943040401e-14, 1.1368683772161603e-13, 0.0, 3.552713678800501e-15, 0.0, 0.0, 0.0, 0.0, 2.168404344971009e-19, 0.0, -1.6940658945086007e-21, 0.0, 4.336808689942018e-19, 0.0, 0.0]"
30,"[-2.842170943040401e-14, -1.1368683772161603e-13, -2.842170943040401e-14, 0.0, 0.0, 2.842170943040401e-14, 1.1368683772161603e-13, 0.0, 3.552713678800501e-15, 0.0, -2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.168404344971009e-19, 0.0, -8.470329472543003e-22]"
31,"[0.0, 8.673617379884035e-19, 0.0, 5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0842021724855044e-19, 1.3552527156068805e-20, 2.117582368135751e-22, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0]"
32,"[0.0, 0.0, 0.0, 3.3881317890172014e-21, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.117582368135751e-22, -4.235164736271502e-22, -1.6940658945086007e-21, 1.6940658945086007e-21, 0.0, 1.6940658945086007e-21]"
33,"[0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, -4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, -1.0587911840678754e-22, 0.0, -2.117582368135751e-22, 0.0, 5.421010862427522e-20, 0.0]"
34,"[0.0, 6.938893903907228e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0842021724855044e-19, -8.470329472543003e-22, 5.421010862427522e-20, 6.776263578034403e-21, 0.0, -2.117582368135751e-22, 8.470329472543003e-22, -1.0842021724855044e-19, 0.0, 0.0]"
35,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, -4.235164736271502e-22, 2.117582368135751e-22, 0.0, 5.421010862427522e-20, 0.0, -8.470329472543003e-22]"
36,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, -2.710505431213761e-20, 3.3881317890172014e-21, 5.421010862427522e-20, 5.421010862427522e-20, 0.0, 0.0, 0.0, -5.421010862427522e-20, 0.0, -1.0587911840678754e-22]"
37,"[0.0, 0.0, 0.0, -6.938893903907228e-18, 1.734723475976807e-18, 0.0, 0.0, 1.3877787807814457e-17, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 5.421010862427522e-20, -8.470329472543003e-22, 2.117582368135751e-22, 1.6940658945086007e-21, 0.0, -1.3552527156068805e-20, 0.0]"
38,"[0.0, -1.734723475976807e-18, 0.0, 0.0, 0.0, -6.938893903907228e-18, 0.0, -3.469446951953614e-18, 0.0, 0.0, 2.168404344971009e-19, 1.6940658945086007e-21, -1.3552527156068805e-20, -3.3881317890172014e-21, 0.0, 0.0, -2.117582368135751e-22, 8.470329472543003e-22, 1.6940658945086007e-21, 0.0]"
39,"[-6.938893903907228e-18, 0.0, 0.0, 2.7755575615628914e-17, -1.1102230246251565e-16, 0.0, 0.0, 1.1102230246251565e-16, 0.0, -3.469446951953614e-18, 0.0, 6.776263578034403e-21, -2.710505431213761e-20, -2.710505431213761e-20, -8.470329472543003e-22, -4.235164736271502e-22, 0.0, 0.0, 1.0842021724855044e-19, 0.0]"
40,"[1.7763568394002505e-15, 0.0, 0.0, 0.0, 0.0, -1.7763568394002505e-15, 7.105427357601002e-15, 0.0, 2.220446049250313e-16, 8.881784197001252e-16, -8.673617379884035e-19, -2.710505431213761e-20, 0.0, 0.0, 0.0, 3.3881317890172014e-21, 0.0, 8.673617379884035e-19, 0.0, 0.0]"
41,"[0.0, 0.0, 0.0, 2.168404344971009e-19, 0.0, -5.421010862427522e-20, 0.0, 0.0, -2.710505431213761e-20, 0.0, 0.0, 1.6940658945086007e-21, 0.0, -2.117582368135751e-22, 0.0, 2.117582368135751e-22, 1.0587911840678754e-22, 2.710505431213761e-20, 2.710505431213761e-20, -2.117582368135751e-22]"
42,"[0.0, 0.0, 0.0, -2.168404344971009e-19, -8.673617379884035e-19, 0.0, 0.0, 0.0, 2.168404344971009e-19, 0.0, 1.0842021724855044e-19, 3.3881317890172014e-21, -2.710505431213761e-20, 0.0, 4.235164736271502e-22, 4.235164736271502e-22, 0.0, 0.0, 0.0, 1.6940658945086007e-21]"
43,"[0.0, 0.0, 0.0, 8.673617379884035e-19, 0.0, 6.938893903907228e-18, 0.0, 0.0, 2.710505431213761e-20, 0.0, 0.0, 0.0, 5.421010862427522e-20, 3.3881317890172014e-21, 1.0587911840678754e-22, 4.235164736271502e-22, -1.0587911840678754e-22, -1.3552527156068805e-20, 2.710505431213761e-20, 4.235164736271502e-22]"
44,"[0.0, 0.0, 0.0, 1.0842021724855044e-19, -3.469446951953614e-18, 0.0, 0.0, 3.469446951953614e-18, -1.3552527156068805e-20, 2.710505431213761e-20, 0.0, -1.6940658945086007e-21, 0.0, 2.710505431213761e-20, -2.117582368135751e-22, 2.6469779601696886e-23, 0.0, 0.0, 1.3552527156068805e-20, 0.0]"
45,"[-1.734723475976807e-18, 0.0, -1.3552527156068805e-20, 1.6940658945086007e-21, 6.776263578034403e-21, 0.0, 0.0, 0.0, -2.710505431213761e-20, 0.0, -2.710505431213761e-20, 6.776263578034403e-21, -1.3552527156068805e-20, 0.0, 0.0, 0.0, -4.235164736271502e-22, -1.0842021724855044e-19, 0.0, 0.0]"
46,"[0.0, 0.0, 0.0, -1.734723475976807e-18, 0.0, 6.938893903907228e-18, 1.3877787807814457e-17, -1.734723475976807e-18, 2.710505431213761e-20, 0.0, 0.0, 0.0, 5.421010862427522e-20, 0.0, 2.117582368135751e-22, -5.293955920339377e-23, -1.6940658945086007e-21, 0.0, 0.0, 0.0]"
47,"[0.0, -2.710505431213761e-20, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 4.336808689942018e-19, 2.168404344971009e-19, 0.0, -2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 2.117582368135751e-22, -2.117582368135751e-22, 2.117582368135751e-22, 5.421010862427522e-20, -1.6940658945086007e-21, -1.6940658945086007e-21]"
48,"[0.0, -4.336808689942018e-19, 0.0, 8.673617379884035e-19, 0.0, 0.0, 0.0, 5.421010862427522e-20, 0.0, 0.0, -1.6940658945086007e-21, 6.776263578034403e-21, 0.0, -1.3552527156068805e-20, -2.117582368135751e-22, -4.235164736271502e-22, 0.0, 2.710505431213761e-20, 0.0, 0.0]"
49,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 0.0, -6.938893903907228e-18, 0.0, 0.0, -5.421010862427522e-20, 0.0, 1.0587911840678754e-22, 0.0, 8.470329472543003e-22, 0.0, 0.0, -8.470329472543003e-22]"
50,"[0.0, 0.0, 0.0, -4.336808689942018e-19, 0.0, 2.710505431213761e-20, 0.0, -4.336808689942018e-19, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0, -5.293955920339377e-23, 0.0, 4.235164736271502e-22, 0.0, 0.0, -1.6940658945086007e-21]"
51,"[0.0, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 0.0, -2.168404344971009e-19, 0.0, 0.0, 0.0, 5.421010862427522e-20, -3.3881317890172014e-21, 1.3552527156068805e-20, -4.235164736271502e-22, 4.235164736271502e-22, -2.117582368135751e-22, 0.0, -1.6940658945086007e-21, 0.0, 0.0]"
52,"[0.0, 0.0, 0.0, -4.336808689942018e-19, 0.0, 0.0, -8.673617379884035e-19, 0.0, 4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0, -2.710505431213761e-20, 0.0, 0.0, 0.0, 5.421010862427522e-20, -5.421010862427522e-20, -2.117582368135751e-22]"
53,"[0.0, 0.0, 0.0, 2.168404344971009e-19, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, -2.0679515313825692e-25, -1.6543612251060553e-24, -1.6940658945086007e-21, 1.0842021724855044e-19, 0.0, 4.235164736271502e-22]"
54,"[0.0, 2.168404344971009e-19, 0.0, 8.673617379884035e-19, 1.734723475976807e-18, 1.3552527156068805e-20, 0.0, -4.336808689942018e-19, 6.776263578034403e-21, -5.421010862427522e-20, 1.0842021724855044e-19, -6.776263578034403e-21, 6.776263578034403e-21, -5.421010862427522e-20, -4.235164736271502e-22, -2.117582368135751e-22, 8.470329472543003e-22, 0.0, -2.710505431213761e-20, 0.0]"
55,"[0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 1.3552527156068805e-20, 0.0, -1.0587911840678754e-22, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21]"
56,"[0.0, -6.938893903907228e-18, -1.734723475976807e-18, 0.0, -1.734723475976807e-18, -1.734723475976807e-18, 0.0, 0.0, 0.0, 8.673617379884035e-19, 2.710505431213761e-20, -6.776263578034403e-21, 2.710505431213761e-20, -5.421010862427522e-20, 2.117582368135751e-22, 1.0587911840678754e-22, 0.0, 0.0, 6.776263578034403e-21, 0.0]"
57,"[0.0, 6.938893903907228e-18, 0.0, 3.469446951953614e-18, 0.0, 0.0, -1.3877787807814457e-17, 0.0, 0.0, 0.0, 1.0842021724855044e-19, 8.470329472543003e-22, 0.0, 0.0, 5.293955920339377e-23, 4.235164736271502e-22, 0.0, 0.0, -3.3881317890172014e-21, -8.470329472543003e-22]"
58,"[0.0, 0.0, 0.0, 0.0, -2.7755575615628914e-17, 0.0, 0.0, 6.938893903907228e-18, 0.0, 1.3552527156068805e-20, 5.421010862427522e-20, 4.235164736271502e-22, 0.0, 5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, 0.0]"
59,"[0.0, 0.0, 0.0, -5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, -1.0587911840678754e-22, -1.0587911840678754e-22, -8.470329472543003e-22, -6.776263578034403e-21, -5.421010862427522e-20, 4.235164736271502e-22]"
60,"[0.0, 0.0, 0.0, 8.673617379884035e-19, -2.168404344971009e-19, 0.0, -1.3877787807814457e-17, -6.938893903907228e-18, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 5.421010862427522e-20, 0.0, -4.235164736271502e-22, 0.0, -3.3881317890172014e-21, 5.421010862427522e-20, 0.0, -8.470329472543003e-22]"
61,"[-1.734723475976807e-18, -1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.421010862427522e-20, 4.235164736271502e-22, 0.0, 0.0, 8.470329472543003e-22, -4.235164736271502e-22, -1.6940658945086007e-21, 0.0, 2.710505431213761e-20, 5.293955920339377e-23]"
62,"[0.0, -4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 5.421010862427522e-20, 6.776263578034403e-21, -5.421010862427522e-20, 5.421010862427522e-20, 0.0, 0.0, 0.0, -2.117582368135751e-22, 5.293955920339377e-23, -1.6940658945086007e-21, -1.0842021724855044e-19, -2.710505431213761e-20, 4.235164736271502e-22]"
63,"[3.469446951953614e-18, 0.0, 1.3877787807814457e-17, 0.0, -1.734723475976807e-18, 0.0, -6.938893903907228e-18, 0.0, 0.0, -8.673617379884035e-19, 0.0, -3.3881317890172014e-21, 0.0, 0.0, 0.0, -2.117582368135751e-22, -8.470329472543003e-22, 1.0842021724855044e-19, 0.0, 0.0]"
64,"[2.710505431213761e-20, 2.168404344971009e-19, 0.0, -2.168404344971009e-19, 0.0, 5.421010862427522e-20, 6.938893903907228e-18, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, -5.421010862427522e-20, 0.0, -8.470329472543003e-22, 4.235164736271502e-22, -3.3881317890172014e-21, 0.0, 3.3881317890172014e-21, 0.0]"
65,"[0.0, 0.0, 0.0, 8.673617379884035e-19, -1.734723475976807e-18, 1.734723475976807e-18, 0.0, 0.0, 2.117582368135751e-22, 0.0, 0.0, 6.776263578034403e-21, 5.421010862427522e-20, -1.3552527156068805e-20, 0.0, 1.0587911840678754e-22, -2.117582368135751e-22, 0.0, 1.6940658945086007e-21, -1.6940658945086007e-21]"
66,"[0.0, 1.734723475976807e-18, 0.0, 2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.421010862427522e-20, 0.0, 4.235164736271502e-22, 0.0, 0.0, -1.0587911840678754e-22, 3.3881317890172014e-21, 0.0]"
67,"[0.0, 0.0, -2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 1.3552527156068805e-20, 2.117582368135751e-22, 1.0842021724855044e-19, 0.0, 6.617444900424222e-24, 0.0, 0.0, 2.710505431213761e-20, 0.0, 1.0587911840678754e-22]"
68,"[1.3877787807814457e-17, 0.0, 0.0, 6.938893903907228e-18, -2.7755575615628914e-17, -6.938893903907228e-18, 0.0, -5.421010862427522e-20, 1.3552527156068805e-20, 0.0, 5.421010862427522e-20, -8.470329472543003e-22, -5.421010862427522e-20, 0.0, -8.470329472543003e-22, 2.6469779601696886e-23, 0.0, 0.0, 0.0, -5.293955920339377e-23]"
69,"[-1.734723475976807e-18, 1.734723475976807e-18, 0.0, 6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0, -8.470329472543003e-22, 3.308722450212111e-24, -3.3881317890172014e-21, -6.776263578034403e-21, 2.710505431213761e-20, 0.0]"
70,"[0.0, -1.3877787807814457e-17, 0.0, 8.673617379884035e-19, -3.469446951953614e-18, 1.0842021724855044e-19, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 0.0, 4.235164736271502e-22, -1.3234889800848443e-23, 0.0, -5.421010862427522e-20, 0.0, 8.470329472543003e-22]"
71,"[0.0, 2.7755575615628914e-17, 6.938893903907228e-18, 1.734723475976807e-18, 2.7755575615628914e-17, 0.0, 0.0, 3.469446951953614e-18, 4.336808689942018e-19, 0.0, -2.168404344971009e-19, 0.0, -2.168404344971009e-19, -1.3552527156068805e-20, 0.0, -5.293955920339377e-23, -8.470329472543003e-22, 2.168404344971009e-19, 1.3552527156068805e-20, -1.6940658945086007e-21]"
72,"[0.0, 0.0, 1.0842021724855044e-19, 0.0, 0.0, 0.0, 4.336808689942018e-19, 0.0, 5.421010862427522e-20, -1.0842021724855044e-19, 2.710505431213761e-20, 0.0, -6.776263578034403e-21, -3.3881317890172014e-21, 0.0, 0.0, 0.0, 1.0842021724855044e-19, 0.0, 4.235164736271502e-22]"
73,"[0.0, 6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, 0.0, 5.421010862427522e-20, 0.0, 6.776263578034403e-21, -2.710505431213761e-20, 0.0, 0.0, -4.235164736271502e-22, -1.3552527156068805e-20, 0.0, 1.6940658945086007e-21]"
74,"[0.0, -1.3877787807814457e-17, 6.938893903907228e-18, 1.734723475976807e-18, -3.469446951953614e-18, -1.734723475976807e-18, -6.938893903907228e-18, 0.0, 0.0, -8.673617379884035e-19, 5.421010862427522e-20, -3.3881317890172014e-21, 0.0, 0.0, 0.0, -5.293955920339377e-23, -8.470329472543003e-22, 0.0, -1.3552527156068805e-20, 1.0587911840678754e-22]"
75,"[0.0, 0.0, 0.0, -4.440892098500626e-16, 0.0, 0.0, 0.0, 0.0, 1.3877787807814457e-17, 0.0, -2.168404344971009e-19, -2.710505431213761e-20, 0.0, -2.168404344971009e-19, 1.6940658945086007e-21, -1.6940658945086007e-21, 0.0, 0.0, 0.0, -6.776263578034403e-21]"
76,"[0.0, 6.938893903907228e-18, 0.0, 0.0, 0.0, -6.938893903907228e-18, 0.0, 6.938893903907228e-18, 0.0, 0.0, 0.0, 0.0, -2.710505431213761e-20, 0.0, -4.235164736271502e-22, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0]"
77,"[0.0, 0.0, 1.734723475976807e-18, -6.938893903907228e-18, -1.734723475976807e-18, -3.469446951953614e-18, 0.0, -8.673617379884035e-19, 8.673617379884035e-19, -4.336808689942018e-19, 0.0, 0.0, 2.710505431213761e-20, -2.710505431213761e-20, 0.0, -8.470329472543003e-22, 3.3881317890172014e-21, 6.776263578034403e-21, -1.3552527156068805e-20, 4.235164736271502e-22]"
78,"[-6.938893903907228e-18, 0.0, 0.0, 2.7755575615628914e-17, -1.1102230246251565e-16, 0.0, 0.0, 1.1102230246251565e-16, 0.0, -3.469446951953614e-18, -1.0842021724855044e-19, -1.6940658945086007e-21, 5.421010862427522e-20, -2.710505431213761e-20, 0.0, 0.0, 0.0, 1.0842021724855044e-19, 0.0, 0.0]"
79,"[0.0, 1.734723475976807e-18, 0.0, 8.673617379884035e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 6.776263578034403e-21, 1.3552527156068805e-20, -6.776263578034403e-21, 0.0, 0.0, -4.235164736271502e-22, 0.0, -2.117582368135751e-22, 1.6940658945086007e-21]"
80,"[0.0, -6.938893903907228e-18, 0.0, 0.0, 0.0, 2.168404344971009e-19, -8.673617379884035e-19, 0.0, 1.3552527156068805e-20, -2.710505431213761e-20, 2.710505431213761e-20, 6.776263578034403e-21, 0.0, 0.0, 2.117582368135751e-22, 0.0, -1.6940658945086007e-21, -2.710505431213761e-20, 0.0, 0.0]"
81,"[0.0, 0.0, 0.0, -6.938893903907228e-18, 1.734723475976807e-18, 0.0, 0.0, 1.3877787807814457e-17, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 2.710505431213761e-20, -2.710505431213761e-20, 0.0, -4.235164736271502e-22, 0.0, 6.776263578034403e-21, 0.0, 0.0]"
