ID,Array
21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.617444900424222e-24, 5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
22,"[0.0, 0.0, 0.0, -2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 5.421010862427522e-20, 0.0, 0.0, -1.3552527156068805e-20, 5.421010862427522e-20, 0.0, 1.0587911840678754e-22, 2.117582368135751e-22, -8.470329472543003e-22, 0.0, -8.470329472543003e-22, -8.271806125530277e-25]"
23,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.168404344971009e-19, 0.0, 0.0, 0.0, -1.0842021724855044e-19, -2.117582368135751e-22, -5.421010862427522e-20, 0.0, -2.6469779601696886e-23, 0.0, 3.3881317890172014e-21, 0.0, -5.421010862427522e-20, 0.0]"
24,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, -6.776263578034403e-21, 0.0, 5.293955920339377e-23, 0.0, 0.0, 0.0, -5.421010862427522e-20, 0.0]"
25,"[0.0, 6.938893903907228e-18, 0.0, 8.673617379884035e-19, 0.0, 0.0, 0.0, 0.0, 4.336808689942018e-19, 0.0, 0.0, 8.470329472543003e-22, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 5.421010862427522e-20, 8.470329472543003e-22]"
26,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 1.3234889800848443e-23, 0.0, 0.0, 8.470329472543003e-22, 0.0]"
27,"[-5.551115123125783e-17, 0.0, 0.0, -3.469446951953614e-18, 0.0, 1.3877787807814457e-17, 0.0, 0.0, -8.673617379884035e-19, -6.938893903907228e-18, -6.776263578034403e-21, 0.0, 0.0, -6.776263578034403e-21, 0.0, -1.3234889800848443e-23, 2.117582368135751e-22, 0.0, 0.0, -1.6940658945086007e-21]"
28,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.421010862427522e-20, 0.0, 0.0, -1.3552527156068805e-20, 2.117582368135751e-22, 4.235164736271502e-22, 1.6940658945086007e-21, 8.470329472543003e-22, 0.0, 0.0]"
29,"[0.0, 0.0, 0.0, -3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, 8.470329472543003e-22, -1.6940658945086007e-21, 0.0, 0.0]"
30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.710505431213761e-20, 0.0, -6.617444900424222e-24, 0.0, -8.470329472543003e-22, -2.710505431213761e-20, 0.0, 0.0]"
31,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, -3.3881317890172014e-21, 5.421010862427522e-20, -1.3552527156068805e-20, 1.3234889800848443e-23, 1.0587911840678754e-22, 8.470329472543003e-22, 1.3552527156068805e-20, 2.710505431213761e-20, 2.117582368135751e-22]"
32,"[-5.551115123125783e-17, 0.0, 0.0, -3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, -8.673617379884035e-19, -6.938893903907228e-18, 0.0, -1.6940658945086007e-21, -5.421010862427522e-20, -1.3552527156068805e-20, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0]"
33,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0842021724855044e-19, -1.6940658945086007e-21, 0.0, 0.0, 1.0587911840678754e-22, 6.617444900424222e-24, 0.0, 0.0, 3.3881317890172014e-21, -2.6469779601696886e-23]"
34,"[-8.673617379884035e-19, 0.0, 0.0, 0.0, 0.0, -1.734723475976807e-18, -8.673617379884035e-19, 0.0, 0.0, 2.710505431213761e-20, -6.776263578034403e-21, 0.0, -1.0842021724855044e-19, 0.0, 4.235164736271502e-22, 1.3234889800848443e-23, 0.0, -6.776263578034403e-21, -5.421010862427522e-20, -8.470329472543003e-22]"
35,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.421010862427522e-20, -6.776263578034403e-21, 6.776263578034403e-21, 0.0, 0.0, 0.0, -1.6940658945086007e-21, -2.168404344971009e-19, 0.0, 0.0]"
36,"[0.0, 6.938893903907228e-18, 0.0, 4.336808689942018e-19, 0.0, 6.938893903907228e-18, 0.0, 0.0, 0.0, -1.0842021724855044e-19, 0.0, -6.776263578034403e-21, 0.0, 1.3552527156068805e-20, 0.0, 0.0, -1.6940658945086007e-21, 2.710505431213761e-20, 0.0, 1.6940658945086007e-21]"
37,"[0.0, 0.0, 0.0, -1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 4.336808689942018e-19, 0.0, 5.421010862427522e-20, 4.235164736271502e-22, -2.710505431213761e-20, 0.0, 4.235164736271502e-22, -4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0]"
38,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.421010862427522e-20, 4.235164736271502e-22, -3.3881317890172014e-21, -1.6940658945086007e-21, 2.117582368135751e-22, 2.117582368135751e-22, 1.6940658945086007e-21, 0.0, 0.0, 0.0]"
39,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, 0.0, 2.710505431213761e-20, 0.0, 4.235164736271502e-22, 0.0, -3.3881317890172014e-21, 0.0, 0.0]"
40,"[1.3877787807814457e-17, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, -6.938893903907228e-18, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 2.710505431213761e-20, 8.470329472543003e-22, 4.235164736271502e-22, 0.0, 0.0, 1.3552527156068805e-20, 0.0]"
41,"[0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 0.0, -8.470329472543003e-22, 0.0, 1.6940658945086007e-21, 0.0, 0.0, 4.235164736271502e-22]"
42,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 1.0587911840678754e-22, 0.0, -3.3881317890172014e-21, -1.0842021724855044e-19, 2.710505431213761e-20, 8.470329472543003e-22]"
43,"[-2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, -2.168404344971009e-19, -1.0842021724855044e-19, -2.710505431213761e-20, -1.6940658945086007e-21, 2.710505431213761e-20, 0.0, 4.235164736271502e-22, 0.0, 0.0, 0.0, 1.0587911840678754e-22, 1.6940658945086007e-21, 0.0, 2.710505431213761e-20, 1.6940658945086007e-21]"
44,"[0.0, 1.734723475976807e-18, 0.0, 0.0, -4.336808689942018e-19, 0.0, 0.0, 8.673617379884035e-19, 2.710505431213761e-20, 0.0, 5.421010862427522e-20, -1.6940658945086007e-21, 5.421010862427522e-20, -4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
45,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.938893903907228e-18, 1.3552527156068805e-20, -1.6940658945086007e-21, 1.3552527156068805e-20, 0.0, 4.235164736271502e-22, 0.0, -4.235164736271502e-22, 0.0, 0.0, -1.6940658945086007e-21]"
46,"[-1.3877787807814457e-17, 0.0, 0.0, -8.673617379884035e-19, 0.0, 0.0, 0.0, 0.0, -2.168404344971009e-19, -1.734723475976807e-18, 0.0, 0.0, -5.421010862427522e-20, 0.0, 0.0, 1.0587911840678754e-22, 8.470329472543003e-22, 1.3552527156068805e-20, -5.421010862427522e-20, -4.235164736271502e-22]"
47,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 6.776263578034403e-21, 6.776263578034403e-21, 1.6940658945086007e-21]"
48,"[0.0, 0.0, 0.0, -3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, -1.3552527156068805e-20, -8.470329472543003e-22, 2.6469779601696886e-23, -2.117582368135751e-22, -1.6940658945086007e-21, 0.0, -5.421010862427522e-20, 8.470329472543003e-22]"
49,"[0.0, 6.938893903907228e-18, 0.0, 8.673617379884035e-19, 0.0, 0.0, 0.0, 0.0, 1.0842021724855044e-19, 0.0, 5.421010862427522e-20, 0.0, 2.710505431213761e-20, -6.776263578034403e-21, 0.0, -2.117582368135751e-22, 0.0, 1.0842021724855044e-19, -6.776263578034403e-21, 8.470329472543003e-22]"
50,"[0.0, 2.710505431213761e-20, 0.0, 3.3881317890172014e-21, 0.0, 2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.293955920339377e-23, 0.0, -2.117582368135751e-22, 1.0842021724855044e-19, -3.3881317890172014e-21, 2.117582368135751e-22]"
51,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.168404344971009e-19, 0.0, 0.0, 1.0587911840678754e-22, 0.0, 2.710505431213761e-20, 2.710505431213761e-20, 0.0]"
52,"[2.7755575615628914e-17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3234889800848443e-23, -1.3552527156068805e-20, 0.0, -3.308722450212111e-24, 0.0, 2.6469779601696886e-23, -5.421010862427522e-20, 2.710505431213761e-20, 6.617444900424222e-24]"
53,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.421010862427522e-20, 0.0, 1.0842021724855044e-19, 0.0, 0.0, 0.0, -8.470329472543003e-22, 0.0, 0.0, 1.6940658945086007e-21]"
54,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.117582368135751e-22, 0.0, 6.776263578034403e-21, 0.0, -1.6940658945086007e-21]"
55,"[0.0, 0.0, 0.0, -3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 6.617444900424222e-24, -1.3234889800848443e-23, 0.0, 0.0, 2.710505431213761e-20, 0.0]"
56,"[2.7755575615628914e-17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.336808689942018e-19, 0.0, 5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, -5.293955920339377e-23, 0.0, 0.0, 5.421010862427522e-20, -1.6940658945086007e-21]"
57,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, -8.673617379884035e-19, 0.0, 0.0, 5.421010862427522e-20, -6.776263578034403e-21, 0.0, 0.0, -1.3552527156068805e-20, -1.0587911840678754e-22, -1.0587911840678754e-22, 1.6940658945086007e-21, 0.0, 0.0, 0.0]"
58,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.673617379884035e-19, 0.0, -2.710505431213761e-20, -2.117582368135751e-22, 0.0, 0.0, 1.0587911840678754e-22, 0.0, 3.3881317890172014e-21, 5.421010862427522e-20, -6.776263578034403e-21, -5.293955920339377e-23]"
59,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.938893903907228e-18, 0.0, 0.0, 0.0, 2.710505431213761e-20, 1.0587911840678754e-22, -1.0587911840678754e-22, 8.470329472543003e-22, -2.710505431213761e-20, -5.421010862427522e-20, 0.0]"
60,"[0.0, 0.0, 0.0, -3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, -8.673617379884035e-19, 0.0, 0.0, 1.6940658945086007e-21, 1.0842021724855044e-19, -1.3552527156068805e-20, -1.0587911840678754e-22, 2.117582368135751e-22, 8.470329472543003e-22, 0.0, 1.3552527156068805e-20, 0.0]"
61,"[1.734723475976807e-18, 0.0, 0.0, 0.0, 8.673617379884035e-19, 0.0, 0.0, -4.336808689942018e-19, 2.710505431213761e-20, 0.0, 2.710505431213761e-20, 6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 5.421010862427522e-20, 5.421010862427522e-20, 0.0]"
62,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0842021724855044e-19, 6.776263578034403e-21, 0.0, 2.710505431213761e-20, 0.0, 2.6469779601696886e-23, 0.0, -2.117582368135751e-22, -5.421010862427522e-20, 6.617444900424222e-24]"
63,"[0.0, 1.3877787807814457e-17, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, -2.710505431213761e-20, 0.0, 0.0, 0.0, 1.3234889800848443e-23, -1.0587911840678754e-22, -8.470329472543003e-22, 0.0, 1.6940658945086007e-21, 1.6940658945086007e-21]"
64,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.308722450212111e-24, 8.470329472543003e-22, 0.0, -1.3552527156068805e-20, 0.0]"
65,"[-8.673617379884035e-19, 0.0, 0.0, -5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, -1.0842021724855044e-19, 0.0, 3.3881317890172014e-21, 1.3552527156068805e-20, 0.0, 0.0, -4.235164736271502e-22, -3.3881317890172014e-21, 0.0, 0.0, 1.6940658945086007e-21]"
66,"[0.0, 6.938893903907228e-18, 0.0, 0.0, 0.0, 6.938893903907228e-18, 0.0, 3.469446951953614e-18, 2.710505431213761e-20, 0.0, 0.0, 0.0, 5.421010862427522e-20, 0.0, 1.3234889800848443e-23, -4.235164736271502e-22, -2.117582368135751e-22, -1.0842021724855044e-19, 0.0, 2.6469779601696886e-23]"
67,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.673617379884035e-19, 0.0, -5.421010862427522e-20, 3.3881317890172014e-21, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 1.6940658945086007e-21, 1.3552527156068805e-20, 2.710505431213761e-20, 0.0]"
68,"[0.0, 0.0, 0.0, -3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, -8.673617379884035e-19, 0.0, 0.0, 8.470329472543003e-22, 5.421010862427522e-20, -1.3552527156068805e-20, 8.470329472543003e-22, -5.293955920339377e-23, 3.3881317890172014e-21, -6.776263578034403e-21, -5.421010862427522e-20, 5.293955920339377e-23]"
69,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0842021724855044e-19, 6.776263578034403e-21, 5.421010862427522e-20, 5.421010862427522e-20, 0.0, 0.0, 1.6940658945086007e-21, 5.421010862427522e-20, -3.3881317890172014e-21, 2.6469779601696886e-23]"
70,"[0.0, -1.3877787807814457e-17, 0.0, 0.0, 5.551115123125783e-17, 0.0, 0.0, 0.0, 0.0, 0.0, -5.421010862427522e-20, 0.0, 1.3552527156068805e-20, 1.6940658945086007e-21, -4.235164736271502e-22, 0.0, 0.0, -5.421010862427522e-20, 0.0, 0.0]"
71,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0842021724855044e-19, -6.776263578034403e-21, 2.710505431213761e-20, -6.776263578034403e-21, 0.0, 2.117582368135751e-22, 6.617444900424222e-24, 1.0842021724855044e-19, 3.3881317890172014e-21, 0.0]"
72,"[0.0, 0.0, 0.0, -3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, 6.617444900424222e-24, -8.470329472543003e-22, 0.0, 0.0, 0.0]"
73,"[0.0, 0.0, 0.0, -3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, -8.673617379884035e-19, 0.0, 2.117582368135751e-22, 0.0, -1.6940658945086007e-21, 1.3552527156068805e-20, 0.0, -2.117582368135751e-22, -1.6940658945086007e-21, 5.421010862427522e-20, -5.421010862427522e-20, 0.0]"
74,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, -8.470329472543003e-22, 2.710505431213761e-20, -4.235164736271502e-22, 0.0, 0.0, -5.421010862427522e-20, -6.776263578034403e-21, 0.0]"
75,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.293955920339377e-23, 0.0, 0.0, -2.710505431213761e-20, 0.0]"
76,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.469446951953614e-18, -8.673617379884035e-19, 0.0, 8.673617379884035e-19, -3.3881317890172014e-21, 0.0, 5.421010862427522e-20, -2.710505431213761e-20, 6.617444900424222e-24, 5.293955920339377e-23, 0.0, 1.0842021724855044e-19, 5.421010862427522e-20, 0.0]"
77,"[0.0, 0.0, 0.0, -3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 0.0, -4.1359030627651384e-25, 5.293955920339377e-23, 0.0, 0.0, 0.0]"
78,"[0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, -1.3877787807814457e-17, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 1.0842021724855044e-19, 0.0, -2.117582368135751e-22]"
79,"[0.0, 0.0, -2.7755575615628914e-17, -8.673617379884035e-19, 0.0, 2.7755575615628914e-17, 2.7755575615628914e-17, 6.938893903907228e-18, -8.673617379884035e-19, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 0.0, 1.0587911840678754e-22, -1.0842021724855044e-19, 1.3552527156068805e-20, 0.0]"
80,"[0.0, 0.0, 0.0, -3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.421010862427522e-20, -3.3881317890172014e-21, 1.6940658945086007e-21, 0.0, 3.308722450212111e-24, -2.117582368135751e-22, -1.6940658945086007e-21, 0.0, -1.6940658945086007e-21, 0.0]"
81,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.551115123125783e-17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, 0.0, 4.235164736271502e-22, -2.710505431213761e-20, -5.421010862427522e-20, 5.293955920339377e-23]"
82,"[0.0, 0.0, 0.0, -2.168404344971009e-19, -1.734723475976807e-18, 0.0, 0.0, -8.673617379884035e-19, -5.421010862427522e-20, 4.336808689942018e-19, -1.0842021724855044e-19, 2.117582368135751e-22, 0.0, 0.0, -4.235164736271502e-22, 1.3234889800848443e-23, 0.0, 0.0, 0.0, 0.0]"
83,"[0.0, 6.938893903907228e-18, 0.0, 8.673617379884035e-19, 0.0, 0.0, 0.0, 0.0, 1.0842021724855044e-19, 0.0, 0.0, 0.0, -5.421010862427522e-20, 1.3552527156068805e-20, 1.3234889800848443e-23, 2.117582368135751e-22, 3.3881317890172014e-21, 0.0, 0.0, 2.117582368135751e-22]"
84,"[0.0, 5.551115123125783e-17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, -1.3552527156068805e-20, -2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
85,"[-3.469446951953614e-18, 1.3877787807814457e-17, 0.0, -5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, -5.421010862427522e-20, -4.336808689942018e-19, 5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 3.3881317890172014e-21, 1.0842021724855044e-19, 0.0, 1.0587911840678754e-22]"
86,"[-5.551115123125783e-17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3234889800848443e-23, 5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, 5.421010862427522e-20, 1.3552527156068805e-20, 1.6940658945086007e-21]"
87,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, 0.0]"
88,"[-5.551115123125783e-17, 0.0, 0.0, -3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, -8.673617379884035e-19, 6.938893903907228e-18, -6.776263578034403e-21, -4.235164736271502e-22, -1.3552527156068805e-20, 1.3552527156068805e-20, -2.117582368135751e-22, 2.6469779601696886e-23, -2.117582368135751e-22, -1.3552527156068805e-20, 2.710505431213761e-20, 0.0]"
