reviewerID,itemID,overall,fine_feature,coarse_feature
ABDR6IJ93HFIO,B00136S106,5.0,[0. 0. 0. 5. 0. 0. 5. 0. 5. 0.],0.5
A2H3JURQZOHVMB,B00137X0HY,5.0,[0. 0. 0. 5. 0. 0. 5. 0. 5. 0.],0.5
A2FLJBM1R6TIWX,B00137ZOAU,5.0,[0. 5. 0. 0. 0. 0. 5. 0. 0. 0.],0.5
A3W527BN42AXN1,B00137ZOAU,5.0,[0.    3.875 0.    3.875 0.    0.    0.    0.    0.    0.   ],0.5
A363HKFJUQ1NHF,B00137ZOAU,5.0,[ 0.  0.  0. -5.  0.  0. -5.  0.  0.  0.],0.5
A27PN5ZRKB631V,B00137ZOAU,5.0,[0.  0.  0.  0.  0.  0.  0.5 0.  0.5 0. ],0.5279503385120677
A1DFFIN4B4TZZO,B00137ZOAU,5.0,[0. 0. 0. 1. 0. 0. 0. 0. 1. 0.],0.5
AARJLW29JSF31,B00138F3BO,5.0,[0. 0. 5. 0. 0. 0. 0. 0. 5. 0.],0.487392134686057
A2EENLV6OQ3DYM,B00138F3BO,4.0,[0. 0. 5. 0. 0. 0. 0. 0. 5. 0.],0.49064902668101834
AQP1VPK16SVWM,B00138F3BO,5.0,[ 0.     0.    -5.     0.     0.     0.     0.     0.    -2.875  0.   ],0.4750679746912367
AQP1VPK16SVWM,B00138F3BO,5.0,[0.    0.    0.    0.    0.    0.    0.    0.    2.125 0.   ],0.49064378779518575
A3QWNQ2WA7QZYJ,B00138F9AO,2.0,[0. 0. 5. 0. 0. 0. 0. 0. 5. 0.],0.5
AS3HWIU95DM6N,B00138FKBW,5.0,[0. 5. 0. 0. 0. 5. 0. 0. 0. 0.],0.5031021651778267
A2HUCN103R7YVM,B00138FP6C,5.0,[0. 0. 0. 5. 5. 0. 5. 0. 0. 0.],0.5031312351047533
AVEXQ8FL5XF4K,B00138FP6C,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5031112237676906
A2STAR1V2N5E2K,B00138FP6C,5.0,[0. 0. 5. 5. 0. 0. 0. 0. 0. 0.],0.5
A2HETVN4KLG3RS,B00138FP6C,5.0,[0. 5. 0. 0. 0. 5. 0. 0. 5. 0.],0.5346259902706896
AVYO0TDE30RHH,B00138G8GI,5.0,[0. 0. 0. 5. 0. 0. 5. 0. 0. 0.],0.5
AUL0KTB72SN5H,B00138G8GI,5.0,[0.    0.875 0.    0.5   0.    0.    0.25  0.    0.    0.   ],0.5
A2TDE7C6G4VD4G,B00138GVOC,5.0,[0. 0. 1. 1. 0. 0. 0. 1. 0. 0.],0.5218540587412739
A1AQ50U64HTLEB,B00138GVOC,5.0,[0.    0.    0.25  1.125 0.    0.    0.    0.25  0.    0.   ],0.4718673046140739
A9Q28YTLYREO7,B00138GYFS,5.0,[0.   0.   0.   0.   0.   0.   0.   0.   1.75 0.  ],0.5155947943979077
A1FD0QVM57YWQE,B00138GYFS,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5648372752662462
A39BQSR4JK3HPG,B00138GYFS,5.0,[ 0.     0.    -0.25   0.     0.     0.     0.     0.    -0.125  0.   ],0.5
ASB9TU1UI2ZZE,B00138GYFS,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5155028815818672
A8C2U9MF4UIF3,B00138GYFS,4.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5062219136454537
A1D9Z43302HLP1,B00138GYFS,5.0,[0. 0. 0. 5. 0. 5. 0. 0. 5. 0.],0.5031083717713135
A1HCCW38EQQBTY,B00138GYFS,4.0,[ 0.     0.     0.     0.     0.     0.    -3.625  0.    -2.875  0.   ],0.5
A1PWJOJV4MRM0O,B00138GYFS,3.0,[0.   0.   0.   0.   0.   0.   0.   0.   3.75 0.  ],0.48744267066430597
A1OOHB5H6DM6Y0,B00138GYFS,5.0,[0.    0.    0.    0.    0.    0.    0.    4.75  3.625 0.   ],0.5093551326868021
AORCXT2CLTQFR,B00138GYFS,4.0,[3.    0.    1.125 0.    0.    0.    0.    0.    1.75  0.   ],0.5
A34FCBJ1359Z68,B00138H3LC,5.0,[0. 0. 5. 5. 0. 5. 0. 0. 5. 0.],0.53734606341744
A1EBQECLEPEZH1,B00138H3LC,4.0,[0. 0. 0. 5. 0. 0. 0. 0. 5. 0.],0.5
A1ZCJH96G7EOFG,B00138H3LC,5.0,[0. 0. 0. 0. 0. 0. 5. 0. 5. 0.],0.5031196968746766
A34DR583EV8ABR,B00138H3LC,5.0,[0.    2.5   0.    2.75  0.    0.    2.625 0.    0.    0.   ],0.5
A2GFYQD27R568G,B00138H3LC,5.0,[0.    0.    0.    0.75  0.    0.    0.625 0.    0.875 0.   ],0.5
A2R6RA8FRBS608,B00138H61Y,5.0,[0. 0. 5. 5. 0. 0. 5. 5. 5. 0.],0.5062387264035133
AQ4B80F0JSBNI,B00138H61Y,5.0,[5. 0. 5. 0. 0. 0. 0. 0. 5. 0.],0.4844371653408768
A1UXMT6XQFZLA1,B00138H61Y,4.0,[ 0.  0. -5.  0.  0.  0. -5. -5. -5.  0.],0.48434716038382536
A1KLZA0GF7H9CV,B00138H7BI,3.0,[0. 0. 5. 0. 0. 5. 0. 0. 5. 0.],0.5
A2IX78SEP2XHA,B00138H7BI,5.0,[0. 0. 0. 0. 0. 0. 5. 5. 0. 0.],0.5
AQ4B80F0JSBNI,B00138H8A8,5.0,[0. 0. 5. 0. 0. 0. 0. 0. 5. 0.],0.48443234976490107
A3TZV5SXQ8F6ST,B00138H8TY,4.0,[0. 0. 5. 0. 0. 0. 5. 0. 0. 0.],0.4968890754261324
AH9H5JS7HDFGA,B00138HM0O,5.0,[ 0.     0.     0.    -2.5    0.     0.     0.     0.    -1.875  0.   ],0.49687348166549267
A19RB4P30YNY6,B00138HM0O,4.0,[0.   0.   0.   0.   0.   2.   0.   0.   2.75 0.  ],0.5
A3QCJ20HB5LXR9,B00138HPZ6,5.0,[0. 0. 0. 0. 0. 0. 5. 0. 0. 0.],0.49686421418821153
A3PDAZMUGYLE22,B00138HSX0,5.0,[0. 0. 0. 5. 0. 0. 0. 0. 5. 0.],0.5
A348GYLVPWT8AK,B00138HSX0,5.0,[ 0.     0.     0.     0.125  0.     0.    -0.75   0.     0.     0.   ],0.5
AQYZYXYDCQPHK,B00138I27G,5.0,[0.  0.  0.  0.  0.  0.  2.5 0.  2.5 0. ],0.49689176111139444
A2M3N6X8OKJA5G,B00138I5NM,5.0,[4. 4. 4. 4. 4. 4. 4. 4. 4. 4.],0.5029945382937023
A16P4QHHIYXG3U,B00138I5NM,5.0,[0.    0.    0.    0.    0.    2.375 0.    0.    0.    0.   ],0.5000497900066817
A19D4GEQH3Q5OU,B00138I5NM,5.0,[4.    3.125 3.125 4.875 3.125 3.125 3.125 3.125 3.125 4.   ],0.503116113563926
AZTB5M4WRKJZ0,B00138I5NM,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.534329095578474
A3NCZFGM3NBDM0,B00138I5NM,4.0,[0. 0. 0. 5. 0. 0. 0. 0. 0. 0.],0.5
A3F7RA4U9CYEY6,B00138I5NM,4.0,[0.    0.    0.    0.625 0.    0.    0.    0.    0.    0.   ],0.5
A2MS8LHVG3PCKQ,B00138ICVW,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5
A1KXSZG2BZX2KT,B00138ICVW,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5648372752662462
A37FU0W2GFN64Y,B00138ICVW,5.0,[0.    0.    0.    0.    0.    0.    0.625 0.    1.    0.   ],0.5
A11HL3KDL0S0AJ,B00138ICVW,5.0,[ 0.    0.    0.    0.    0.   -3.25  0.    0.   -3.75  0.  ],0.49687336742691046
AZS5XDHBR1O6,B00138ICVW,5.0,[0.    0.    0.    2.875 0.    0.    2.5   2.875 0.    0.   ],0.5123546398454576
A3AY8UNEVOEJLI,B00138IF5A,5.0,[0.   0.   0.   0.   0.   0.   1.25 0.   0.   0.  ],0.5
A3U00F26HASSJG,B00138IF5A,5.0,[0. 0. 0. 5. 0. 0. 5. 0. 0. 0.],0.5
A26QX8WJ4K91A9,B00138J3CE,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5314890702162445
A14W8HXP3RM3ZS,B00138J3CE,5.0,[5. 0. 5. 0. 0. 0. 5. 0. 0. 0.],0.5031264913523804
AL3Z1LZXS0Q1U,B00138J3CE,5.0,[0. 0. 5. 0. 0. 0. 5. 0. 0. 0.],0.48441741759550666
A1TC5EBGPW13UJ,B00138J53G,5.0,[0. 5. 5. 0. 0. 0. 5. 0. 5. 0.],0.5
A3FWHXSZSTKFIU,B00138J53G,2.0,[0.   0.   2.25 0.   0.   0.   0.25 0.   1.75 0.  ],0.49067401338579997
A1HPA3P9SASA3L,B00138J5SQ,5.0,[0.    2.875 0.    0.    0.    0.    0.    0.    3.875 0.   ],0.5
A12KG1WB97PFC7,B00138J5SQ,5.0,[0. 5. 0. 5. 0. 0. 5. 0. 5. 5.],0.5031093722869888
A1534MBU6VJXYN,B00138J5SQ,5.0,[0.   0.   5.   0.   0.   0.   3.5  0.   3.75 0.  ],0.4875522799234396
A36EW68H08UOCS,B00138J5SQ,5.0,[0. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.5124611686918441
AKGF27HN0OF19,B00138J5SQ,5.0,[0. 0. 5. 0. 0. 0. 0. 0. 5. 0.],0.48747987071039317
A9Q28YTLYREO7,B00138J5SQ,4.0,[0.    0.    2.    2.125 0.    0.    2.125 0.    1.875 0.   ],0.5062557998641736
AHUT55E980RDR,B00138J5SQ,5.0,[0.    0.    4.125 0.    0.    0.    3.25  0.    2.625 0.   ],0.5062083019143014
A36RS7KTNOBROF,B00138J5SQ,5.0,[0. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.4906847193000595
A2HWD9PTM7RBXN,B00138J5SQ,5.0,[0.    0.    1.5   0.    0.    0.    2.125 0.    3.    0.   ],0.5
ALR35EFI69S5R,B00138J5SQ,5.0,[0. 0. 5. 5. 0. 0. 5. 0. 5. 0.],0.5
AG0MXH62NXCHV,B00138J7EI,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5
A1S2L9211DXHL3,B00138J7EI,5.0,[0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.  ],0.5285542113337195
A1D22OU25XABAK,B00138J7EI,5.0,[ 0.  0. -5.  0.  0.  0. -5.  0. -5.  0.],0.506219387384142
A1U2T71CDVKFRH,B00138J7EI,5.0,[0. 0. 0. 5. 0. 0. 0. 0. 5. 0.],0.5
ANOOQD9XOQWSM,B00138J7EI,4.0,[5. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.49999782571325446
A3DWUM6SN3N3NR,B00138J7EI,5.0,[0.    0.    0.    0.    0.    0.    0.    0.    1.625 0.   ],0.49372727424221874
AWG2O9C42XW5G,B00138J7N4,5.0,[0.    0.    0.    0.375 0.    0.    0.    0.    0.375 0.   ],0.5
A8IFUOL8S9BZC,B00138J7N4,3.0,[ 0.     0.     0.     0.     0.    -3.     0.     0.    -2.625  0.   ],0.5031142556470679
A3RNC9BGR4J1ZF,B00138J7N4,5.0,[0. 5. 0. 0. 0. 5. 5. 0. 0. 0.],0.5
A9Q28YTLYREO7,B00138J7N4,4.0,[0. 0. 0. 0. 0. 0. 5. 0. 5. 0.],0.5
A2582KMXLK2P06,B00138JAD6,3.0,[ 0.     0.    -3.375  0.     0.     0.    -2.5    0.    -3.125  0.   ],0.5
A34Y1FT0MTD7C9,B00138JAD6,4.0,[0. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.5310786947669737
A3TZV5SXQ8F6ST,B00138JAD6,5.0,[5. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.5
AARJLW29JSF31,B00138JAD6,5.0,[ 0.     0.    -0.5    0.     0.     0.     0.     0.    -0.125  0.   ],0.5062243956431937
A2HWD9PTM7RBXN,B00138JAD6,4.0,[0.    0.    0.    0.    0.    0.    2.75  0.    3.125 0.   ],0.4844120864036706
A2WETFLJM0D6R0,B00138JAD6,4.0,[0. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.5
A3H7DVRC2QLH6S,B00138JAD6,5.0,[0.   0.   5.   0.   0.   0.   5.   0.   4.75 0.  ],0.4875127235040841
AFHEGYXMK6HCL,B00138JAD6,5.0,[ 0.     0.     0.     0.     0.     0.     0.     0.    -0.125  0.   ],0.5
A1X4JO8EJ1U5BR,B00138JAD6,4.0,[0. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.5
A3FVAWZNKW9GX,B00138JAD6,5.0,[0. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.5
A3EISFBTLEQC69,B00138JCDO,5.0,[0. 0. 0. 5. 0. 0. 5. 0. 5. 0.],0.5
A1M8AYAL3L8ACP,B00138JCDO,5.0,[0. 0. 0. 5. 0. 0. 5. 0. 5. 0.],0.5
AFNG8O2DXRCUV,B00138JCDO,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 5. 0.],0.506241991315
A3MAHIAEVRJ5W3,B00138JCDO,5.0,[0. 0. 0. 5. 0. 0. 0. 0. 5. 0.],0.5
A28YK7B27X3N0N,B00138JD1U,5.0,[0. 0. 0. 5. 0. 5. 0. 0. 0. 0.],0.5031069704224971
A12XFLHBQUHD6R,B00138JD1U,5.0,[0.    0.5   0.    2.375 0.    0.75  0.    2.    0.    0.   ],0.5
A2I6MHMAZZDCRX,B00138JD1U,5.0,[0.  0.  5.  5.  0.  2.5 5.  0.  5.  5. ],0.49689569430963043
A3IN19C0SSQDTF,B00138K0SA,5.0,[0. 0. 0. 5. 0. 0. 0. 0. 0. 0.],0.5
A1FMDPUQ1OX95F,B00138K0SA,5.0,[0. 0. 0. 5. 0. 0. 5. 0. 5. 0.],0.5
A1GSM5VHNM504E,B00138K0SA,5.0,[0.    0.    0.    0.375 0.    0.    0.    0.    0.    0.   ],0.5
A2BO41VARYGTAC,B00138KHM4,5.0,[0. 0. 5. 5. 0. 0. 0. 0. 5. 0.],0.5
A2SXKZKF92MFKA,B00138KIVE,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 5. 0.],0.5
A15IJJRE725CQY,B00138KIVE,5.0,[ 0.    0.   -0.25  0.    0.    0.    0.    0.   -0.25  0.  ],0.5
A2UR38SZPVA07I,B00138KIVE,5.0,[0. 5. 5. 0. 0. 0. 0. 0. 5. 0.],0.5000049342303867
A3QWNQ2WA7QZYJ,B00138KIVE,4.0,[0. 0. 5. 0. 0. 0. 0. 0. 5. 0.],0.48132247123143035
A2JAKHFYI88ZX0,B00138KJI6,5.0,[0. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.5
A2U49LUUY4IKQQ,B00138KJI6,5.0,[0. 0. 0. 0. 0. 0. 5. 0. 5. 0.],0.48756938549213824
A29TNAVMPYFRDF,B00138KJI6,4.0,[ 0.     0.    -2.625  0.     0.     0.    -3.375  0.    -3.25   0.   ],0.4874356601268687
A1FML9FCUPV6TI,B00138KJI6,4.0,[0. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.5
A3RC3AK8UN89I9,B00138KJI6,5.0,[0. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.5
A1ALPL858XSDE,B00138KJI6,3.0,[0. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.48127666873146474
AQ0SOAVPEB9C1,B00138KJI6,5.0,[0.    0.    0.75  0.75  0.875 0.    1.125 0.    1.    0.   ],0.5093474543576102
A1WBD9UA83TVV0,B00138KL02,5.0,[0. 0. 0. 0. 0. 0. 5. 0. 4. 0.],0.503128322100216
A117WAVHO1WAIE,B00138KL02,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5
ACOL2J5YZD73U,B00138KL02,5.0,[0.    0.    0.    3.625 0.    0.    3.875 4.125 0.    0.   ],0.5
AKI0BEE4STZNM,B00138KL02,5.0,[0. 0. 0. 0. 0. 0. 5. 0. 0. 0.],0.5
A23JVXVEV846FT,B00138KL52,4.0,[0. 0. 0. 5. 0. 0. 5. 0. 0. 0.],0.4968832026251076
A2LB1XU2SP8YH4,B00138KL52,5.0,[0.    0.    0.    4.125 0.    0.    4.125 0.    0.    0.   ],0.5
AZSN1TO0JI87B,B00138KLGG,3.0,[0. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.5
A1BJJVV2B5VLUQ,B00138KLGG,3.0,[0. 0. 5. 0. 0. 0. 0. 0. 5. 0.],0.4875286472162736
A35H0W1ZMY2JL9,B00138KN0A,5.0,[2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75],0.503120225110104
A3VTISI1FU67MP,B00138KN0A,5.0,[1.5 4.5 3.  4.5 3.  3.  3.  1.5 3.  4.5],0.5030942818565259
A129YBX5BVNW2,B00138KN0A,5.0,[5. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.4843809367927893
A3211X76DK0WH6,B00138KN0A,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5184820732893014
AI3TTQMOR04T2,B00138KN0A,5.0,[0.625 0.75  0.75  0.75  0.75  0.75  0.75  0.75  0.75  0.   ],0.4874613144652492
ASB9TU1UI2ZZE,B00138KN0A,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5648372752662462
A3M9WUJ4L5TXXN,B00138KN0A,5.0,[-0.125 -0.125 -0.125 -0.125 -0.125 -0.125 -0.125 -0.125 -0.125 -0.125],0.4968772623943318
A3BXZ1EXCSCCSY,B00138KN0A,5.0,[0.    0.    0.    5.    0.    2.875 0.    0.    5.    0.   ],0.5
A15IFDUA6D146Q,B00138KN0A,5.0,[ 0.    0.    0.    0.    0.    0.   -1.75  0.    0.    0.  ],0.5
A3U3PA6J2XOVFK,B00138KN0A,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 5. 0.],0.5031244235263801
A2582KMXLK2P06,B00138KN0A,5.0,[0. 0. 5. 5. 0. 0. 5. 0. 5. 0.],0.5
A3VZVYWCTGIEV0,B00138KN0A,5.0,[0. 0. 5. 0. 0. 5. 0. 0. 5. 0.],0.4843832799539666
A2WNLX4RDAG9MP,B00138KN0A,4.0,[ 0.  0.  0.  0.  0.  0. -5.  0. -5.  0.],0.5
A2J8WWG4W0OFYQ,B00138KN0A,4.0,[0. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.5186554120045315
AX94XE2KY5WK4,B00138KN0A,5.0,[5. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.5
A3KUC5K5VSJNU9,B00138KN0A,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 5. 0.],0.5124926677075852
A20X9H03PZP4AT,B00138KN0A,4.0,[0. 0. 5. 0. 0. 0. 0. 0. 5. 0.],0.5031084194421784
AL3Z1LZXS0Q1U,B00138KN0A,4.0,[0. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.48440479784148344
A13FBTZ8SO8T3D,B00138KN0A,2.0,[0. 0. 5. 0. 0. 0. 5. 0. 5. 0.],0.5186728883296644
A3MU4GBCBNPPZI,B00138KO8Q,5.0,[0. 0. 0. 5. 0. 0. 5. 0. 0. 0.],0.5188725844171871
A2UGS3IRGZP2Q6,B00138KO8Q,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5315305852580138
A19M90OKJSQPCB,B00138KO8Q,5.0,[0.    0.    1.25  1.625 0.    1.    0.    0.    1.5   0.   ],0.5124500852658737
