reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReviewText
A2UVF8S8G0BOO,B00123NB5K,1,1,5,The Words...the words...the words!!!  Lord I'm Available to You.  How True...how True...how True.  People buy this and you will be blessed.,Lord I 'm Available to You . How True ... how True ... how True . People buy this and you will be blessed .
A2LS62VBEDFX5H,B00123NB5K,1,1,5,"This is an awesome worship song, make sure you are not driving while listening because you may take your hand off of the wheel in worship.","This is an awesome worship song , make sure you are not driving while listening because you may take your hand off of the wheel in worship ."
A3TWHEFZVR8UQR,B00123NB5K,1,1,5,AWESOME FOR PRAISE AND WORSHIP!!!!!,AWESOME FOR PRAISE AND WORSHIP ! ! ! ! !
A3W527BN42AXN1,B00123NB5K,1,1,5,This song sounds great on my Kindle and Roku! I am so glad that I purchased it! It was definitely a great find!,This song sounds great on my Kindle and Roku ! I am so glad that I purchased it ! It was definitely a great find !
A2POJAPUU7VBIZ,B00123NB5K,1,1,4,I have loved this song for many years.  I am going to teach it to the young people I work with.  The message in the words to this song is wonderful.,I have loved this song for many years . I am going to teach it to the young people I work with . The message in the words to this song is wonderful .
A2XEPKL0CTSLV8,B00123NB5K,1,1,5,Love this song. I was glad to have found it at such a great price. Clear sound and instant delivery.,Love this song . I was glad to have found it at such a great price . Clear sound and instant delivery .
A3AY8UNEVOEJLI,B00123NB5K,1,1,5,Very uplifting and inspirational! The words express the True sentiments of my heart and helps to express gratitude to God.,Very uplifting and inspirational ! The words express the True sentiments of my heart and helps to express gratitude to God .
ASAHF5GD4652Q,B00124209M,1,1,4,"Love the song.  It has a very personal meaning to me.  I hope the best for this group.  It's hard to come up with 20 words to review a song, but wanted to give it a thumbs up.","Love the song . It has a very personal meaning to me . I hope the best for this group . It 's hard to come up with 20 words to review a song , but wanted to give it a thumbs up ."
A1CY7L9KUVS9AQ,B00124209M,1,1,5,A Classic!,A Classic !
ALF0HXDJGI984,B00124209M,1,1,5,Love the song,Love the song
A1TECE74I964JG,B00124209M,1,1,5,was looking for this song for a long time and didn't want to buy an album with a bunch of music i didn't want.,was looking for this song for a long time and did n't want to buy an album with a bunch of music i did n't want .
AUPZF5LJ4SXGL,B00124209M,1,1,5,".
...What a tough song! Gets me groov'in good. Wonderfully produced too. It's perfect. I think my favorite Motown tune.",... What a tough song ! Gets me groov'in good . Wonderfully produced too . It 's perfect . I think my favorite Motown tune .
A3T9SAL74D6ORZ,B00124209M,1,1,5,Truly the best of Sam and Dave.  Some of the songs I had never heard.  It is a True discovery of something old yet so fresh.,Truly the best of Sam and Dave . Some of the songs I had never heard . It is a True discovery of something old yet so fresh .
A1BLH6NVH1IH77,B00124209M,1,1,5,I got a great quality song for free.  The amazon mp3 set up works well.  There weren't any problems with the song and it is nice to be able to download it and put on my phone or iTunes with no problems.,I got a great quality song for free . The amazon mp3 set up works well . There were n't any problems with the song and it is nice to be able to download it and put on my phone or iTunes with no problems .
AHTR6T2RRCFGG,B0012422HM,1,1,5,"Remembering songs I like from the past is a refeshing hobby. So glad this tune was available which combines the soaring harmonies from the 60's, the naive love  sentiments of the 70's and the chugging guitars from the 80's.  I wish Diesel had been around longer.","Remembering songs I like from the past is a refeshing hobby . So glad this tune was available which combines the soaring harmonies from the 60 's , the naive love   sentiments of the 70 's and the chugging guitars from the 80 's . I wish Diesel had been around longer ."
AVQ8K16S367DC,B0012422HM,1,1,4,A classic piece of pop music.,A classic piece of pop music .
A1OD0H9E5Y1PFL,B0012422HM,1,1,5,"This song came out when I was in high school and I fell in love with it. I still love it. It's a very up-tempo song with a memorable guitar riff and fun lyrics that tell the story of a road trip on the California Coast in an old Rambler: ""I'll have a burger and a root beer. You feed the heap some other grade."" I don't know how this didn't become a bigger hit when it was first released. But, almost as soon as this song was released, it disappeared along with the band that recorded it. Hard to believe this wasn't even an American band! They captured the feel of the American road trip perfectly. This is one of those songs that belongs on everyone's Summer Vacation mix tape. Or flash drive.","This song came out when I was in high school and I fell in love with it . I still love it . It 's a very up - tempo song with a memorable guitar riff and fun lyrics that tell the story of a road trip on the California Coast in an old Rambler : "" I 'll have a burger and a root beer . You feed the heap some other grade . "" I do n't know how this did n't become a bigger hit when it was first released . But , almost as soon as this song was released , it disappeared along with the band that recorded it . Hard to believe this was n't even an American band ! They captured the feel of the American road trip perfectly ."
AY9F4V8LXWG5H,B0012422HM,-1,1,5,"This song could have been written for me,describes my 20s in California,I also had a Rambler,had great memories in that car..","This song could have been written for me , describes my 20s in California , I also had a Rambler , had great memories in that car .."
A2JOTTF0HLND3J,B00124675A,1,1,4,"this was a good song , thanks for selling it to me, I really appreciate that , i am out of words to write about a song.","this was a good song , thanks for selling it to me , I really appreciate that , i am out of words to write about a song ."
A1E39J0734IR7O,B00124675A,1,1,5,"I'd never heard this song before Fringe set me onto it, but I'm very glad that it did. The emotive writing combined with the cautiously-tempoed synth sounds create a swelling sense of bittersweet love. The vocals and lyrics work exceedingly well together.
A quiet, unassuming song that packs an emotional punch, ""Only You"" is certainly worth the dollar.","I 'd never heard this song before Fringe set me onto it , but I 'm very glad that it did . The emotive writing combined with the cautiously - tempoed synth sounds create a swelling sense of bittersweet love . The vocals and lyrics work exceedingly well together . A quiet , unassuming song that packs an emotional punch , "" Only You "" is certainly worth the dollar ."
A3EMC1ZSVGEQV6,B001246EMG,1,1,5,"Betty wright really put the words together when she made this hit.  I like the melodies and I love the way she sang this song.  If you are having a party include this song, your guest will love it.","Betty wright really put the words together when she made this hit . I like the melodies and I love the way she sang this song . If you are having a party include this song , your guest will love it ."
A1ZZEUGRKGZWHV,B001246EMG,1,1,5,Not a big record in the 70s but the story in the song was just like Do You Think I'm Sexy by Rod Stewart.,Not a big record in the 70s but the story in the song was just like Do You Think I 'm Sexy by Rod Stewart .
A1W72T6SHROEKK,B001246EMG,1,1,5,I really enjoyed listening to the song.  It was of good quality.  I have no issues with the song at all.,I really enjoyed listening to the song . It was of good quality . I have no issues with the song at all .
A14RCZXAW50QR1,B001246D68,1,1,5,great stuff. I love all of the songs on their albums and now have put some songs into my phone while working out,great stuff . I love all of the songs on their albums and now have put some songs into my phone while working out
A10UTU9R2B8RXX,B001241XMW,1,1,4,"It's a timeless recording with a good beet and is fun to liaison  to.

It just get you moving.

The end",It 's a timeless recording with a good beet and is fun to liaison   to . It just get you moving .
A135GWMXMTR58Z,B001241XMW,1,1,5,. Another great old song from long ago that is on my Sansa fuze to enjoy daily at work. The old songs when music was great,Another great old song from long ago that is on my Sansa fuze to enjoy daily at work . The old songs when music was great
A1LZI8DHP269OI,B001241XMW,1,1,5,A great song at a great price! I am glad that I have the option of buying individual songs when I do not want the entire CD.,A great song at a great price ! I am glad that I have the option of buying individual songs when I do not want the entire CD .
A3C82GUNZRFDYS,B001241XMW,1,1,5,"I've always loved this song and I love the fact that most of Amazon's songs are only .99 each, so I don't have to buy the entire album and get songs I either don't like or have never heard of.","I 've always loved this song and I love the fact that most of Amazon 's songs are only .99 each , so I do n't have to buy the entire album and get songs I either do n't like or have never heard of ."
A1NX6Q69CGSKWJ,B001246EMG,1,1,5,I love my music and enjoy listening to Ole school classics,I love my music and enjoy listening to Ole school classics
A2XW0VLIYEOIFU,B001246EMG,1,1,5,A song that expresses a particular time,A song that expresses a particular time
A24SAA1Y7UULLT,B001246EMG,1,1,5,Love it,Love it
A3TRP6BX0XNMQQ,B001246EMG,1,1,5,"Oh Betty Wright, you put the right song out and if no one read the words to the song please do because listen to the beat and sound is not where you will find the most enjoyable moments it the words. I feel this song in my Spirit. Thanks for being in my life.","Oh Betty Wright , you put the right song out and if no one read the words to the song please do because listen to the beat and sound is not where you will find the most enjoyable moments it the words . I feel this song in my Spirit . Thanks for being in my life ."
A1MI46XAY6E12J,B001246EMG,1,1,5,This is among my best songs ever.,This is among my best songs ever .
A2TXKUC8SN53H7,B001246EMG,1,1,5,Who doesn't love this song,Who doesn't love this song
A11S5SJ4KLRKAY,B001246EMG,1,1,4,good,good
A37GS42RCEAL1R,B001246EMG,1,1,5,IT SOUND GREAT WITH SURROUND SOUND SYSTEM. IT BRING BACK GOOD TIME CHILDHOOD MEMORIES. I CRANK THIS UP AT DINNER  BY THE FIREPLACE,IT SOUND GREAT WITH SURROUND SOUND SYSTEM . IT BRING BACK GOOD TIME CHILDHOOD MEMORIES .
AY1PQIT8STNIU,B00124675A,1,1,4,Another classic from the 80s. This group was always fun to listen to and made some great alternative classics.  Good song to bring back memories.,Another classic from the 80s . This group was always fun to listen to and made some great alternative classics . Good song to bring back memories .
A27C7RIOTMMN2O,B00124675A,1,1,5,"Love this song,  Berings me back to an easier type of life.  My girlfriend says it was from Yazoo, and I thought iit came from Upstairs at Erics.  Turns we were both right.  Wish more of this type of work existed.","Love this song ,   Berings me back to an easier type of life . Turns we were both right . Wish more of this type of work existed ."
A130CGBPROCR7X,B00124675A,1,1,5,I've loved this song since the Chocolate War. It really gave such a heart wrenching mood to the movie. Its been one song that has inspired many in my family from the lyrics to the melody. May I always remember Yaz for this unique song.,I 've loved this song since the Chocolate War . It really gave such a heart wrenching mood to the movie . Its been one song that has inspired many in my family from the lyrics to the melody . May I always remember Yaz for this unique song .
A1ISYVPFV83QRO,B00124675A,1,1,5,"I won't lie.  This is a bit of a generic song review.  But what I can say about "" Only You "" is that as an older consumer of classic rock from the 80's and such, (and a few other music genre's from then), I do find this piece a rather agreeable tune and enjoy it every time it comes up on my mp3 player!","I wo n't lie . This is a bit of a generic song review . But what I can say about "" Only You "" is that as an older consumer of classic rock from the 80 's and such , ( and a few other music genre 's from then ) , I do find this piece a rather agreeable tune and enjoy it every time it comes up on my mp3 player !"
ADIVQNX8A9CE,B001246EY4,1,1,5,Compulsively catchy cover,Compulsively catchy cover
A2BI1J9N33EOY0,B001246EY4,1,1,5,Good Song!,Good Song !
A338M1E0MGIMEW,B001246EY4,1,1,5,What can I say............Love Talking Heads.,Love Talking Heads .
A7TZ1KOGA4A01,B001246EY4,1,1,5,"What a great song.  I love the Talking Heads anyway.  I didn't care for many punk bands but some just hit the groove and they did in a big way.  Great song for your music collection and money well spent.  Your friends and pets will thank you for buying this one.

My cat Sammy is a jazz nut and she goes crazy when I play this she absolutely loves it who knew it would be such a big crossover hit?",What a great song . I love the Talking Heads anyway . I did n't care for many punk bands but some just hit the groove and they did in a big way . Great song for your music collection and money well spent . Your friends and pets will thank you for buying this one . and she goes crazy when I play this she absolutely loves it who knew it would be such a big crossover hit ?
A2W4LX7D3GPIXH,B001246EY4,1,1,5,I love this song. Wasnt written by Talking Heads but I like there version better. As with all songs theres always memories attached to them. I would recommend this song to everyone.,I love this song . but I like there version better . As with all songs there s always memories attached to them . I would recommend this song to everyone .
A29V7E1TFYXKJ,B00124259C,1,1,5,"George Benson.....what can I say, to me he is one of the greatest guitar players of all times.","George Benson ..... what can I say , to me he is one of the greatest guitar players of all times ."
A2A74CNTYX43P0,B00124259C,1,1,5,"This album's signature song  by one of the most under valued, talented artist in jazz --George Benson, represents his first excursion into singing with his own guitar accompaniment. It is still wonderful 30s later.","This album 's signature song   by one of the most under valued , talented artist in jazz --George Benson , represents his first excursion into singing with his own guitar accompaniment . It is still wonderful 30s later ."
A1V4ELGD6RXF5U,B00124259C,1,1,5,Have always loved this song!,Have always loved this song !
AWPT20KU9H1DO,B00124259C,1,1,4,Loved this song for 20 years.,Loved this song for 20 years .
A3G29YZA25BVIC,B00124259C,1,1,5,I love Jazz and George Benson is my favorite!!!,I love Jazz and George Benson is my favorite ! ! !
A3N22RBD5CDV2U,B00124259C,1,1,5,this is one of my favorite George Benson songs. Just love the guitar playing and the lyrics to the song...they ring so True.,this is one of my favorite George Benson songs . Just love the guitar playing and the lyrics to the song ... they ring so True .
A2FBMZEDWA8VWS,B0012468WC,1,1,5,I fell in love with George Benson  back in the 70s with Weekend in LA after that I was hooked. Got to see him in concert once but the way he plays his guitar  is so moving.  Yes he sings too but the guitar is the best,I fell in love with George Benson   back in the 70s with Weekend in LA after that I was hooked . Got to see him in concert once but the way he plays his guitar   is so moving . Yes he sings too but the guitar is the best
A21CNVRNNSWB95,B0012468WC,1,1,5,Breezin is like my favorite instrumental songs by GB just love it and the whole cd and album he is the best,Breezin is like my favorite instrumental songs by GB just love it and the whole cd and album he is the best
AZX7GXLU4FLAI,B0012468WC,1,1,5,This song is so smooth and relaxing.  It brings a smile to my face each time I hear it.  You should enjoy it.,This song is so smooth and relaxing . It brings a smile to my face each time I hear it . You should enjoy it .
A108SSM7YMMTOM,B0012468WC,1,1,5,"This is a perfect theme song for my sons sailboat. I gave his boat the name ""Breezin"" because my sailboats name was ""Gust-o"". George Benson's Breezin is the perfect background music for sailing.",This is a perfect theme song for my sons sailboat . George Benson 's Breezin is the perfect background music for sailing .
A3W4ZHXHWZFWW5,B0012468WC,1,1,5,Beautiful song for work or driving. Excellent guitar. Nice memories.,Beautiful song for work or driving . Excellent guitar . Nice memories .
A2P21XRZ1SB8X3,B0012468WC,1,1,5,What's not to love?,What 's not to love ?
A2NRBOWFEO19S8,B0012468WC,1,1,5,As good as it gets.,As good as it gets .
AZ5WZ0KJKPFLC,B0012468WC,1,1,5,The greatest soft-core jazz instrumental ever.,The greatest soft - core jazz instrumental ever .
A3U6W30C8NV11Y,B0012468WC,1,1,5,WHAT MORE CAN I SAY. I WOULD RECOMMEND IT TO OTHERS. JUST TOP NOTCH. I MUST SHARE ON SOCIAL MEDIA.,WHAT MORE CAN I SAY . I WOULD RECOMMEND IT TO OTHERS . JUST TOP NOTCH . I MUST SHARE ON SOCIAL MEDIA .
A1W7PI1T3JT7V0,B0012468WC,1,1,4,"Simply beautiful, mellow and puts me in a relaxed mood, especially in the evening when I'm winding down after a long day. An old favorite that continues to reverberate even when I finish listening to it. You go, George Benson, cause you still GOT IT!","Simply beautiful , mellow and puts me in a relaxed mood , especially in the evening when I 'm winding down after a long day . An old favorite that continues to reverberate even when I finish listening to it . You go , George Benson , cause you still GOT IT !"
A39VP8I0ATNCB1,B0012468WC,1,1,5,I love this song! Excellent quality recording. And now it's a part of my music library.,I love this song ! Excellent quality recording . And now it 's a part of my music library .
ASEH02I5697XU,B0012468WC,1,1,5,"this is one of George bensons greatest and well known cuts,it is a laid back old school jam, check this cut ,you won't be disappointed!!!!!","this is one of George bensons greatest and well known cuts , it is a laid back old school jam , check this cut , you wo n't be disappointed ! ! ! ! !"
A141DA1U38BDQD,B001244AOU,1,1,4,"If you want one Assoc. song, thuis is it. While Cherish and Windy were sweet and breezy(some pun intended), ther first hit
""Along Comes Mary"" is the best evidence of their talents. The opening bars are enchanting and the recorder solo in the middle a nice break. Of course, their harmonies were great, they just were a little too ""sugary"" for the times. I like this song better now than when it came out. I'd give it 4.5 starts if I could.","If you want one Assoc . song , thuis is it . While Cherish and Windy were sweet and breezy(some pun intended ) , ther first hit 
 "" Along Comes Mary "" is the best evidence of their talents . The opening bars are enchanting and the recorder solo in the middle a nice break . Of course , their harmonies were great , they just were a little too "" sugary "" for the times . I like this song better now than when it came out ."
A2Z7LPEYZHQ68O,B001248AOG,1,1,5,"This song still sounds soooo good, so smooth, and makes me feel like I'm ""breezin'""! Other artists have recorded this, but none have been able to touch this version. This is George Benson at his best.","This song still sounds soooo good , so smooth , and makes me feel like I 'm "" breezin ' "" ! Other artists have recorded this , but none have been able to touch this version . This is George Benson at his best ."
A32SJM5GPNG5QL,B0012464K8,1,1,4,"This song was the first song I ever saw on a music video back in the 70s . . . Chicago was just beginning their run of hits . . . still sounds just as great except now listening to it comes with a lot of great memories.  I think I'm gonna buy the greatest hits album.  I used to have it on vinyl, but gave it to #2 son.  MP3 is nice, but you can't beat the richness of the real stuff . . . recommend it to everyone.","This song was the first song I ever saw on a music video back in the 70s . . . Chicago was just beginning their run of hits . . . still sounds just as great except now listening to it comes with a lot of great memories . I think I 'm gon na buy the greatest hits album . MP3 is nice , but you ca n't beat the richness of the real stuff . . . recommend it to everyone ."
A2WT86IPK92CM0,B001246G5G,1,1,5,i started one day thinking about my wife this song came to my mind.iwent to music on my kindle fire and found it.it brought back memories i have been listening to it since thanks tommy a.,i started one day thinking about my wife this song came to my mind.iwent to music on my kindle fire and found it.it brought back memories i have been listening to it since thanks tommy a.
ALXIVAK87QUW,B001248ABY,1,1,5,LOVE IT,LOVE IT
AZFQLN535W4VT,B001248ABY,1,1,5,MY SECOND FAVORITE SONG EVER !!!!!!,MY SECOND FAVORITE SONG EVER ! ! ! ! ! !
A2R31VG8FY9S3W,B001248ABY,-1,1,4,"Another remake!! And one I wouldn't have bought IF we had more time to preview before buying. If you're looking for the original, this is not the one for you.","And one I would n't have bought IF we had more time to preview before buying . If you 're looking for the original , this is not the one for you ."
A2XBMGETQRI2SG,B001248ABY,1,1,5,I love this song. ;),I love this song .
AJI7Q53V06VPR,B001248ABY,1,1,5,Love it. Alexa added it to my music. I love Alexa (Echo) she does everything I ask her to!!!,Love it . I love Alexa ( Echo ) she does everything I ask her to ! ! !
A2NOPEELVIMMF4,B001248ABY,1,1,5,great song!!,great song ! !
A3QOB77NSEHGDB,B001248ABY,1,1,5,golden oldie for those of us who appreciate the music of the 60s and 70s,golden oldie for those of us who appreciate the music of the 60s and 70s
A1RWK72VF89I3R,B001248ABY,-1,1,4,"Tommy James was co-writer on the song, as it wasn't a great big hit, it did receive quite a bit of air time on radios.","Tommy James was co - writer on the song , as it was n't a great big hit , it did receive quite a bit of air time on radios ."
A3GJ6CFWN47N0U,B001248ABY,1,1,5,I remember hearing this song from when I was a child to a full grown adult. I never knew who sang this song until now. It is part of my library.,I remember hearing this song from when I was a child to a full grown adult . I never knew who sang this song until now .
A3NNO32KVSYJTO,B001248ABY,1,1,5,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Tighter-Tighter-LP-Version/dp/B001248ABY/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Tighter, Tighter (LP Version)</a>&nbsp;I absolutely love this song. The band is tight and the mood is  right.
Whenever I hear it I remember Fort Sill, Oklahoma; my first posting after Vietnam. Many memories.","< a data - hook=""product - link - linked "" class=""a - link - normal "" href=""/Tighter - Tighter - LP - Version / dp / B001248ABY / ref = cm_cr_arp_d_rvw_txt?ie = UTF8"">Tighter , Tighter ( LP Version)</a>&nbsp;I absolutely love this song . The band is tight and the mood is   right . Whenever I hear it I remember Fort Sill , Oklahoma ; my first posting after Vietnam . Many memories ."
A183A7K0KUL7DS,B0012486CM,1,1,5,love it!,love it !
A2DC7EBSBUVUQ,B0012486CM,1,1,5,This is one of those songs I can hear over and over again and still enjoy it whenever I choose to listen.,This is one of those songs I can hear over and over again and still enjoy it whenever I choose to listen .
AZ741XAKITJXJ,B0012444RI,1,1,5,"One hit wonder, but what a hit. Perfect top down road song.","One hit wonder , but what a hit . Perfect top down road song ."
AJNFQI3YR6XJ5,B0012444RI,1,1,5,"To my ""Drive Your Car"" playlistto date this one is over 10 hours longgreat on L-O-N-G Road TripsHit The Gas!","To my "" Drive Your Car "" playlistto date this one is over 10 hours longgreat on L - O - N - G Road TripsHit The Gas !"
AI2WD20YMB1TS,B0012444RI,-1,1,5,"to cruise by in the early 1970's.  I remember liking this song along with Chicago, BS&T and the Buckinghams.  Rock with Brass was the big thing then.","to cruise by in the early 1970 's . I remember liking this song along with Chicago , BS&T and the Buckinghams . Rock with Brass was the big thing then ."
A1VZDPPHLYZ0KB,B0012444RI,1,1,5,Perfect classic rock 70s song. I remember hearing this song as a youngster and falling in love with the beat!,Perfect classic rock 70s song . I remember hearing this song as a youngster and falling in love with the beat !
A2P609QV56ATS6,B0012444RI,-1,1,5,You are,
A27MY21JLR2UG8,B0012444RI,-1,1,5,"This song STILL sounds great.  I wonder if any Blood Sweat & Tears and/or Chicago horn section guys participated during the recording session that made the final cut?

WFN

Las Vegas, NV  USA","This song STILL sounds great . I wonder if any Blood Sweat & Tears and/or Chicago horn section guys participated during the recording session that made the final cut ? 

 WFN 

 Las Vegas , NV   USA"
A3H3RHSUWQK5J6,B0012444RI,1,1,4,"Love this old classic rock song from... a long time ago. Still rocks in my mind. The lead guitar licks are simple and the lead vocals gruff, but that was a style, used more by Steppenwolf than this band.","Love this old classic rock song from ... a long time ago . Still rocks in my mind . The lead guitar licks are simple and the lead vocals gruff , but that was a style , used more by Steppenwolf than this band ."
A16P4QHHIYXG3U,B0012444RI,1,1,5,"Wouldn't have got it if I didn't like it, right?","Would n't have got it if I did n't like it , right ?"
AE51IBCJ1LQQD,B001248CEY,1,1,5,"If you like music of this era, then you already know Ambrosia is a great group with good hits. Enough said","If you like music of this era , then you already know Ambrosia is a great group with good hits . Enough said"
A1QRL9ZS1SQSDE,B001248CEY,1,1,4,Pretty oldie but goodie. Added to my collection. A nice song to listen to with your main sqeeze. Good one.,Pretty oldie but goodie . A nice song to listen to with your main sqeeze . Good one .
A1AE30N6T82H9F,B001248CEY,1,1,5,Heartfelt and romantic!,Heartfelt and romantic !
A39P9MWS8L0FZH,B001248CEY,1,1,5,As good as an MP3 gets.,As good as an MP3 gets .
A27A6LA8GZRPHA,B001248CEY,1,1,5,An amazing band and this song was one of their most popular songs. Amazing Harmonies and beautifully blended.  Strong and easy feel to the music...beautiful.,An amazing band and this song was one of their most popular songs . Amazing Harmonies and beautifully blended . Strong and easy feel to the music ... beautiful .
A2LDEDOQZH3VTP,B001248CEY,1,1,5,Great Music!,Great Music !
A2DZ4K9AILGEGS,B001248CEY,1,1,5,"This is my absolute favorite song from my youth. This remastered version retains everything I loved about my original 45. Yep, still my favorite.","This is my absolute favorite song from my youth . This remastered version retains everything I loved about my original 45 . Yep , still my favorite ."
A17Z9QGYK16B0I,B001248AGY,1,1,4,"I was looking for this song in Record Stores but they only have un used 45rpm format and doesn't sound clean. Amazon has this mp3 version with oustanding quality. I totally recomend this song, if you're oldies lover you won't be disappointed.","I was looking for this song in Record Stores but they only have un used 45rpm format and does n't sound clean . Amazon has this mp3 version with oustanding quality . I totally recomend this song , if you 're oldies lover you wo n't be disappointed ."
A2R7E8HSE7NQEO,B001248AGY,1,1,5,"Despite being born in 1958, when Doo Wop was giving way to rock and roll, I've developed a fondness for it as I get older.  These guys knew how to sing, and they did it without any gimmicks using nothing but their voices.  You've got to admire that.","Despite being born in 1958 , when Doo Wop was giving way to rock and roll , I 've developed a fondness for it as I get older . These guys knew how to sing , and they did it without any gimmicks using nothing but their voices . You 've got to admire that ."
AF9NWZ4SJ5ZUU,B00124AI4Q,1,1,5,Love it!,Love it !
A2FLSJZK0LODO,B00124AI4Q,1,1,5,Love song!,Love song !
A2TQD6R721TBOJ,B00124ACGA,1,1,5,"And, I love being able to purchase all these songs. It reminds me of the old days when we paid 30-cents for a single-45 record. You only bought the songs you liked, *vbs*.","And , I love being able to purchase all these songs . It reminds me of the old days when we paid 30 - cents for a single-45 record . You only bought the songs you liked , * vbs * ."
A31NO3OFLIPWMT,B00124ACGA,1,1,5,"I can't say anything bad about this recording.  It's one of those old songs that makes you say ""they just don't make 'em like that anymore.
First rate singing, and instrumentals.  I love the use of the musette (French accordion) in the background.  The tune is haunting, the singing effortless, my only regret is that the recording is in mono.  Definitely worth it.","I ca n't say anything bad about this recording . It 's one of those old songs that makes you say "" they just do n't make 'em like that anymore . First rate singing , and instrumentals . I love the use of the musette ( French accordion ) in the background . The tune is haunting , the singing effortless , my only regret is that the recording is in mono . Definitely worth it ."
A3L1ROLIXTWOLI,B001248CF8,1,1,5,great song great voice,great song great voice
