ID,Array
10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 1.6543612251060553e-24, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, 2.710505431213761e-20, 0.0, 0.0]"
11,"[0.0, -1.0587911840678754e-22, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.117582368135751e-22, 1.0587911840678754e-22, -2.6469779601696886e-23, 2.117582368135751e-22, 1.6940658945086007e-21, 0.0, 6.617444900424222e-24, -4.235164736271502e-22, -8.470329472543003e-22, 1.3552527156068805e-20]"
12,"[0.0, 8.470329472543003e-22, 1.0587911840678754e-22, -4.1359030627651384e-25, 0.0, 2.6469779601696886e-23, 2.117582368135751e-22, 0.0, 0.0, 2.117582368135751e-22, 0.0, 1.6940658945086007e-21, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0]"
13,"[0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, 8.470329472543003e-22, 0.0, 1.6940658945086007e-21, 2.710505431213761e-20, -1.6940658945086007e-21]"
14,"[3.3881317890172014e-21, 2.710505431213761e-20, 6.776263578034403e-21, 0.0, 3.3881317890172014e-21, 1.3552527156068805e-20, 5.421010862427522e-20, 0.0, 1.3552527156068805e-20, 0.0, -1.3552527156068805e-20, 0.0, -4.235164736271502e-22, -1.6940658945086007e-21, -1.6940658945086007e-21, -6.776263578034403e-21, 2.117582368135751e-22, 0.0, -8.470329472543003e-22, -1.6940658945086007e-21]"
15,"[1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 4.336808689942018e-19, 4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, 0.0, 0.0, 0.0, 4.235164736271502e-22, 1.3234889800848443e-23, 1.6940658945086007e-21, 0.0, 0.0]"
16,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6469779601696886e-23, 0.0, -1.6940658945086007e-21, 4.235164736271502e-22, 1.3234889800848443e-23, -6.776263578034403e-21, 2.6469779601696886e-23, 0.0, -8.470329472543003e-22]"
17,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 0.0, 1.0587911840678754e-22, 0.0, 2.6469779601696886e-23, 0.0, 0.0, -3.3881317890172014e-21, 1.3552527156068805e-20, 1.6940658945086007e-21]"
18,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.293955920339377e-23, 1.6940658945086007e-21, 0.0, -6.776263578034403e-21, 0.0, -4.235164736271502e-22, 6.617444900424222e-24]"
19,"[1.6940658945086007e-21, 0.0, 0.0, 2.117582368135751e-22, 0.0, 0.0, 0.0, 8.470329472543003e-22, -1.3234889800848443e-23, 0.0, 4.235164736271502e-22, 0.0, 1.0587911840678754e-22, -1.3552527156068805e-20, 2.117582368135751e-22, 1.6940658945086007e-21, 3.3881317890172014e-21, 1.6940658945086007e-21, 0.0, 0.0]"
20,"[5.421010862427522e-20, 0.0, 0.0, -5.421010862427522e-20, 0.0, 5.421010862427522e-20, 0.0, 5.421010862427522e-20, -5.421010862427522e-20, -2.168404344971009e-19, 0.0, 0.0, 1.0587911840678754e-22, 0.0, 0.0, 0.0, -4.235164736271502e-22, 0.0, 0.0, 0.0]"
21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 0.0, 1.3552527156068805e-20, -3.3881317890172014e-21, -3.3881317890172014e-21, 0.0, 0.0, -6.776263578034403e-21, 0.0]"
22,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, -1.3552527156068805e-20, 0.0, -1.6940658945086007e-21, -3.3881317890172014e-21, 8.470329472543003e-22, -2.6469779601696886e-23, -1.3552527156068805e-20, 0.0, -2.117582368135751e-22]"
23,"[0.0, 0.0, -6.776263578034403e-21, 0.0, 0.0, 0.0, -2.168404344971009e-19, 0.0, 0.0, 0.0, -3.308722450212111e-24, 0.0, 1.3234889800848443e-23, 0.0, 0.0, 2.6469779601696886e-23, 0.0, -3.3881317890172014e-21, -1.0587911840678754e-22, 0.0]"
24,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 2.117582368135751e-22, 0.0, 0.0, 3.3881317890172014e-21, -1.6940658945086007e-21, 0.0, 0.0, -5.293955920339377e-23, 0.0]"
25,"[2.710505431213761e-20, 2.168404344971009e-19, 0.0, 0.0, 0.0, 1.0842021724855044e-19, 4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, -2.6469779601696886e-23, 0.0, 1.0587911840678754e-22, 0.0, 0.0, -6.776263578034403e-21, -1.0587911840678754e-22, 1.6940658945086007e-21, 0.0]"
26,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 2.710505431213761e-20, 0.0, 0.0, 0.0]"
27,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3234889800848443e-23, 0.0, -2.117582368135751e-22, 0.0, -1.3552527156068805e-20, 3.308722450212111e-24, 0.0, -1.3552527156068805e-20, -2.6469779601696886e-23, 0.0]"
28,"[0.0, 0.0, 0.0, 1.3552527156068805e-20, 0.0, -4.336808689942018e-19, 0.0, 0.0, 0.0, 2.710505431213761e-20, -3.3881317890172014e-21, -5.293955920339377e-23, 0.0, 1.6940658945086007e-21, 0.0, 3.3881317890172014e-21, 3.3881317890172014e-21, -1.0587911840678754e-22, -1.3552527156068805e-20, -8.470329472543003e-22]"
29,"[0.0, 0.0, 5.421010862427522e-20, 0.0, 0.0, 4.336808689942018e-19, 0.0, 0.0, 0.0, 4.336808689942018e-19, 0.0, 0.0, -8.271806125530277e-25, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0]"
30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, -4.1359030627651384e-25, 0.0, 1.6940658945086007e-21, 0.0, -6.776263578034403e-21]"
31,"[0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, 3.3881317890172014e-21, 0.0, -1.0842021724855044e-19, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 8.470329472543003e-22, 0.0, 0.0, 3.3881317890172014e-21]"
32,"[0.0, 0.0, 0.0, 3.3881317890172014e-21, 0.0, 0.0, 3.3881317890172014e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, -4.235164736271502e-22, 1.6940658945086007e-21, -3.3881317890172014e-21, 1.6940658945086007e-21, 0.0]"
33,"[0.0, -4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, 0.0, 3.3881317890172014e-21, 8.470329472543003e-22, 6.776263578034403e-21, -5.293955920339377e-23, 2.0679515313825692e-25, 6.776263578034403e-21, -3.3881317890172014e-21, 0.0]"
34,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 1.6940658945086007e-21, -8.470329472543003e-22, -1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0]"
35,"[-2.168404344971009e-19, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6469779601696886e-23, 0.0, 0.0, -6.776263578034403e-21, 0.0, -6.776263578034403e-21, 0.0]"
36,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.336808689942018e-19, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 1.6940658945086007e-21, 0.0, 6.776263578034403e-21, 0.0, -2.710505431213761e-20, -4.235164736271502e-22, -2.6469779601696886e-23, -4.235164736271502e-22, 0.0]"
37,"[0.0, -6.776263578034403e-21, 0.0, 0.0, 0.0, -2.710505431213761e-20, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, -1.6940658945086007e-21, 4.235164736271502e-22, 0.0, -1.3234889800848443e-23, 1.3552527156068805e-20, 0.0, 0.0, 3.3881317890172014e-21, -2.117582368135751e-22]"
38,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, 0.0, 0.0, -4.1359030627651384e-25, -4.235164736271502e-22, -3.3881317890172014e-21, 0.0, -4.235164736271502e-22, 0.0, 0.0]"
39,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, -8.470329472543003e-22, -1.6940658945086007e-21, -6.776263578034403e-21, 6.617444900424222e-24, -6.776263578034403e-21, 8.470329472543003e-22, 0.0, 0.0, 1.6940658945086007e-21]"
40,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0]"
41,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, -2.6469779601696886e-23, 0.0, 1.0587911840678754e-22, 0.0, 0.0, 0.0, 0.0]"
42,"[8.673617379884035e-19, 4.336808689942018e-19, 0.0, 1.0842021724855044e-19, 0.0, 4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 5.293955920339377e-23, -8.271806125530277e-25, 0.0, 0.0, -5.293955920339377e-23, 8.271806125530277e-25, 0.0, -1.3552527156068805e-20, 1.6543612251060553e-24]"
43,"[5.421010862427522e-20, 1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, 0.0, 1.3552527156068805e-20, -4.235164736271502e-22, 0.0, -2.117582368135751e-22, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 1.3234889800848443e-23]"
44,"[0.0, 0.0, 2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, 2.6469779601696886e-23, 0.0, 0.0, 0.0]"
45,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.271806125530277e-25, -3.308722450212111e-24, 0.0, 0.0, -1.6940658945086007e-21, 0.0, -8.470329472543003e-22, 0.0, 0.0]"
46,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, -2.117582368135751e-22, 0.0, 1.6940658945086007e-21, 1.6940658945086007e-21, -6.776263578034403e-21, -6.776263578034403e-21, 8.470329472543003e-22]"
47,"[0.0, 0.0, 0.0, -5.421010862427522e-20, 0.0, 1.0842021724855044e-19, 0.0, 0.0, 0.0, 2.5849394142282115e-26, 0.0, -1.6940658945086007e-21, 8.271806125530277e-25, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 6.776263578034403e-21, 0.0, -8.470329472543003e-22]"
48,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.617444900424222e-24, -4.235164736271502e-22, 0.0, 2.117582368135751e-22, 6.776263578034403e-21, 0.0, 0.0, -6.776263578034403e-21, 2.117582368135751e-22, -1.6940658945086007e-21]"
49,"[0.0, 4.336808689942018e-19, 2.168404344971009e-19, 0.0, 1.0842021724855044e-19, 0.0, -5.421010862427522e-20, 6.776263578034403e-21, 1.3552527156068805e-20, 0.0, 2.6469779601696886e-23, -1.3552527156068805e-20, 0.0, 0.0, 0.0, -4.235164736271502e-22, 4.235164736271502e-22, -6.617444900424222e-24, 0.0, 0.0]"
50,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 3.3881317890172014e-21, 8.470329472543003e-22, 0.0, 0.0, 4.235164736271502e-22, 6.776263578034403e-21, 0.0]"
51,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 0.0, -3.308722450212111e-24, 6.776263578034403e-21, 0.0]"
52,"[1.0842021724855044e-19, 0.0, 0.0, 1.0842021724855044e-19, -4.336808689942018e-19, -2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, 0.0, 0.0, -4.235164736271502e-22, 3.3881317890172014e-21, -3.3881317890172014e-21, 1.3552527156068805e-20, 0.0, -3.3881317890172014e-21, -8.470329472543003e-22]"
53,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, -8.470329472543003e-22, 5.293955920339377e-23, 0.0, 2.117582368135751e-22, 0.0, 1.3552527156068805e-20, 3.3881317890172014e-21, 0.0, 0.0]"
54,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
55,"[0.0, 0.0, -1.6940658945086007e-21, -1.0842021724855044e-19, -4.336808689942018e-19, 1.0842021724855044e-19, 4.336808689942018e-19, 0.0, -2.168404344971009e-19, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 2.710505431213761e-20, 1.0587911840678754e-22, -2.6469779601696886e-23, 0.0, 8.470329472543003e-22, -4.235164736271502e-22, -1.6543612251060553e-24]"
56,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6543612251060553e-24, 2.6469779601696886e-23, 4.1359030627651384e-25, -6.776263578034403e-21, 8.470329472543003e-22, 0.0, 0.0, 1.3552527156068805e-20, -1.6940658945086007e-21, 0.0]"
57,"[-5.421010862427522e-20, -2.710505431213761e-20, -2.168404344971009e-19, 0.0, -1.6940658945086007e-21, -5.421010862427522e-20, 0.0, 0.0, 0.0, 5.293955920339377e-23, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 6.776263578034403e-21, 0.0, -2.117582368135751e-22, 8.470329472543003e-22, -1.6940658945086007e-21]"
58,"[0.0, 0.0, 0.0, 1.0842021724855044e-19, 0.0, 0.0, 0.0, 3.3881317890172014e-21, 0.0, 4.336808689942018e-19, 0.0, 0.0, 0.0, 1.6155871338926322e-27, 4.235164736271502e-22, 8.470329472543003e-22, 0.0, 2.6469779601696886e-23, 5.293955920339377e-23, 6.776263578034403e-21]"
59,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, -4.235164736271502e-22, 0.0, -3.3881317890172014e-21, 6.776263578034403e-21, 0.0, -6.776263578034403e-21, 1.3552527156068805e-20, 0.0, 2.117582368135751e-22]"
60,"[0.0, 0.0, 0.0, 0.0, 0.0, -4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, 4.235164736271502e-22, -2.117582368135751e-22, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0]"
61,"[0.0, -1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, 0.0, -5.293955920339377e-23, 1.3552527156068805e-20, -4.235164736271502e-22, 0.0, -2.710505431213761e-20, 0.0]"
62,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, 0.0, 0.0, -6.776263578034403e-21, 0.0, 1.6940658945086007e-21, 0.0, -3.3881317890172014e-21]"
63,"[0.0, 0.0, 2.168404344971009e-19, 0.0, 1.6940658945086007e-21, 2.168404344971009e-19, 0.0, 2.710505431213761e-20, 2.168404344971009e-19, 0.0, 6.776263578034403e-21, 0.0, 0.0, 2.117582368135751e-22, -1.0587911840678754e-22, 0.0, -1.0587911840678754e-22, 3.308722450212111e-24, 6.776263578034403e-21, 0.0]"
64,"[-1.0587911840678754e-22, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 1.3552527156068805e-20, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, -6.776263578034403e-21, -5.293955920339377e-23, -2.117582368135751e-22, 0.0, 0.0, 0.0]"
65,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0842021724855044e-19, 0.0, 0.0, 6.776263578034403e-21, 0.0, -1.3552527156068805e-20, 5.293955920339377e-23, -4.1359030627651384e-25, 0.0, 0.0, 0.0]"
66,"[8.470329472543003e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.293955920339377e-23, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 3.3881317890172014e-21, 4.1359030627651384e-25, 0.0, -2.6469779601696886e-23, 0.0, -8.470329472543003e-22, 2.117582368135751e-22]"
67,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 0.0, 0.0, 0.0, -4.1359030627651384e-25, 0.0, 0.0, 0.0, 0.0]"
68,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.271806125530277e-25, 0.0, -4.235164736271502e-22, 0.0, 2.117582368135751e-22, -8.470329472543003e-22, 0.0, 0.0, 0.0, -6.776263578034403e-21]"
69,"[1.6940658945086007e-21, 2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, -2.117582368135751e-22, 0.0, 4.235164736271502e-22, 0.0, -1.3552527156068805e-20, 0.0, 0.0, -4.235164736271502e-22]"
70,"[0.0, 0.0, -4.336808689942018e-19, 0.0, 0.0, -1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 2.6469779601696886e-23, -4.235164736271502e-22, 0.0, 0.0, 0.0, 3.3881317890172014e-21, -3.3881317890172014e-21]"
71,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 3.3881317890172014e-21, 0.0, -3.3881317890172014e-21, 6.776263578034403e-21, 6.776263578034403e-21, 6.776263578034403e-21, 0.0, 0.0]"
72,"[0.0, 0.0, 0.0, -2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, -3.3881317890172014e-21, -4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0]"
73,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 1.6940658945086007e-21, -1.3234889800848443e-23, 0.0, 2.117582368135751e-22, -1.6940658945086007e-21, 0.0, -1.3552527156068805e-20, 0.0, 4.235164736271502e-22]"
74,"[0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 2.710505431213761e-20, 2.0679515313825692e-25, 0.0]"
75,"[-2.710505431213761e-20, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 2.168404344971009e-19, 0.0, 0.0, 1.3552527156068805e-20, 0.0, -8.470329472543003e-22, -4.235164736271502e-22, 0.0, -6.776263578034403e-21, 2.710505431213761e-20, 0.0, 4.235164736271502e-22, 0.0]"
76,"[6.776263578034403e-21, 0.0, 0.0, 1.0842021724855044e-19, 0.0, 2.710505431213761e-20, -5.421010862427522e-20, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, -5.293955920339377e-23, 3.3881317890172014e-21, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 8.470329472543003e-22, 0.0]"
77,"[0.0, 5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, 8.673617379884035e-19, 0.0, 0.0, 0.0, 0.0, 2.117582368135751e-22, 0.0, -4.235164736271502e-22, 0.0, 3.308722450212111e-24, 0.0, 0.0, 0.0, 0.0]"
78,"[-6.776263578034403e-21, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 4.235164736271502e-22, -1.3552527156068805e-20, 0.0, 0.0, 2.710505431213761e-20, -3.3881317890172014e-21, 8.271806125530277e-25, -1.6940658945086007e-21, -1.3234889800848443e-23, 0.0, 0.0, 0.0]"
79,"[2.117582368135751e-22, 0.0, 0.0, 0.0, 5.293955920339377e-23, 1.0587911840678754e-22, 0.0, 0.0, -6.617444900424222e-24, 5.293955920339377e-23, 0.0, -6.776263578034403e-21, -3.3881317890172014e-21, 0.0, 8.470329472543003e-22, 0.0, 0.0, -6.617444900424222e-24, 0.0, 0.0]"
80,"[0.0, 0.0, -6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, -1.3552527156068805e-20, -6.776263578034403e-21, 6.776263578034403e-21, 0.0, 0.0, -3.3881317890172014e-21, -4.235164736271502e-22, -4.1359030627651384e-25, 0.0, 0.0, 0.0, 0.0]"
81,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, -1.6940658945086007e-21, 0.0, 0.0, -1.3552527156068805e-20, 2.117582368135751e-22, 0.0, 0.0, 0.0]"
82,"[0.0, -2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, -6.776263578034403e-21, -3.3881317890172014e-21, 0.0, -1.6940658945086007e-21, 1.0587911840678754e-22, 0.0, 0.0, 0.0, -1.3552527156068805e-20]"
83,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.710505431213761e-20, -1.0587911840678754e-22, -5.169878828456423e-26, 0.0, 8.470329472543003e-22, 0.0, 5.293955920339377e-23, 0.0, 1.3552527156068805e-20]"
84,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, 0.0, 0.0, 4.235164736271502e-22, -3.3881317890172014e-21, -1.3552527156068805e-20, 0.0, -2.710505431213761e-20, 4.235164736271502e-22]"
85,"[0.0, -8.470329472543003e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3234889800848443e-23, 0.0, -6.776263578034403e-21, 0.0, 0.0, 0.0, -2.710505431213761e-20, -6.776263578034403e-21]"
86,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.117582368135751e-22, -3.3881317890172014e-21, 6.776263578034403e-21, 0.0, 2.117582368135751e-22, 8.470329472543003e-22, 0.0, 2.710505431213761e-20]"
87,"[0.0, -4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6543612251060553e-24, 0.0, -1.6940658945086007e-21, 0.0, -1.0587911840678754e-22, 0.0, -8.470329472543003e-22, 0.0, -6.776263578034403e-21, -1.3552527156068805e-20]"
88,"[-2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 6.776263578034403e-21, -2.117582368135751e-22, 0.0, 5.169878828456423e-26, -1.6940658945086007e-21, 0.0, 0.0]"
89,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, 0.0, 0.0, 0.0, 4.235164736271502e-22, 0.0, -1.0587911840678754e-22, 3.3881317890172014e-21, 1.6543612251060553e-24, 0.0]"
