ID,reviewerID,asin,overall,unixReviewTime
198,37,29,5.0,0.0
199,37,5,5.0,0.0
200,37,6,5.0,0.0
201,38,1,5.0,0.0
202,38,40,5.0,0.0
203,38,29,5.0,0.0
204,38,13,5.0,0.0
205,38,29,5.0,0.0
206,39,29,5.0,0.0
207,39,29,5.0,0.0
208,39,40,5.0,0.0
209,39,1,5.0,0.0
210,39,13,5.0,0.0
211,40,16,4.0,0.0
212,40,78,3.0,0.0
213,40,75,4.0,0.0
214,40,16,4.0,0.0
215,40,58,4.0,0.0
216,40,39,3.0,0.0
217,41,29,5.0,0.0
218,41,13,5.0,0.0
219,41,6,5.0,0.0
220,41,29,5.0,0.0
221,41,5,5.0,0.0
222,42,29,5.0,0.0
223,42,1,5.0,0.0
224,42,40,5.0,0.0
225,42,29,5.0,0.0
226,42,13,5.0,0.0
227,43,29,5.0,0.0
228,43,40,5.0,0.0
229,43,29,5.0,0.0
230,43,13,5.0,0.0
231,43,1,5.0,0.0
232,43,64,5.0,0.0
233,44,23,5.0,0.0
234,44,23,5.0,0.0
235,44,75,5.0,0.0
236,44,65,5.0,0.0
237,44,75,5.0,0.0
238,45,6,5.0,0.0
239,45,29,5.0,0.0
240,45,13,5.0,0.0
241,45,13,5.0,0.0
242,45,5,5.0,0.0
243,45,29,5.0,0.0
244,45,29,5.0,0.0
245,45,5,5.0,0.0
246,45,6,5.0,0.0
247,45,29,5.0,0.0
248,46,1,5.0,0.0
249,46,13,5.0,0.0
250,46,29,5.0,0.0
251,46,40,5.0,0.0
252,46,29,5.0,0.0
253,47,6,5.0,0.0
254,47,5,5.0,0.0
255,47,13,5.0,0.0
256,47,29,5.0,0.0
257,47,29,5.0,0.0
258,48,1,5.0,0.0
259,48,13,5.0,0.0
260,48,29,5.0,0.0
261,48,40,5.0,0.0
262,48,29,5.0,0.0
263,49,40,5.0,0.0
264,49,13,5.0,0.0
265,49,29,5.0,0.0
266,49,1,5.0,0.0
267,49,29,5.0,0.0
268,50,29,5.0,0.0
269,50,40,5.0,0.0
270,50,1,5.0,0.0
271,50,29,5.0,0.0
272,50,13,5.0,0.0
273,51,1,5.0,0.0
274,51,29,5.0,0.0
275,51,40,5.0,0.0
276,51,13,5.0,0.0
277,51,29,5.0,0.0
278,52,29,1.0,0.0
279,52,5,1.0,0.0
280,52,6,1.0,0.0
281,52,13,1.0,0.0
282,52,29,1.0,0.0
283,53,5,5.0,0.0
284,53,6,5.0,0.0
285,53,29,5.0,0.0
286,53,13,5.0,0.0
287,53,29,5.0,0.0
288,54,6,5.0,0.0
289,54,13,5.0,0.0
290,54,5,5.0,0.0
291,54,29,5.0,0.0
292,54,29,5.0,0.0
293,55,13,5.0,0.0
294,55,1,5.0,0.0
295,55,29,5.0,0.0
296,55,40,5.0,0.0
297,55,29,5.0,0.0
298,56,1,5.0,0.0
299,56,29,5.0,0.0
300,56,13,5.0,0.0
301,56,29,5.0,0.0
302,56,70,5.0,0.0
303,56,40,5.0,0.0
304,57,29,5.0,0.0
305,57,29,5.0,0.0
306,57,13,5.0,0.0
307,57,40,5.0,0.0
308,57,1,5.0,0.0
309,57,46,5.0,0.0
310,58,29,5.0,0.0
311,58,29,5.0,0.0
312,58,29,5.0,0.0
313,58,1,5.0,0.0
314,58,40,5.0,0.0
315,58,29,5.0,0.0
316,59,1,5.0,0.0
317,59,13,5.0,0.0
318,59,29,5.0,0.0
319,59,40,5.0,0.0
320,59,29,5.0,0.0
321,60,13,5.0,0.0
322,60,1,5.0,0.0
323,60,29,5.0,0.0
324,60,40,5.0,0.0
325,60,29,5.0,0.0
326,61,75,4.0,0.0
327,61,39,4.0,0.0
328,61,78,4.0,0.0
329,61,84,4.0,0.0
330,61,42,4.0,0.0
331,62,6,5.0,0.0
332,62,13,5.0,0.0
333,62,5,5.0,0.0
334,62,29,5.0,0.0
335,62,29,5.0,0.0
336,63,23,5.0,0.0
337,63,78,3.0,0.0
338,63,75,5.0,0.0
339,63,75,5.0,0.0
340,63,23,5.0,0.0
341,63,39,3.0,0.0
342,64,5,5.0,0.0
343,64,29,5.0,0.0
344,64,13,5.0,0.0
345,64,6,5.0,0.0
346,64,29,5.0,0.0
347,65,6,5.0,0.0
348,65,5,5.0,0.0
349,65,29,5.0,0.0
350,65,29,5.0,0.0
351,65,13,5.0,0.0
352,66,39,4.0,0.0
353,66,78,4.0,0.0
354,66,68,4.0,0.0
355,66,75,4.0,0.0
356,66,23,4.0,0.0
357,66,23,4.0,0.0
358,67,29,5.0,0.0
359,67,5,5.0,0.0
360,67,29,5.0,0.0
361,67,6,5.0,0.0
362,67,13,5.0,0.0
363,68,5,5.0,0.0
364,68,29,5.0,0.0
365,68,13,5.0,0.0
366,68,29,5.0,0.0
367,68,6,5.0,0.0
368,69,40,5.0,0.0
369,69,29,5.0,0.0
370,69,1,5.0,0.0
371,69,29,5.0,0.0
372,69,13,5.0,0.0
373,70,29,5.0,0.0
374,70,29,5.0,0.0
375,70,5,5.0,0.0
376,70,13,5.0,0.0
377,70,6,5.0,0.0
378,71,29,5.0,0.0
379,71,29,5.0,0.0
380,71,52,5.0,0.0
381,71,13,5.0,0.0
382,71,5,5.0,0.0
383,71,6,5.0,0.0
384,72,29,3.0,0.0
385,72,29,3.0,0.0
386,72,13,3.0,0.0
387,72,1,3.0,0.0
388,72,40,3.0,0.0
389,73,40,5.0,0.0
390,73,29,5.0,0.0
391,73,13,5.0,0.0
392,73,29,5.0,0.0
393,73,1,5.0,0.0
394,74,5,5.0,0.0
395,74,29,5.0,0.0
396,74,13,5.0,0.0
397,74,29,5.0,0.0
398,74,56,5.0,0.0
399,74,6,5.0,0.0
400,75,6,5.0,0.0
401,75,29,5.0,0.0
402,75,29,5.0,0.0
403,75,13,5.0,0.0
404,75,5,5.0,0.0
405,76,5,5.0,0.0
406,76,29,5.0,0.0
407,76,6,5.0,0.0
408,76,13,5.0,0.0
409,76,29,5.0,0.0
410,77,29,2.0,0.0
411,77,40,2.0,0.0
412,77,1,2.0,0.0
413,77,13,2.0,0.0
414,77,29,2.0,0.0
415,78,39,5.0,0.0
416,78,78,5.0,0.0
417,78,23,4.0,0.0
418,78,23,4.0,0.0
419,78,84,5.0,0.0
420,79,29,5.0,0.0
421,79,40,5.0,0.0
422,79,13,5.0,0.0
423,79,29,5.0,0.0
424,79,1,5.0,0.0
425,80,29,5.0,0.0
426,80,29,5.0,0.0
427,80,40,5.0,0.0
428,80,13,5.0,0.0
429,80,1,5.0,0.0
430,81,29,5.0,0.0
431,81,71,5.0,0.0
432,81,40,5.0,0.0
433,81,29,5.0,0.0
434,81,1,5.0,0.0
435,81,13,5.0,0.0
436,82,1,5.0,0.0
437,82,13,5.0,0.0
438,82,29,5.0,0.0
439,82,40,5.0,0.0
440,82,29,5.0,0.0
441,83,29,5.0,0.0
442,83,40,5.0,0.0
443,83,13,5.0,0.0
444,83,29,5.0,0.0
445,83,1,5.0,0.0
446,84,1,4.0,0.0
447,84,40,4.0,0.0
448,84,13,4.0,0.0
449,84,29,4.0,0.0
450,84,29,4.0,0.0
451,84,70,4.0,0.0
452,85,40,5.0,0.0
453,85,29,5.0,0.0
454,85,29,5.0,0.0
455,85,1,5.0,0.0
456,85,13,5.0,0.0
457,86,40,3.0,0.0
458,86,29,3.0,0.0
459,86,29,3.0,0.0
460,86,13,3.0,0.0
461,86,1,3.0,0.0
462,87,6,5.0,0.0
463,87,5,5.0,0.0
464,87,13,5.0,0.0
465,87,29,5.0,0.0
466,87,29,5.0,0.0
467,88,5,5.0,0.0
468,88,29,5.0,0.0
469,88,6,5.0,0.0
470,88,13,5.0,0.0
471,88,29,5.0,0.0
472,89,29,5.0,0.0
473,89,13,5.0,0.0
474,89,29,5.0,0.0
475,89,1,5.0,0.0
476,89,40,5.0,0.0
477,90,5,5.0,0.0
478,90,6,5.0,0.0
479,90,29,5.0,0.0
480,90,13,5.0,0.0
481,90,29,5.0,0.0
482,91,1,5.0,0.0
483,91,40,5.0,0.0
484,91,29,5.0,0.0
485,91,13,5.0,0.0
486,91,29,5.0,0.0
487,92,5,5.0,0.0
488,92,29,5.0,0.0
489,92,29,5.0,0.0
490,92,13,5.0,0.0
491,92,6,5.0,0.0
492,93,29,5.0,0.0
493,93,13,5.0,0.0
494,93,40,5.0,0.0
495,93,29,5.0,0.0
496,93,1,5.0,0.0
497,94,1,5.0,0.0
498,94,40,5.0,0.0
499,94,29,5.0,0.0
500,94,29,5.0,0.0
501,94,13,5.0,0.0
502,95,1,5.0,0.0
503,95,40,5.0,0.0
504,95,29,5.0,0.0
505,95,13,5.0,0.0
506,95,29,5.0,0.0
507,96,29,2.0,0.0
508,96,40,2.0,0.0
509,96,1,2.0,0.0
510,96,29,2.0,0.0
511,96,13,2.0,0.0
512,97,5,5.0,0.0
513,97,29,5.0,0.0
514,97,29,5.0,0.0
515,97,13,5.0,0.0
516,97,6,5.0,0.0
517,98,1,4.0,0.0
518,98,29,4.0,0.0
519,98,13,4.0,0.0
520,98,29,4.0,0.0
521,98,40,4.0,0.0
522,99,75,5.0,0.0
523,99,75,5.0,0.0
524,99,75,4.0,0.0
525,99,75,5.0,0.0
526,99,75,5.0,0.0
527,99,75,5.0,0.0
528,99,75,5.0,0.0
529,99,75,5.0,0.0
530,100,5,5.0,0.0
531,100,13,5.0,0.0
532,100,29,5.0,0.0
533,100,29,5.0,0.0
534,100,6,5.0,0.0
535,101,13,5.0,0.0
536,101,29,5.0,0.0
537,101,29,5.0,0.0
538,101,40,5.0,0.0
539,101,1,5.0,0.0
540,102,23,3.0,0.0
541,102,23,3.0,0.0
542,102,76,5.0,0.0
543,102,9,4.0,0.0
544,102,75,5.0,0.0
545,102,7,4.0,0.0
546,103,29,5.0,0.0
547,103,13,5.0,0.0
548,103,6,5.0,0.0
549,103,5,5.0,0.0
550,103,29,5.0,0.0
551,104,75,3.0,0.0
552,104,77,4.0,0.0
553,104,30,4.0,0.0
554,104,30,4.0,0.0
555,104,75,3.0,0.0
556,105,60,5.0,0.0
557,105,84,4.0,0.0
558,105,36,4.0,0.0
559,105,23,4.0,0.0
560,105,23,4.0,0.0
561,105,65,5.0,0.0
562,105,11,4.0,0.0
563,106,29,5.0,0.0
564,106,40,5.0,0.0
565,106,13,5.0,0.0
566,106,1,5.0,0.0
567,106,29,5.0,0.0
568,107,13,5.0,0.0
569,107,6,5.0,0.0
570,107,5,5.0,0.0
571,107,29,5.0,0.0
572,107,29,5.0,0.0
573,108,13,5.0,0.0
574,108,1,5.0,0.0
575,108,29,5.0,0.0
576,108,40,5.0,0.0
577,108,29,5.0,0.0
578,109,29,5.0,0.0
579,109,40,5.0,0.0
580,109,1,5.0,0.0
581,109,13,5.0,0.0
582,109,29,5.0,0.0
583,110,40,5.0,0.0
584,110,29,5.0,0.0
585,110,29,5.0,0.0
586,110,13,5.0,0.0
587,110,1,5.0,0.0
588,111,15,5.0,0.0
589,111,15,5.0,0.0
590,111,15,5.0,0.0
591,111,15,5.0,0.0
592,111,10,5.0,0.0
593,112,29,5.0,0.0
594,112,29,5.0,0.0
595,112,29,5.0,0.0
596,112,5,5.0,0.0
597,112,6,5.0,0.0
598,112,29,5.0,0.0
599,113,75,5.0,0.0
600,113,75,5.0,0.0
601,113,75,5.0,0.0
602,113,75,5.0,0.0
603,113,75,5.0,0.0
604,114,29,5.0,0.0
605,114,6,5.0,0.0
606,114,29,5.0,0.0
607,114,5,5.0,0.0
608,114,13,5.0,0.0
609,115,13,5.0,0.0
610,115,6,5.0,0.0
611,115,5,5.0,0.0
612,115,63,5.0,0.0
613,115,29,5.0,0.0
614,115,29,5.0,0.0
615,116,29,5.0,0.0
616,116,13,5.0,0.0
617,116,67,5.0,0.0
618,116,29,5.0,0.0
619,116,1,5.0,0.0
620,116,40,5.0,0.0
621,117,5,5.0,0.0
622,117,13,5.0,0.0
623,117,6,5.0,0.0
624,117,29,5.0,0.0
625,117,29,5.0,0.0
626,118,13,5.0,0.0
627,118,29,5.0,0.0
628,118,1,5.0,0.0
629,118,40,5.0,0.0
630,118,29,5.0,0.0
631,119,29,5.0,0.0
632,119,1,5.0,0.0
633,119,40,5.0,0.0
634,119,29,5.0,0.0
635,119,13,5.0,0.0
636,120,29,5.0,0.0
637,120,1,5.0,0.0
638,120,40,5.0,0.0
639,120,13,5.0,0.0
640,120,29,5.0,0.0
641,121,29,5.0,0.0
642,121,1,5.0,0.0
643,121,13,5.0,0.0
644,121,40,5.0,0.0
645,121,29,5.0,0.0
646,122,29,5.0,0.0
647,122,29,5.0,0.0
648,122,5,5.0,0.0
649,122,13,5.0,0.0
650,122,6,5.0,0.0
651,123,40,5.0,0.0
652,123,29,5.0,0.0
653,123,1,5.0,0.0
654,123,13,5.0,0.0
655,123,29,5.0,0.0
656,124,6,5.0,0.0
657,124,29,5.0,0.0
658,124,5,5.0,0.0
659,124,29,5.0,0.0
660,124,13,5.0,0.0
661,125,29,5.0,0.0
662,125,13,5.0,0.0
663,125,29,5.0,0.0
664,125,40,5.0,0.0
665,125,1,5.0,0.0
666,126,13,1.0,0.0
667,126,29,1.0,0.0
668,126,40,1.0,0.0
669,126,29,1.0,0.0
670,126,1,1.0,0.0
671,127,1,5.0,0.0
672,127,29,5.0,0.0
673,127,13,5.0,0.0
674,127,40,5.0,0.0
675,127,29,5.0,0.0
676,127,72,5.0,0.0
677,128,1,5.0,0.0
678,128,13,5.0,0.0
679,128,40,5.0,0.0
680,128,29,5.0,0.0
681,128,29,5.0,0.0
682,129,5,5.0,0.0
683,129,13,5.0,0.0
684,129,29,5.0,0.0
685,129,6,5.0,0.0
686,129,29,5.0,0.0
687,130,29,5.0,0.0
688,130,13,5.0,0.0
689,130,1,5.0,0.0
690,130,29,5.0,0.0
691,130,40,5.0,0.0
692,131,1,5.0,0.0
693,131,29,5.0,0.0
694,131,40,5.0,0.0
695,131,29,5.0,0.0
696,131,13,5.0,0.0
697,132,13,5.0,0.0
698,132,29,5.0,0.0
699,132,29,5.0,0.0
700,132,6,5.0,0.0
701,132,5,5.0,0.0
702,133,29,5.0,0.0
703,133,1,5.0,0.0
704,133,29,5.0,0.0
705,133,13,5.0,0.0
706,133,40,5.0,0.0
707,134,63,5.0,0.0
708,134,13,5.0,0.0
709,134,6,5.0,0.0
710,134,29,5.0,0.0
711,134,5,5.0,0.0
712,134,29,5.0,0.0
713,135,13,5.0,0.0
714,135,1,5.0,0.0
715,135,29,5.0,0.0
716,135,29,5.0,0.0
717,135,40,5.0,0.0
718,136,29,5.0,0.0
719,136,40,5.0,0.0
720,136,29,5.0,0.0
721,136,13,5.0,0.0
722,136,1,5.0,0.0
723,137,29,5.0,0.0
724,137,40,5.0,0.0
725,137,29,5.0,0.0
726,137,29,5.0,0.0
727,137,13,5.0,0.0
728,137,5,5.0,0.0
729,137,13,5.0,0.0
730,137,29,5.0,0.0
731,137,1,5.0,0.0
732,137,6,5.0,0.0
733,138,29,5.0,0.0
734,138,29,5.0,0.0
735,138,6,5.0,0.0
736,138,29,5.0,0.0
737,138,5,5.0,0.0
738,138,29,5.0,0.0
739,139,29,5.0,0.0
740,139,40,5.0,0.0
741,139,29,5.0,0.0
742,139,13,5.0,0.0
743,139,1,5.0,0.0
744,140,13,5.0,0.0
745,140,6,5.0,0.0
746,140,29,5.0,0.0
747,140,5,5.0,0.0
748,140,29,5.0,0.0
749,141,1,5.0,0.0
750,141,13,5.0,0.0
751,141,29,5.0,0.0
752,141,29,5.0,0.0
753,141,40,5.0,0.0
754,142,34,4.0,0.0
755,142,34,4.0,0.0
756,142,75,4.0,0.0
757,142,12,3.0,0.0
758,142,50,4.0,0.0
759,143,29,5.0,0.0
760,143,13,5.0,0.0
761,143,1,5.0,0.0
762,143,29,5.0,0.0
763,143,40,5.0,0.0
764,144,29,5.0,0.0
765,144,13,5.0,0.0
766,144,5,5.0,0.0
767,144,6,5.0,0.0
768,144,29,5.0,0.0
769,145,29,5.0,0.0
770,145,29,5.0,0.0
771,145,5,5.0,0.0
772,145,6,5.0,0.0
773,145,63,5.0,0.0
774,145,13,5.0,0.0
775,146,29,5.0,0.0
776,146,1,5.0,0.0
777,146,29,5.0,0.0
778,146,13,5.0,0.0
779,146,40,5.0,0.0
780,147,23,4.0,0.0
781,147,39,4.0,0.0
782,147,23,4.0,0.0
783,147,75,5.0,0.0
784,147,78,4.0,0.0
785,148,67,4.0,0.0
786,148,29,4.0,0.0
787,148,40,4.0,0.0
788,148,29,4.0,0.0
789,148,1,4.0,0.0
790,148,13,4.0,0.0
791,149,13,5.0,0.0
792,149,29,5.0,0.0
793,149,6,5.0,0.0
794,149,29,5.0,0.0
795,149,5,5.0,0.0
796,150,39,4.0,0.0
797,150,78,4.0,0.0
798,150,23,3.0,0.0
799,150,23,3.0,0.0
800,150,75,5.0,0.0
801,151,29,5.0,0.0
802,151,13,5.0,0.0
803,151,29,5.0,0.0
804,151,5,5.0,0.0
805,151,6,5.0,0.0
806,151,63,5.0,0.0
807,152,13,5.0,0.0
808,152,29,5.0,0.0
809,152,1,5.0,0.0
810,152,40,5.0,0.0
811,152,29,5.0,0.0
812,153,5,5.0,0.0
813,153,13,5.0,0.0
814,153,6,5.0,0.0
815,153,29,5.0,0.0
816,153,29,5.0,0.0
817,154,1,5.0,0.0
818,154,79,5.0,0.0
819,154,29,5.0,0.0
820,154,13,5.0,0.0
821,154,29,5.0,0.0
822,154,40,5.0,0.0
823,155,40,5.0,0.0
824,155,29,5.0,0.0
825,155,1,5.0,0.0
826,155,29,5.0,0.0
827,155,13,5.0,0.0
828,156,75,5.0,0.0
829,156,75,5.0,0.0
830,156,75,5.0,0.0
831,156,75,5.0,0.0
832,156,75,5.0,0.0
833,156,75,5.0,0.0
834,157,40,5.0,0.0
835,157,29,5.0,0.0
836,157,13,5.0,0.0
837,157,29,5.0,0.0
838,157,1,5.0,0.0
839,158,11,4.0,0.0
840,158,75,4.0,0.0
841,158,23,4.0,0.0
842,158,75,4.0,0.0
843,158,75,5.0,0.0
844,158,23,4.0,0.0
845,159,6,5.0,0.0
846,159,29,5.0,0.0
847,159,13,5.0,0.0
848,159,5,5.0,0.0
849,159,29,5.0,0.0
850,160,5,5.0,0.0
851,160,13,5.0,0.0
852,160,29,5.0,0.0
853,160,6,5.0,0.0
854,160,29,5.0,0.0
855,161,29,5.0,0.0
856,161,6,5.0,0.0
857,161,5,5.0,0.0
858,161,13,5.0,0.0
859,161,29,5.0,0.0
860,162,29,5.0,0.0
861,162,29,5.0,0.0
862,162,13,5.0,0.0
863,162,6,5.0,0.0
864,162,5,5.0,0.0
865,163,6,5.0,0.0
866,163,29,5.0,0.0
867,163,5,5.0,0.0
868,163,29,5.0,0.0
869,163,13,5.0,0.0
870,164,79,5.0,0.0
871,164,29,5.0,0.0
872,164,40,5.0,0.0
873,164,1,5.0,0.0
874,164,29,5.0,0.0
875,164,13,5.0,0.0
876,165,6,5.0,0.0
877,165,5,5.0,0.0
878,165,13,5.0,0.0
879,165,29,5.0,0.0
880,165,29,5.0,0.0
881,166,29,5.0,0.0
882,166,13,5.0,0.0
883,166,6,5.0,0.0
884,166,5,5.0,0.0
885,166,29,5.0,0.0
886,167,62,5.0,0.0
887,167,29,5.0,0.0
888,167,5,5.0,0.0
889,167,29,5.0,0.0
890,167,13,5.0,0.0
891,167,6,5.0,0.0
892,168,29,5.0,0.0
893,168,6,5.0,0.0
894,168,29,5.0,0.0
895,168,5,5.0,0.0
896,168,13,5.0,0.0
897,169,6,5.0,0.0
898,169,5,5.0,0.0
899,169,13,5.0,0.0
900,169,29,5.0,0.0
901,169,29,5.0,0.0
902,170,13,5.0,0.0
903,170,6,5.0,0.0
904,170,5,5.0,0.0
905,170,29,5.0,0.0
906,170,62,5.0,0.0
907,170,29,5.0,0.0
908,171,40,5.0,0.0
909,171,29,5.0,0.0
910,171,13,5.0,0.0
911,171,29,5.0,0.0
912,171,1,5.0,0.0
913,172,29,5.0,0.0
914,172,5,5.0,0.0
915,172,6,5.0,0.0
916,172,29,5.0,0.0
917,172,13,5.0,0.0
918,173,71,5.0,0.0
919,173,1,5.0,0.0
920,173,13,5.0,0.0
921,173,29,5.0,0.0
922,173,29,5.0,0.0
923,173,40,5.0,0.0
924,174,13,5.0,0.0
925,174,5,5.0,0.0
926,174,29,5.0,0.0
927,174,29,5.0,0.0
928,174,6,5.0,0.0
929,175,13,5.0,0.0
930,175,29,5.0,0.0
931,175,29,5.0,0.0
932,175,6,5.0,0.0
933,175,5,5.0,0.0
934,176,57,5.0,0.0
935,176,58,5.0,0.0
936,176,75,5.0,0.0
937,176,58,5.0,0.0
938,176,9,5.0,0.0
939,176,7,5.0,0.0
940,177,1,5.0,0.0
941,177,29,5.0,0.0
942,177,13,5.0,0.0
943,177,40,5.0,0.0
944,177,29,5.0,0.0
945,178,29,5.0,0.0
946,178,29,5.0,0.0
947,178,5,5.0,0.0
948,178,13,5.0,0.0
949,178,6,5.0,0.0
950,179,5,5.0,0.0
951,179,29,5.0,0.0
952,179,13,5.0,0.0
953,179,29,5.0,0.0
954,179,6,5.0,0.0
955,180,29,5.0,0.0
956,180,40,5.0,0.0
957,180,29,5.0,0.0
958,180,13,5.0,0.0
959,180,1,5.0,0.0
960,181,84,3.0,0.0
961,181,50,4.0,0.0
962,181,60,3.0,0.0
963,181,75,3.0,0.0
964,181,42,3.0,0.0
965,182,29,5.0,0.0
966,182,5,5.0,0.0
967,182,29,5.0,0.0
968,182,13,5.0,0.0
969,182,6,5.0,0.0
970,183,5,5.0,0.0
971,183,6,5.0,0.0
972,183,29,5.0,0.0
973,183,29,5.0,0.0
974,183,13,5.0,0.0
975,184,40,5.0,0.0
976,184,29,5.0,0.0
977,184,1,5.0,0.0
978,184,29,5.0,0.0
979,184,71,5.0,0.0
980,184,13,5.0,0.0
981,185,5,5.0,0.0
982,185,13,5.0,0.0
983,185,29,5.0,0.0
984,185,6,5.0,0.0
985,185,29,5.0,0.0
986,186,29,5.0,0.0
987,186,29,5.0,0.0
988,186,1,5.0,0.0
989,186,40,5.0,0.0
990,186,13,5.0,0.0
991,187,29,5.0,0.0
992,187,13,5.0,0.0
993,187,29,5.0,0.0
994,187,40,5.0,0.0
995,187,1,5.0,0.0
