,B000WQ6XK8,1,1,5,I grew up with classic rock that my Dad introduced me to.  He made sure that I knew what good music was no matter what the genre!
,B000WQ6XK8,1,-1,3,...the best songs Three Dog Night did.  But it's okay.  Downloaded it because it brought back memories of losing my first real love...
,B000WQ6XK8,1,1,5,I bought this song as a gift for my dad although I myself have been listening to it very often.
,B000WQ6XK8,1,1,5,"Sounds great, downloaded without errors and meets expectations.  Amazon offers a great selection of music and they're are my preferred download site."
,B000WQNGCG,1,1,5,Good song
,B000WQNGCG,1,1,5,love the song
,B000WQNGCG,1,1,5,"This song has such a good beat.  If you love 90s music, this song will fit right in to your playlist."
,B000WS2THW,1,1,5,music is great
,B000WS2THW,1,1,5,"I gave this five stars for my Wife. I bought this version for her. She loves it. Me, I love the Aerosmith version. I'm not too crazy about this one. To me it's a little slower timing than the original. But speaking for my Wife, It's the greatest."
,B000WS2THW,1,1,5,Love their music
,B000WS2THW,1,1,5,Good song
,B000WS2THW,1,1,5,Great Stuff
,B000WS2THW,1,1,5,Man this base really quakes things. I live in a major city NY and always thought this music was like having a party loud enough to keep down the noise of the subway tracks out the window.
,B000WS2THW,1,1,5,"Aerosmith and RUN-DMC duo great for any music collection, really sets it back to good times with the family and in laws."
,B000WS2THW,1,1,5,How can you not listen to this song & not love it??? It's just a fun song that everyone can listen to and enjoy themselves
,B000WS2THW,1,1,5,"I remember when this song came out, and I was only in middle school back in the 80s. The song and it's beat stands the test of time."
,B000WS2THW,1,1,5,"You want to talk about when Rock and Roll and Rap first combined; this has to be the first song you think about. Forget all that Limp Bizkrap stuff.  This was truly the best blending of two different genera's, ASIDE from Symphony and Metallica."
,B000WS2THW,1,1,5,It was just what I was looking for. I love Run DMC and absolutely love Aerosmith so this was great.
,B000WSWEOA,1,1,4,"...of his classic song ""Layla"".  It's pretty good.  Worth adding to any Eric Clapton and Cream collection.  Well, with Eric Clapton, there was what? six or seven different bands?  Blind Faith, etc, etc..."
,B000WSWEOA,1,1,5,"This song was great when it came out in the 70's but the unplugged version is just as great. It's the same song but each version is unique. Eric is a very talented song writer, singer & accomplish quitar player. Eric is the man....If you do not know who Eric Clapton is I suggest you get on board & buy his records. Even his older stuff as well. There are no words that can express the great talent of this musician. Plugged or Unplugged."
,B000WSWEOA,1,1,5,hes still got it!
,B000WSWEOA,1,1,5,Who doesn't love Eric Clapton?  I love Amazon Prime!
,B000WSWEOA,1,1,5,Great Music!
,B000WSWEOA,-1,-1,2,"Too slow, I didn't like it."
,B000WSWEOA,-1,1,4,I didn't realize that there were various versions of the song. This one is not the one on You Tube but is close and doesn't have the instrumental for the second half.
,B000WSWEOA,1,1,5,love this song
,B000WSWEOA,1,1,5,Slowhand magic!
,B000WSWEOA,1,1,4,"This is the greatest, other version, of the Layla song.  Unplugged shows the great guitar work that Eric is capable of and this one is acoustic!"
,B000WSWEOA,1,1,5,This is great and timeless music that triggers some great memories. This is the sound from the past that still has appeal and invariably provokes an attempt to sing along.
,B000WSWEOA,-1,1,4,I'm a lover of this type of music. I get the MP3 downloads which hasn't been the best with Amazon's Downloading device this past 4 months which is why I knocked a star off.
,B000WSWEOA,1,1,5,"Very hot and sultry version of Clapton's classic Layla.  LOVE it!  Even if you have the plugged version, you should have this one, too!"
,B000WSWEOA,1,1,5,"Layla is my all time favorite song, sung and played by my all time favorite artist and this version, a live recording, is very, very nice, indeed!  There is nobody like Clapton, simply an original!"
,B000WSWEOA,1,1,5,"Layle, one of the best songs made. Eric Clapton really had something here when he did Layle. A must havve"
,B000WSWEOA,-1,1,4,This is a great song from my teen-age years that provides a little different version from the usual Derek and the Dominos version.  It would be nice if this version eliminated the introductive talking portion.
,B000WSV1AS,-1,1,4,"Great song, beautiful tune, and the lyrics caused me 2 do some research. There was a radio station in the South that was allegedly either bombed or burned down for playing this song!  Janis had the insight to write this song at age 13!  I would give this song 5 stars except that the girl cops out at the end. However, the song played in 1965 or 1967, so the taboo of the times still has to be considered.  For the most part,  society's children are still ""sticking to their own kind"", and though  unspoken and a bit weaker, the social dating rules still exist."
,B000WSV1AS,1,1,5,Brings back memories & social commentary about prejudice in the 1970's. Her voice was soft and the lyrics meaningful and touching.
,B000WSV1AS,1,1,5,This a classic!  I haven't heard it in years and was so happy to find it available to download on my MP3!
,B000WSV1AS,-1,1,5,"This song wouldn't be a big deal today (well, maybe I am wrong); back then it really ticked some people off.  I like the words and the sound.  I guess it was an early protest song."
,B000WT5CAW,1,1,5,"My granddaddy would always sing this to me when I was growing up, and there are many versions done by many different artists, but I love Johnny Cash, so I went with his version.  Love this song.. it is very sweet, and brings back a lot of memories for me!"
,B000WT5CAW,-1,1,5,I'm not quite sure what I am supposed to say. I downloaded the song and it is what it is.
,B000WT5CAW,1,1,5,"This song was a part of my childhood - I remember my mother singing it to me.  Hearing Johnny Cash sing it without a lot of ""bells and whistles"" is a pleasure.  I am so pleased to have it in my music collection."
,B000WT5CAW,1,1,5,"You Are My Sunshine by Johnny Cash.  This is by far one of my most favorite country music songs ever.

This is just one of those songs that I had to have in my library of songs. I like a variety of music depending on what I feel like listening to and when. This is just one of those songs that had to be added to my collection."
,B000WT5CAW,1,1,5,"The Johnny Cash version of ""You Are My Sunshine"" is the BEST!!!!"
,B000WT5CAW,-1,1,4,Its okay but I like other things by Johnny Cash better
,B000WT5CAW,1,1,5,so soulful
,B000WT62UQ,1,-1,3,Played during Monday nights The Black List.  Fit perfectly with the storyline thought it would be nice to hear the hole song.
,B000WT62UQ,1,1,5,"Downloading went great as usual with Amazon music.  If you only want a particular song this is the way to go.  I still $1.25 per song is too high, but that's what the public is paying"
,B000WT62UQ,1,1,5,always wanted this tune.........was happy to find it. i was not aware amazon mp3 would have it. it's nice to know you can find music.
,B000WT5JAU,1,1,5,"A very classic hard rock song that just gets better with age. A great rock and roll anthem song that makes you feel good, so crank it up."
,B000WT62UQ,-1,1,5,A
,B000WT62UQ,1,1,5,great song
,B000WT62UQ,1,1,5,my Johnny..man in black
,B000WT62UQ,1,1,5,great song
,B000WT62UQ,1,1,5,Great song by a legendary singer.
,B000WT62UQ,1,1,4,Good song.
,B000WT62UQ,1,1,5,one of my favorites
,B000WT62UQ,1,1,5,"A  heart-felt, soul-searching swan song from one of the best ever. I miss the man in black, and songs like this are the reason."
,B000WT62UQ,-1,1,5,A++
,B000WT62UQ,1,1,5,Love it  !!!!!!!
,B000WT62UQ,1,1,5,"This song is great. I have always enjoyed Johnny, He is a man of the people. He's had a hard life and you can hear it in his songs. I love this song and the price was great."
,B000WT62UQ,1,1,5,He never lets you down. He can just make you think of the words as he sings. Great music and a great song.
,B000WTUV7Q,1,1,5,"""One Day at a Time"" is one of my favorite classic country songs because Ms. Lane has such a lovely voice that is both relaxing and inspirational. This is a very unique song because it has an extremely powerful message that everyone will enjoy. It's also a unique song about religion and Jesus' comfort and support which is one of the only songs of its kind to become a crossover top-10 pop hit. I especially enjoy how Ms. Lane picks up her pitch as she sings the chorus. Although the song is almost 30 years old, I recommend it to anyone who enjoys country, pop or inspirational music."
,B000WTUV7Q,1,1,5,great
,B000WTUV7Q,1,1,5,"One Day At A Time by Cristy Lane is a True classic! Such a True and inspiring song! This song is the perfect prayer in song form that is so beautifully done and all inspiring to me (one who needs to focus on TODAY, not next week or next month etc). This song I play often as it keeps me focused on today. In fact the song has helped me so much, I went to lyricstime.com and downloaded the words to this song. This song I have now in my special playlist and play it often.

Highly recommend this song!"
,B000WTUV7Q,1,1,5,I enjoy the heartfelt rendition of this beautiful song.  This has always been one of my all time favorites.  The lyrics really touch my heart.
,B000WTUV7Q,1,1,5,This song was purchased to add to my collection and it was what I expected. The cost was great and will be used..
,B000WTUYM8,1,1,5,"This is a very nice song. The melody and how every thing comes together was done very well. Nelly's voice is crystal clear. This song should have been longer with some sort of instrumental solo in the middle and at the end fading away slowly in conjunction with the other instruments. None the less I like this type of song from Nelly. I've been a fan off Nelly since she started in the late 90's. I was in high school and normally listened to rock music like Guns N' Roses, Metalica, Aerosmith, Pink Floyd etc. I hated when she changed to more ""dirty"" type music. But she had to grow up and wish she would make more of this types of songs. This is more classy Nelly and I like a well orchestrate song with melodies. U need to listen very carefully to the song with your headphones to appreciate not just the lyrics, but the instruments and how they were tied together. GOOD MUSIC!"
,B000WTUYM8,1,1,5,yes
,B000WTUYM8,1,1,4,Good song!
,B000WTUYM8,1,1,5,THIS SONG IS AWESOME!!!!
,B000WTUYM8,1,1,5,Love it.
,B000WTUYM8,-1,1,5,Nelly Furtado's range in music is so under-appreciated.  love her.
,B000WTUYM8,1,1,5,I am not necessarily a Nelly Furtado fan but this song rocks! I am also very pleased with Amazon's music downloads.....no more iTunes!
,B000WTUYM8,1,1,4,"I just like it for the usual reason(s) ... good beat, nice voice, catchy meanings ... cool to listen to ... MoonBee"
,B000WTUYM8,1,1,5,I am a big fan of this song and it's a great club song. I really like it a lot
,B000WTUYM8,1,-1,3,"Nelly has an extremely great voice.  This song is probably one of her best.  I have not heard too much about her, but she should sing more of these types of songs.  I heard Promiscuous and it was cute, but I wouldn't buy it though."
,B000WTUYM8,1,1,5,I like listening to this on my new Monster Clarity with Bluetooth from my Droid Razr Maxx. I just crank it up!
,B000WTUYM8,1,1,5,This is a song that makes you want to get up and dance. It's a feel good song! I love this song.
,B000WTUYM8,1,1,5,Awesome music for a reasonable price without buying the whole album... what else can I say. Something to say about the digital age.
,B000WTWXYK,1,1,5,Don't Stand So Close to Me by The Police is one of my favorite songs. I was very pleased to make this purchase.
,B000WTWXYK,1,1,4,"You don't have to.....Put on that Red Dress
The Police are great  - You just can't beat the feeling of getting up and moving
Puts me in a good mood.
I like that I don't have to wait to listen to any music that I want."
,B000WXOAEC,1,1,5,I love this song. I fell over laughing the first time I heard it. And the video is awesome as well!
,B000WXOAEC,1,1,5,I think this is the first song I ever heard by Luke Bryan and it's still as funny now as it was then. It's also extremely catchy and it gets stuck in your head rather easily. Easily one of my favorite Luke Bryan songs and I definitely recommend checking out the music video as well.
,B000WXOAEC,1,1,5,Excellent
,B000WXOAEC,1,1,5,"Luke Bryan does an awesome job on this country music song, he has some great music out also, thank you amazon!"
,B000WXOAEC,1,1,5,This product was exactly as promised and met my needs as soon as I received it.  The product works flawlessly!
,B000WXOAEC,1,1,5,True lyrics I am sure. fun song to sing to and listen to. love Luke Bryan and his music and would recommend him and his songs
,B000WXQ5JU,1,1,5,This song is great to sing to and makes you want to dance and jump around!
,B000WY7WLY,1,1,5,I downloaded this song because I have 2 daughters who love to dance with me.  It is a favorite song for dancing to.
,B000WY7WLY,1,1,5,"love, love, love this song."
,B000WY7WLY,1,1,5,Beautiful song. Like good solid Christian music.
,B000WY7WLY,1,1,5,I love this song. I have 2 granddaughters who just had their dance recital. I made a smilebox (photo slideshow to send to the girls) and played this song . My granddaughters loved it. It was perfect!
,B000WY7WLY,1,1,5,Great
,B000WY7WLY,1,1,5,Love this song!!!
,B000WY7WLY,1,1,5,Great song
,B000WY7WLY,1,1,5,This song makes me cry...every...time.....and it makes me want to send my husband and daughter out for more bonding time. Great song about how important a daddy is to his little girl and the time just speeds by so quickly that you have to make every moment count.
,B000WY7WLY,1,1,5,Beautiful.  Love this song.
,B000WY7WLY,1,1,5,Nicely done!
,B000WY7WLY,1,1,5,I have regrets for the way my relationship with my daughter has played out in the past. Listening to the message in this song gives me hope that one day there will be some healing between us...
,B000WY7WLY,1,1,5,"This song is so powerful!  Enjoy every moment with your kids, they grow up way too fast!"
,B000WY7WLY,1,1,5,"It is a very beautiful song , It tells a story from the begging of a daughters life all the way to when they grow up and get married."
,B000WY7WLY,1,1,5,Great
,B000WY7WLY,1,1,5,Nice song. As a DJ have used it at several weddings for father daughter dance.
,B000WY7WLY,1,1,5,love it
,B000WY7WLY,1,1,5,LOVE this song!!! Steven Curtis Chapman has another hit!!!
,B000WY7WLY,1,1,5,Beautiful song. Tender...
,B000WY7WLY,1,1,4,"Well ok, i have 3 daughters......none are hard workers.....but they're still my little cinderella's......and this song speaks of a dad and his daughter growing up to meet her prince."
,B000WY7WLY,1,1,5,I did a video to honor my wife's father at his passing.  He gave away 5 daughters and I used this song for that portion of the video.
,B000WY7WLY,1,1,5,"Love this song!  When ever I heard it on the radio, I always thought I should buy it.  Finally did - and love it!"
,B000WY7WLY,1,1,5,"My little girl begged me to download this bittersweet song. She's hopelessly devoted to her daddy, who has to be gone for long periods of time due to his job. This is a lovely reminder to make the most of the time with your loved ones because it will be past us in a blink of an eye."
,B000WY7WLY,1,1,5,This sone will remind us how precious our children are and that we should stop to take time with them.
,B000WY7WLY,1,1,5,"Beautiful, poignant song.  Such a sweet message of a father's love for a daughter.  Would be a perfect father/daughter dance song for a wedding."
,B000WY7WLY,1,1,5,"I first heard this song when a father sang it to his daughter.  I loved it, and immediately bought the song.  Quite a wonderful song, even if you are a girl!  Just a note: if a person needs a song for a father/daughter to dance at a daughter's wedding, this is the perfect song!  Enjoy!"
,B000WYD8R6,1,1,5,"Love this song. Everythime I listen to it, it encourages me.
 What I don't like is Amazon needing to have you write a certain amount of words to say this. They need to take a hint from Ebay when it comes to this part"
,B000WY9COY,1,1,5,The words are beautiful and set to a even more beautiful tune (Findlandia)  I would like for everyone to have access to this beauty.
,B000WZWW7M,1,1,5,"This is a great song, and I love the version that Gary Jules has recorded!"
,B000WZWW7M,1,1,4,"Need to cry your eyes out? Listen to this song while reading the news. It's a bad, sad, mad world. I was astounded to learn that this was a cover, and who did it originally... this, this seems so much more fitting."
,B000WZWW7M,1,1,4,Kind of forgot this song until it was featured on Sense8.
,B000WZWW7M,1,1,5,love it
,B000WZWW7M,-1,1,5,Speaks volumes.
,B000WZWW7M,1,1,5,Great quality
,B000WZWW7M,1,1,5,Loved!
,B000WZWW7M,1,1,5,Love it!!!
,B000WZWW7M,1,1,5,Love this song!  Such a great rendition!
,B000WZWW7M,1,1,5,this is an instant classic
,B000WZWW7M,1,1,5,Thank you.
,B000WZWW7M,1,1,5,Love this haunting music
,B000WZWW7M,1,1,5,great version of a great composition
,B000WZWW7M,1,1,5,I just love this song.
,B000WZWW7M,-1,1,5,"I first heard this on a YouTube video for Final Fastasy The Spirits Within, except...it was never in that movie or soundtrack.  Run I heard it on a FF VII video, except was not in that either.  Tracked it down to Tears For Fears, years ago, remake by Jules and used n Donny Darko movie.  My wofe says it's dark,Mi just think it is a solid A, moving, touching, mindful, haunting."
,B000WZWW7M,1,1,5,Love the song. Had the song on my ipod player  but gave it to my son at college.
,B000WZWW7M,1,1,5,Love it.
,B000WZWW7M,1,1,5,Totally forgot about this piece and how nice it was.  Was reminded in watching a re-run of CSI: Las Vegas.  Had a very nice re-introduction.
,B000WZWW7M,1,1,5,"Depressingly satisfying, yet.........depressing. Definitely five stars! Thank you, that is all."
,B000WZWW7M,1,1,5,First heard this on Gears of War. Great song.
,B000WZWW7M,1,1,5,"I love this very dark tune, and I'm not sure why."
,B000WZWW7M,1,1,5,great song
,B000WZWW7M,1,1,5,Great Song!!
,B000WZWW7M,1,1,4,Exactly what I was looking for. I found this song because of a book but it was just what I would want to hear again and again.
,B000WZWW7M,1,1,5,Good !
,B000WZWW7M,1,1,4,Very good song.
,B000WZWW7M,1,1,5,Satisfied
,B000WZWW7M,1,1,5,"You can't know ""Donnie Darko"" without knowing this version of the song ""Mad World"" by Gary Jules.  I think I bought it once before but couldn't find it in my I-tunes so I bought it again."
,B000WZWW7M,1,1,5,I have always loved this version of this song.  He sounds like he may have just flipped his goulash and is locked up in a padded room while wearing a straight jacket.
,B000WZWW7M,1,1,5,"This is a beautiful piece - but definitely not for everyone. The music is haunting but the message is pathos, grief and depression. To quote a Blues great; ""If you have to ask, don't mess with it."""
,B000WZWW7M,1,1,5,Heard this song and just I fell in love with it. I would definitely recommend this song to a friend.
,B000WZWW7M,1,1,5,"great song
great price
hard to find
now on mp3
great item that was on charts at its prime and still is good today"
,B000WZWW7M,1,1,5,"I love this version of Mad World.  It is such a haunting melody and the words are simply poetic.  Also, check out their video on You Tube if you get a chance...also well done!"
,B000WZWW7M,1,1,5,"While I liked this song back when ""Tears for Fears"" did it, the tempo was too upbeat for the song.  I absolutely love what Gary Jules did with the song.  It is so heartfelt, you can almost feel his pain.  LOVE IT!!"
,B000WZWW7M,1,1,5,This song brings on the memories and feelings of an earlier time. His and the bands history speak for themselves.
,B000WZWW7M,1,1,5,Love this song; I had completely forgotten that it was a remake of a Tears for Fears song from back in the 80's.  I like this version way better!
,B000WZWW7M,1,1,5,"Great music - both moving and memorable. Forget the original synth-pop version by Tears for Fears. This song, in this form, reminds me of Michael Stipe's best songs. The sound quality of the single I downloaded was perfect."
,B000X0ESSC,1,1,5,Ebla is a really great song. It gets me pumped up and excited. The only thing I can say is beware because it's quite long :)
,B000X06GHI,1,1,5,"I love, love, love this tune.  Whenever I recorded Cold Case, I would keep rewinding the beginning, just to hear the opening theme tune over and over.  I had no idea where this tune came from, and was in a roundabout way lead to it through Pandora.  I am so glad I found it and am able to listen to it whenever I want to now.  On a side note, I wish Cold Case had not gotten cancelled when it did.  It was one of my favorite shows to watch, theme tune aside."
,B000X06GHI,1,1,5,Glad to be able to get this song! And I love that it is available through cloud to put on any device.
,B000X06GHI,1,1,5,I absolutely adore this song! I plan on buying more of their music. Keep it coming! I am always looking for new music at Amazon.com. You have never let me down! Thanks.
,B000X0ER60,1,1,5,It's a wonderful cd! The music is just beautiful! I often listen to it when I am studying or just relaxing!
,B000X1HU68,-1,-1,1,"This album is horrid.  When we have lyrics like ""life can be just like a game boy, full of frustration and joy, pressing A or B make a choice....Game over game over..."". Yeah no kidding GAME OVER. That portly written song also has the best opening riff sadly.  Once again the songs are so poorly written is ruins the whole thing and not a decent riff here or there can save this."
,B000X1HU68,1,1,5,"it is hard to believe that Anvil has been around for 30 plus years and still has the cojones to rock. I first heard this band in 1999 when I purchased their album ""Plugged In Permanent"" on Metal Blade/Hypnotic Records. 11 years later, I am listening to ""This Is Thirteen"" on VH1 Classic Records. evidently, Anvil is more concerned about having fun than making money. also, they have had basically the same image on their albums with the exception of one album. it should also be noted that they are obsessed with the number 3, as all their albums have 3 word titles. Anvil is a quirky and underrated band and they are a classic band as well."
,B000X1HU68,1,1,4,"I am an Anvil fan from the early 80's and as many Anvil fans from back then I always wondered why they never really made it big.  Metal On Metal, Hard 'N' Heavy..... I mean come on.  Both of those tapes were consistently plugged into my car's deck back then.  I have since been able to obtain that early Anvil stuff on CD and I still love it.

So I picked this new one up partly because that documentary The Story of Anvil was awesome!  And I have to say I am impressed with Thirteen as well.  I agree with everything Lips was pitching when they were shopping this record around in the movie, it is great stuff.  The CD cover is blah, but the music is what matters.  I am not going to be overly critical of the music like some people have been because bottom line this is rock 'n roll, it has passion, and some great riffing, and it is Anvil and they are BACK.  I love it.  I actually think a few of these songs are some of the best Anvil has ever done.  Let's stay in the game now guys."
,B000X1HU68,1,1,5,"Anvil's newest release ""This is Thirteen"" is another great album, from a horribly underrated band. Highlights included the title track, Bomb's Away, American Refugee, & Thumb Hang, just to name a few. Overall really solid album, great playing from the whole band, diffently worth the purchase."
,B000X1HU68,1,1,5,"any band lasting 25 years with virtually no support and independent labels gets 2 thumbs up in my book. everyone needs to watch the movie ANVIL-THE STORY OF ANVIL and every fan of MEGADETH,METALLICA, ANTHRAX,AND SLAYER needs to listen to this cd."
,B000X6PYVG,1,1,5,"I love this song, it reminds me that God is in control. I would definitely recommend this song to others."
